enc_id,evo_id_enc,evo_index_enc,trainer_name_enc,location_enc,pokemon_enc,level_enc,stage_enc,hp_enc,attack_enc,defense_enc,sp_attack_enc,sp_defense_enc,speed_enc,types_enc,move_name_1_enc,move_name_2_enc,move_name_3_enc,move_name_4_enc,move_type_1_enc,move_type_2_enc,move_type_3_enc,move_type_4_enc,move_category_1_enc,move_category_2_enc,move_category_3_enc,move_category_4_enc,move_power_1_enc,move_power_2_enc,move_power_3_enc,move_power_4_enc,move_accuracy_1_enc,move_accuracy_2_enc,move_accuracy_3_enc,move_accuracy_4_enc,move_crit_1_enc,move_crit_2_enc,move_crit_3_enc,move_crit_4_enc,exp_enc
61,7,1,rocket_grunt_3,slowpoke_well_b1f,rattata,7,10,22.0,14.0,11.0,9.0,11.0,16.0,normal,tackle,tail_whip,quick_attack,,normal,normal,normal,,physical,physical,physical,,35.0,0.0,40.0,,0.95,1.0,1.0,,False,False,False,False,4218
62,5,1,bug_catcher_benny,azalea_town_gym,weedle,7,10,23.0,11.0,10.0,8.0,8.0,13.0,bug/poison,poison_sting,string_shot,,,poison,bug,,,physical,physical,,,15.0,0.0,,,1.0,0.95,,,False,False,False,False,4218
63,7,1,rocket_grunt_1,slowpoke_well_b1f,rattata,9,10,25.0,16.0,12.0,10.0,12.0,19.0,normal,tackle,tail_whip,quick_attack,,normal,normal,normal,,physical,physical,physical,,35.0,0.0,40.0,,0.95,1.0,1.0,,False,False,False,False,4218
65,17,1,rocket_grunt_2,slowpoke_well_b1f,zubat,9,10,27.0,14.0,12.0,11.0,13.0,16.0,flying/poison,leech_life,supersonic,,,bug,normal,,,physical,physical,,,20.0,0.0,,,1.0,0.55,,,False,False,False,False,4218
68,5,2,bug_catcher_benny,azalea_town_gym,kakuna,9,10,28.0,11.0,15.0,10.0,10.0,12.0,bug/poison,harden,,,,normal,,,,physical,,,,0.0,,,,1.0,,,,False,False,False,False,4218
69,88,1,twins_amy_may,azalea_town_gym,spinarak,10,10,29.0,18.0,14.0,14.0,14.0,12.0,bug/poison,poison_sting,string_shot,scary_face,,poison,bug,normal,,physical,physical,physical,,15.0,0.0,0.0,,1.0,0.95,0.9,,False,False,False,False,4218
70,87,1,twins_amy_may,azalea_town_gym,ledyba,10,10,29.0,10.0,12.0,14.0,22.0,17.0,bug/flying,tackle,supersonic,,,normal,normal,,,physical,physical,,,35.0,0.0,,,0.95,0.55,,,False,False,False,False,4218
71,40,1,rival_silver,azalea_town,gastly,12,10,32.0,16.0,15.0,32.0,16.0,27.0,ghost/poison,hypnosis,lick,spite,,psychic,ghost,ghost,,special,physical,physical,,0.0,20.0,0.0,,0.6,1.0,1.0,,False,False,False,False,4218
72,9,1,rocket_grunt_2,slowpoke_well_b1f,ekans,11,10,30.0,20.0,16.0,15.0,18.0,18.0,poison,wrap,leer,poison_sting,,normal,normal,poison,,physical,physical,physical,,15.0,0.0,15.0,,0.85,1.0,1.0,,False,False,False,False,4218
73,4,1,bug_catcher_al,azalea_town_gym,caterpie,12,10,34.0,14.0,15.0,11.0,11.0,17.0,bug,tackle,string_shot,,,normal,bug,,,physical,physical,,,35.0,0.0,,,0.95,0.95,,,False,False,False,False,4218
74,5,1,bug_catcher_al,azalea_town_gym,weedle,12,10,33.0,15.0,14.0,11.0,11.0,18.0,bug/poison,poison_sting,string_shot,,,poison,bug,,,physical,physical,,,15.0,0.0,,,1.0,0.95,,,False,False,False,False,4218
75,5,3,bug_catcher_benny,azalea_town_gym,beedrill,12,10,39.0,26.0,16.0,17.0,26.0,24.0,bug/poison,fury_attack,,,,normal,,,,physical,,,,45.0,,,,0.85,,,,False,False,False,False,4218
76,19,1,bug_catcher_josh,azalea_town_gym,paras,13,10,34.0,25.0,21.0,18.0,21.0,13.0,bug/grass,scratch,stun_spore,poisonpowder,,normal,grass,poison,,physical,special,physical,,40.0,0.0,0.0,,1.0,0.75,0.75,,False,False,False,False,4218
77,84,2,rival_silver,azalea_town,croconaw,16,10,51.0,34.0,34.0,28.0,29.0,27.0,water,scratch,leer,rage,water_gun,normal,normal,normal,water,physical,physical,physical,special,40.0,0.0,20.0,40.0,1.0,1.0,1.0,1.0,False,False,False,False,4218
78,82,2,rival_silver,azalea_town,bayleef,16,10,50.0,29.0,34.0,29.0,34.0,28.0,grass,growl,razor_leaf,reflect,poison_powder,normal,grass,psychic,,physical,special,special,,0.0,55.0,0.0,,1.0,0.95,1.0,,False,True,False,False,4218
79,83,2,rival_silver,azalea_town,quilava,16,10,49.0,29.0,27.0,34.0,29.0,34.0,fire,tackle,leer,smokescreen,ember,normal,normal,normal,fire,physical,physical,physical,special,35.0,0.0,0.0,40.0,0.95,1.0,1.0,1.0,False,False,False,False,4218
80,50,1,rocket_grunt_4,slowpoke_well_b1f,koffing,14,10,37.0,25.0,33.0,24.0,19.0,17.0,poison,poison_gas,tackle,smog,,poison,normal,poison,,physical,physical,physical,,0.0,35.0,20.0,,0.55,0.95,1.0,,False,False,False,False,4218
81,4,2,gym_leader_bugsy,azalea_town_gym,metapod,14,10,40.0,13.0,22.0,14.0,14.0,15.0,bug,tackle,string_shot,harden,,normal,bug,normal,,physical,physical,physical,,35.0,0.0,0.0,,0.95,0.95,1.0,,False,False,False,False,4218
82,5,2,gym_leader_bugsy,azalea_town_gym,kakuna,14,10,38.0,14.0,21.0,14.0,14.0,17.0,bug/poison,poison_sting,string_shot,harden,,poison,bug,normal,,physical,physical,physical,,15.0,0.0,0.0,,1.0,0.95,1.0,,False,False,False,False,4218
83,17,1,rival_silver,azalea_town,zubat,14,10,39.0,21.0,18.0,17.0,19.0,24.0,flying/poison,leech_life,supersonic,bite,,bug,normal,dark,,physical,physical,special,,20.0,0.0,60.0,,1.0,0.55,1.0,,False,False,False,False,4218
84,59,1,gym_leader_bugsy,azalea_town_gym,scyther,16,10,50.0,43.0,33.0,25.0,33.0,41.0,bug/flying,quick_attack,leer,fury_cutter,,normal,normal,bug,,physical,physical,physical,,40.0,0.0,10.0,,1.0,1.0,0.95,,False,False,False,False,4218
85,87,1,bug_catcher_wayne,ilex_forest,ledyba,8,11,25.0,9.0,11.0,12.0,19.0,15.0,bug/flying,tackle,supersonic,,,normal,normal,,,physical,physical,,,35.0,0.0,,,0.95,0.55,,,False,False,False,False,4218
86,19,1,bug_catcher_wayne,ilex_forest,paras,10,11,28.0,20.0,17.0,15.0,17.0,11.0,bug/grass,scratch,stun_spore,,,normal,grass,,,physical,special,,,40.0,0.0,,,1.0,0.75,,,False,False,False,False,4218
87,7,1,youngster_samuel,route_34,rattata,7,12,22.0,14.0,11.0,9.0,11.0,16.0,normal,tackle,tail_whip,quick_attack,,normal,normal,normal,,physical,physical,physical,,35.0,0.0,40.0,,0.95,1.0,1.0,,False,False,False,False,4218
88,97,1,picnicker_gina,route_34,hoppip,9,12,26.0,12.0,13.0,12.0,16.0,15.0,flying/grass,splash,synthesis,tail_whip,,normal,grass,normal,,physical,special,physical,,0.0,0.0,0.0,,1.0,1.0,1.0,,False,False,False,False,4218
90,8,1,youngster_samuel,route_34,spearow,8,12,25.0,16.0,11.0,11.0,11.0,17.0,flying/normal,peck,growl,leer,,flying,normal,normal,,physical,physical,physical,,35.0,0.0,0.0,,1.0,1.0,1.0,,False,False,False,False,4218
92,1,1,picnicker_gina,route_34,bulbasaur,12,12,34.0,18.0,18.0,22.0,22.0,17.0,grass/poison,tackle,growl,leech_seed,vine_whip,normal,normal,grass,grass,physical,physical,special,special,35.0,0.0,0.0,35.0,0.95,1.0,0.9,1.0,False,False,False,False,4218
93,11,1,youngster_samuel,route_34,sandshrew,10,12,31.0,21.0,23.0,10.0,12.0,14.0,ground,scratch,defense_curl,,,normal,normal,,,physical,physical,,,40.0,0.0,,,1.0,1.0,,,False,False,False,False,4218
94,24,1,youngster_ian,route_34,mankey,10,12,29.0,22.0,13.0,13.0,15.0,20.0,fighting,scratch,leer,low_kick,,normal,normal,fighting,,physical,physical,physical,,40.0,0.0,50.0,,1.0,1.0,0.9,,False,False,False,False,4218
95,21,1,youngster_ian,route_34,diglett,12,12,26.0,20.0,12.0,15.0,17.0,29.0,ground,scratch,growl,magnitude,,normal,normal,ground,,physical,physical,physical,,40.0,0.0,71.0,,1.0,1.0,1.0,,False,False,False,False,4218
96,113,1,pokefan_brandon,route_34,snubbull,13,12,40.0,28.0,20.0,17.0,17.0,14.0,normal,scary_face,tail_whip,charm,bite,normal,normal,normal,dark,physical,physical,physical,special,0.0,0.0,0.0,60.0,0.9,1.0,1.0,1.0,False,False,False,False,4218
97,23,1,camper_todd,route_34,psyduck,14,12,40.0,22.0,20.0,25.0,21.0,22.0,water,scratch,tail_whip,disable,,normal,normal,normal,,physical,physical,physical,,40.0,0.0,0.0,,1.0,1.0,0.55,,False,False,False,False,4218
98,25,1,officer_keith,route_34,growlithe,17,12,48.0,31.0,23.0,31.0,24.0,28.0,fire,bite,roar,ember,,dark,normal,fire,,special,physical,special,,60.0,0.0,40.0,,1.0,1.0,1.0,,False,False,False,False,6141
99,34,1,super_nerd_teru,goldenrod_underground,magnemite,7,13,21.0,11.0,15.0,19.0,13.0,12.0,electric,tackle,thundershock,,,normal,electric,,,physical,special,,,35.0,40.0,,,0.95,1.0,,,False,False,False,False,6141
101,34,1,super_nerd_teru,goldenrod_underground,magnemite,9,13,24.0,12.0,19.0,23.0,16.0,14.0,electric,tackle,mega_punch,,,normal,normal,,,physical,physical,,,35.0,80.0,,,0.95,0.85,,,False,False,False,False,6141
102,85,1,beauty_victoria,goldenrod_city_gym,sentret,9,13,26.0,14.0,12.0,12.0,14.0,10.0,normal,tackle,defense_curl,,,normal,normal,,,physical,physical,,,35.0,0.0,,,0.95,1.0,,,False,False,False,False,6141
103,105,1,pokemaniac_donald,goldenrod_underground,slowpoke,10,13,39.0,19.0,19.0,14.0,14.0,9.0,psychic/water,curse,tackle,growl,,,normal,normal,,error,physical,physical,,0.0,35.0,0.0,,1.0,0.95,1.0,,False,False,False,False,6141
107,38,1,super_nerd_eric,goldenrod_underground,grimer,11,13,40.0,24.0,17.0,15.0,17.0,12.0,poison,poison_gas,pound,harden,disable,poison,normal,normal,normal,physical,physical,physical,physical,0.0,40.0,0.0,0.0,0.55,1.0,1.0,0.55,False,False,False,False,6141
109,44,1,super_nerd_teru,goldenrod_underground,voltorb,11,13,31.0,13.0,17.0,18.0,18.0,28.0,electric,tackle,screech,,,normal,normal,,,physical,physical,,,35.0,0.0,,,0.95,0.85,,,False,False,False,False,6141
110,49,1,pokemaniac_issac,goldenrod_underground,lickitung,12,13,45.0,20.0,24.0,21.0,24.0,14.0,normal,lick,supersonic,cut,,ghost,normal,normal,,physical,physical,physical,,20.0,0.0,50.0,,1.0,0.55,0.95,,False,False,False,False,6141
111,85,1,beauty_victoria,goldenrod_city_gym,sentret,13,13,34.0,19.0,15.0,16.0,18.0,12.0,normal,tackle,defense_curl,quick_attack,,normal,normal,normal,,physical,physical,physical,,35.0,0.0,40.0,,0.95,1.0,1.0,,False,False,False,False,6141
112,16,2,lass_bridget,goldenrod_city_gym,jigglypuff,15,13,61.0,21.0,13.0,20.0,14.0,13.0,normal,sing,defense_curl,pound,disable,normal,normal,normal,normal,physical,physical,physical,physical,0.0,0.0,40.0,0.0,0.55,1.0,1.0,0.55,False,False,False,False,6141
115,22,1,beauty_sammantha,goldenrod_city_gym,meowth,16,13,41.0,22.0,18.0,20.0,20.0,36.0,normal,scratch,growl,bite,pay_day,normal,normal,dark,normal,physical,physical,special,physical,40.0,0.0,60.0,40.0,1.0,1.0,1.0,1.0,False,False,False,False,6141
117,113,1,lass_carrie,goldenrod_city_gym,snubbull,18,13,52.0,37.0,25.0,22.0,22.0,18.0,normal,scary_face,charm,bite,lick,normal,normal,dark,ghost,physical,physical,special,physical,0.0,0.0,60.0,20.0,0.9,1.0,1.0,1.0,False,False,False,False,6141
118,14,2,gym_leader_whitney,goldenrod_city_gym,clefairy,18,13,53.0,24.0,25.0,29.0,31.0,20.0,normal,doubleslap,mimic,encore,metronome,normal,normal,normal,normal,physical,physical,physical,physical,15.0,0.0,0.0,0.0,0.85,1.0,1.0,1.0,False,False,False,False,6141
119,85,1,beauty_victoria,goldenrod_city_gym,sentret,17,13,41.0,23.0,19.0,19.0,23.0,14.0,normal,tackle,defense_curl,quick_attack,fury_swipes,normal,normal,normal,normal,physical,physical,physical,physical,35.0,0.0,40.0,54.0,0.95,1.0,1.0,0.8,False,False,False,False,6141
120,131,1,gym_leader_whitney,goldenrod_city_gym,miltank,20,13,68.0,40.0,50.0,24.0,36.0,48.0,normal,rollout,attract,stomp,milk_drink,rock,normal,normal,normal,physical,physical,physical,physical,30.0,0.0,65.0,0.0,0.9,1.0,1.0,1.0,False,False,False,False,10000
121,44,1,juggler_irwin,route_35,voltorb,2,14,13.0,6.0,7.0,7.0,7.0,9.0,electric,tackle,,,,normal,,,,physical,,,,35.0,,,,0.95,,,,False,False,False,False,10000
122,44,1,juggler_irwin,route_35,voltorb,6,14,21.0,9.0,11.0,12.0,12.0,17.0,electric,tackle,,,,normal,,,,physical,,,,35.0,,,,0.95,,,,False,False,False,False,10000
123,6,1,bird_keeper_bryan,route_35,pidgey,12,14,33.0,17.0,16.0,15.0,15.0,20.0,flying/normal,tackle,sand_attack,gust,,normal,,flying,,physical,,physical,,35.0,,40.0,,0.95,,1.0,,False,False,False,False,10000
124,21,1,camper_ivan,route_35,diglett,10,14,23.0,17.0,11.0,13.0,15.0,25.0,ground,scratch,growl,magnitude,,normal,normal,ground,,physical,physical,physical,,40.0,0.0,71.0,,1.0,1.0,1.0,,False,False,False,False,10000
125,17,1,camper_ivan,route_35,zubat,10,14,29.0,15.0,13.0,12.0,14.0,17.0,flying/poison,leech_life,supersonic,,,bug,normal,,,physical,physical,,,20.0,0.0,,,1.0,0.55,,,False,False,False,False,10000
126,44,1,juggler_irwin,route_35,voltorb,10,14,29.0,12.0,16.0,17.0,17.0,26.0,electric,tackle,screech,,,normal,normal,,,physical,physical,,,35.0,0.0,,,0.95,0.85,,,False,False,False,False,10000
127,62,2,firebreather_walt,route_35,magmar,11,14,37.0,27.0,19.0,28.0,25.0,27.0,fire,ember,leer,smog,fire_punch,fire,normal,poison,fire,special,physical,physical,special,40.0,0.0,20.0,75.0,1.0,1.0,1.0,1.0,False,False,False,False,10000
128,6,2,bird_keeper_bryan,route_35,pidgeotto,14,14,43.0,24.0,22.0,21.0,21.0,27.0,flying/normal,tackle,sand_attack,gust,,normal,,flying,,physical,,physical,,35.0,,40.0,,0.95,,1.0,,False,False,False,False,10000
129,11,1,camper_elliot,route_35,sandshrew,13,14,38.0,26.0,29.0,12.0,14.0,17.0,ground,scratch,defense_curl,sand_attack,,normal,normal,,,physical,physical,,,40.0,0.0,,,1.0,1.0,,,False,False,False,False,10000
130,62,2,firebreather_walt,route_35,magmar,13,14,41.0,32.0,21.0,33.0,29.0,31.0,fire,ember,leer,smog,fire_punch,fire,normal,poison,fire,special,physical,physical,special,40.0,0.0,20.0,75.0,1.0,1.0,1.0,1.0,False,False,False,False,10000
131,94,1,camper_elliot,route_35,marill,15,14,48.0,13.0,22.0,13.0,22.0,19.0,water,defense_curl,tail_whip,water_gun,rollout,normal,normal,water,rock,physical,physical,special,physical,0.0,0.0,40.0,30.0,1.0,1.0,1.0,0.9,False,False,False,False,10000
132,21,1,camper_ivan,route_35,diglett,14,14,29.0,22.0,14.0,17.0,19.0,33.0,ground,scratch,growl,magnitude,,normal,normal,ground,,physical,physical,physical,,40.0,0.0,71.0,,1.0,1.0,1.0,,False,False,False,False,10000
133,44,1,juggler_irwin,route_35,voltorb,14,14,37.0,15.0,21.0,22.0,22.0,35.0,electric,tackle,screech,,,normal,normal,,,physical,physical,,,35.0,0.0,,,0.95,0.85,,,False,False,False,False,10000
134,15,1,picnicker_kim,route_35,vulpix,15,14,38.0,20.0,19.0,22.0,26.0,26.0,fire,ember,tail_whip,quick_attack,roar,fire,normal,normal,normal,special,physical,physical,physical,40.0,0.0,40.0,0.0,1.0,1.0,1.0,1.0,False,False,False,False,10000
135,20,1,bug_catcher_arnie,route_35,venonat,15,14,45.0,24.0,22.0,19.0,23.0,20.0,bug/poison,tackle,disable,foresight,supersonic,normal,normal,normal,normal,physical,physical,physical,physical,35.0,0.0,0.0,0.0,0.95,0.55,1.0,0.55,False,False,False,False,10000
136,25,1,officer_dirk,route_35,growlithe,14,14,41.0,27.0,19.0,26.0,21.0,24.0,fire,bite,roar,ember,,dark,normal,fire,,special,physical,special,,60.0,0.0,40.0,,1.0,1.0,1.0,,False,False,False,False,10000
138,10,2,picnicker_brooke,route_35,pikachu,16,14,39.0,25.0,17.0,23.0,20.0,36.0,electric,thundershock,growl,quick_attack,double_team,electric,normal,normal,normal,special,physical,physical,physical,40.0,0.0,40.0,0.0,1.0,1.0,1.0,1.0,False,False,False,False,10000
139,93,1,lass_krisse,national_park,oddish,12,15,34.0,19.0,20.0,24.0,24.0,14.0,grass/poison,absorb,sweet_scent,,,grass,normal,,,special,physical,,,20.0,0.0,,,1.0,1.0,,,False,False,False,False,10000
143,113,1,pokefan_beverly,national_park,snubbull,14,15,43.0,29.0,21.0,18.0,18.0,15.0,normal,scary_face,tail_whip,charm,bite,normal,normal,normal,dark,physical,physical,physical,special,0.0,0.0,0.0,60.0,0.9,1.0,1.0,1.0,False,False,False,False,10000
144,10,3,pokefan_william,national_park,raichu,14,15,43.0,32.0,22.0,32.0,29.0,35.0,electric,thundershock,tail_whip,quick_attack,thunderbolt,electric,normal,normal,electric,special,physical,physical,special,40.0,0.0,40.0,95.0,1.0,1.0,1.0,1.0,False,False,False,False,10000
145,46,1,lass_krisse,national_park,cubone,15,15,42.0,22.0,35.0,19.0,22.0,17.0,ground,growl,tail_whip,bone_club,headbutt,normal,normal,ground,normal,physical,physical,physical,physical,0.0,0.0,65.0,70.0,1.0,1.0,0.85,1.0,False,False,False,False,10000
146,44,1,schoolboy_jack,national_park,voltorb,15,15,39.0,16.0,22.0,23.0,23.0,37.0,electric,tackle,screech,,,normal,normal,,,physical,physical,,,35.0,0.0,,,0.95,0.85,,,False,False,False,False,10000
147,27,1,psychic_mark,route_36,abra,13,16,31.0,12.0,10.0,34.0,21.0,30.0,psychic,teleport,flash,,,psychic,normal,,,special,physical,,,0.0,0.0,,,1.0,0.7,,,False,False,False,False,10000
