pokemon,move_name,move_level,tm
Ivysaur,Substitute,0,tutor
Ivysaur,Snore,0,tutor
Ivysaur,Protect,0,machine
Ivysaur,Sludge Bomb,0,machine
Ivysaur,Giga Drain,0,machine
Ivysaur,Endure,0,tutor
Ivysaur,Swagger,0,tutor
Ivysaur,Fury Cutter,0,Route 117
Ivysaur,Attract,0,machine
Ivysaur,Sleep Talk,0,tutor
Ivysaur,Return,0,machine
Ivysaur,Frustration,0,machine
Ivysaur,Sweet Scent,29,
Ivysaur,Synthesis,47,
Ivysaur,Hidden Power,0,machine
Ivysaur,Sunny Day,0,machine
Ivysaur,Rock Smash,0,machine
Ivysaur,Facade,0,machine
Ivysaur,Secret Power,0,machine
Ivysaur,Bullet Seed,0,machine
Venusaur,Swords Dance,0,tutor
Venusaur,Cut,0,machine
Venusaur,Vine Whip,1,
Venusaur,Tackle,1,
Venusaur,Double-Edge,0,Sootopolis City
Venusaur,Growl,1,
Venusaur,Roar,0,machine
Venusaur,Hyper Beam,0,machine
Venusaur,Strength,0,machine
Venusaur,Leech Seed,1,
Venusaur,Growth,41,
Venusaur,Razor Leaf,22,
Venusaur,SolarBeam,65,
Venusaur,PoisonPowder,15,
Venusaur,Sleep Powder,15,
Venusaur,Earthquake,0,machine
Venusaur,Toxic,0,machine
Venusaur,Mimic,0,tutor
Venusaur,Double Team,0,machine
Venusaur,Defense Curl,0,tutor
Venusaur,Flash,0,machine
Venusaur,Rest,0,machine
Venusaur,Substitute,0,tutor
Venusaur,Snore,0,tutor
Venusaur,Protect,0,machine
Venusaur,Sludge Bomb,0,machine
Venusaur,Giga Drain,0,machine
Venusaur,Endure,0,tutor
Venusaur,Swagger,0,tutor
Venusaur,Fury Cutter,0,Route 117
Venusaur,Attract,0,machine
Venusaur,Sleep Talk,0,tutor
Venusaur,Return,0,machine
Venusaur,Frustration,0,machine
Venusaur,Sweet Scent,29,
Venusaur,Synthesis,53,
Venusaur,Hidden Power,0,machine
Venusaur,Sunny Day,0,machine
Venusaur,Rock Smash,0,machine
Venusaur,Facade,0,machine
Venusaur,Secret Power,0,machine
Venusaur,Bullet Seed,0,machine
Venusaur,Frenzy Plant,0,tutor
Charmander,Scratch,1,
Charmander,Swords Dance,0,tutor
Charmander,Cut,0,machine
Charmander,Double-Edge,0,Sootopolis City
Charmander,Growl,1,
Charmander,Ember,7,
Charmander,Flamethrower,31,
Charmander,Seismic Toss,0,tutor
Charmander,Strength,0,machine
Charmander,Dragon Rage,43,
Charmander,Fire Spin,49,
Charmander,Dig,0,machine
Charmander,Toxic,0,machine
Charmander,Rage,19,
Charmander,Mimic,0,tutor
Charmander,Double Team,0,machine
Charmander,Smokescreen,13,
Charmander,Defense Curl,0,tutor
Charmander,Fire Blast,0,machine
Charmander,Rest,0,machine
Charmander,Slash,37,
Charmander,Substitute,0,tutor
Charmander,Snore,0,tutor
Charmander,Protect,0,machine
Charmander,Scary Face,25,
Charmander,Endure,0,tutor
Charmander,Swagger,0,tutor
Charmander,Fury Cutter,0,Route 117
Charmander,Attract,0,machine
Charmander,Sleep Talk,0,tutor
Charmander,Return,0,machine
Charmander,Frustration,0,machine
Charmander,Dynamic Punch,0,Mossdeep City
Charmander,Iron Tail,0,machine
Charmander,Metal Claw,13,
Charmander,Hidden Power,0,machine
Charmander,Sunny Day,0,machine
Charmander,Rock Smash,0,machine
Charmander,Facade,0,machine
Charmander,Focus Punch,0,machine
Charmander,Brick Break,0,machine
Charmander,Secret Power,0,machine
Charmander,Overheat,0,machine
Charmander,Aerial Ace,0,machine
Charmander,Dragon Claw,0,machine
Charmeleon,Scratch,1,
Charmeleon,Swords Dance,0,tutor
Charmeleon,Cut,0,machine
Charmeleon,Double-Edge,0,Sootopolis City
Charmeleon,Growl,1,
Charmeleon,Ember,1,
Charmeleon,Flamethrower,34,
Charmeleon,Seismic Toss,0,tutor
Charmeleon,Strength,0,machine
Charmeleon,Dragon Rage,48,
Charmeleon,Fire Spin,55,
Charmeleon,Dig,0,machine
Charmeleon,Toxic,0,machine
Charmeleon,Rage,20,
Charmeleon,Mimic,0,tutor
Charmeleon,Double Team,0,machine
Charmeleon,Smokescreen,13,
Charmeleon,Defense Curl,0,tutor
Charmeleon,Fire Blast,0,machine
Charmeleon,Rest,0,machine
Charmeleon,Slash,41,
Charmeleon,Substitute,0,tutor
Charmeleon,Snore,0,tutor
Charmeleon,Protect,0,machine
Charmeleon,Scary Face,27,
Charmeleon,Endure,0,tutor
Charmeleon,Swagger,0,tutor
Charmeleon,Fury Cutter,0,Route 117
Charmeleon,Attract,0,machine
Charmeleon,Sleep Talk,0,tutor
Charmeleon,Return,0,machine
Charmeleon,Frustration,0,machine
Charmeleon,Dynamic Punch,0,Mossdeep City
Charmeleon,Iron Tail,0,machine
Charmeleon,Metal Claw,13,
Charmeleon,Hidden Power,0,machine
Charmeleon,Sunny Day,0,machine
Charmeleon,Rock Smash,0,machine
Charmeleon,Facade,0,machine
Charmeleon,Focus Punch,0,machine
Charmeleon,Brick Break,0,machine
Charmeleon,Secret Power,0,machine
Charmeleon,Overheat,0,machine
Charmeleon,Aerial Ace,0,machine
Charmeleon,Dragon Claw,0,machine
Charizard,Scratch,1,
Charizard,Swords Dance,0,tutor
Charizard,Cut,0,machine
Charizard,Wing Attack,36,
Charizard,Fly,0,machine
Charizard,Double-Edge,0,Sootopolis City
Charizard,Growl,1,
Charizard,Roar,0,machine
Charizard,Ember,1,
Charizard,Flamethrower,34,
Charizard,Hyper Beam,0,machine
Charizard,Seismic Toss,0,tutor
Charizard,Strength,0,machine
Charizard,Dragon Rage,54,
Charizard,Fire Spin,64,
Charizard,Earthquake,0,machine
Charizard,Dig,0,machine
Charizard,Toxic,0,machine
Charizard,Rage,20,
Charizard,Mimic,0,tutor
Charizard,Double Team,0,machine
Charizard,Smokescreen,1,
Charizard,Defense Curl,0,tutor
Charizard,Fire Blast,0,machine
Charizard,Rest,0,machine
Charizard,Slash,44,
Charizard,Substitute,0,tutor
Charizard,Snore,0,tutor
Charizard,Protect,0,machine
Charizard,Scary Face,27,
Charizard,Endure,0,tutor
Charizard,Swagger,0,tutor
Charizard,Fury Cutter,0,Route 117
Charizard,Steel Wing,0,machine
Charizard,Attract,0,machine
Charizard,Sleep Talk,0,tutor
Charizard,Return,0,machine
Charizard,Frustration,0,machine
Charizard,Dynamic Punch,0,Mossdeep City
Charizard,Iron Tail,0,machine
Charizard,Metal Claw,1,
Charizard,Hidden Power,0,machine
Charizard,Sunny Day,0,machine
Charizard,Rock Smash,0,machine
Charizard,Heat Wave,1,
Charizard,Facade,0,machine
Charizard,Focus Punch,0,machine
Charizard,Brick Break,0,machine
Charizard,Secret Power,0,machine
Charizard,Blast Burn,0,tutor
Charizard,Overheat,0,machine
Charizard,Aerial Ace,0,machine
Charizard,Dragon Claw,0,machine
Squirtle,Tackle,1,
Squirtle,Double-Edge,0,Sootopolis City
Squirtle,Tail Whip,4,
Squirtle,Bite,18,
Squirtle,Water Gun,13,
Squirtle,Hydro Pump,47,
Squirtle,Surf,0,machine
Squirtle,Ice Beam,0,machine
Squirtle,Blizzard,0,machine
Squirtle,Seismic Toss,0,tutor
Squirtle,Strength,0,machine
Squirtle,Dig,0,machine
Squirtle,Toxic,0,machine
Squirtle,Mimic,0,tutor
Squirtle,Double Team,0,machine
Squirtle,Withdraw,10,
Squirtle,Defense Curl,0,tutor
Squirtle,Waterfall,0,machine
Squirtle,Skull Bash,40,
Squirtle,Bubble,7,
Squirtle,Rest,0,machine
Squirtle,Substitute,0,tutor
Squirtle,Snore,0,tutor
Squirtle,Protect,28,
Squirtle,Endure,0,tutor
Squirtle,Rollout,0,Mauville City
Squirtle,Swagger,0,tutor
Squirtle,Attract,0,machine
Squirtle,Sleep Talk,0,tutor
Squirtle,Return,0,machine
Squirtle,Frustration,0,machine
Squirtle,Dynamic Punch,0,Mossdeep City
Squirtle,Rapid Spin,23,
Squirtle,Iron Tail,0,machine
Squirtle,Hidden Power,0,machine
Squirtle,Rain Dance,33,
Squirtle,Rock Smash,0,machine
Squirtle,Hail,0,machine
Squirtle,Facade,0,machine
Squirtle,Focus Punch,0,machine
Squirtle,Follow Me,0,
Squirtle,Brick Break,0,machine
Squirtle,Secret Power,0,machine
Squirtle,Dive,0,machine
Squirtle,Water Pulse,0,machine
Wartortle,Tackle,1,
Wartortle,Double-Edge,0,Sootopolis City
Wartortle,Tail Whip,1,
Wartortle,Bite,19,
Wartortle,Water Gun,13,
Wartortle,Hydro Pump,53,
Wartortle,Surf,0,machine
Wartortle,Ice Beam,0,machine
Wartortle,Blizzard,0,machine
Wartortle,Seismic Toss,0,tutor
Wartortle,Strength,0,machine
Wartortle,Dig,0,machine
Wartortle,Toxic,0,machine
Wartortle,Mimic,0,tutor
Wartortle,Double Team,0,machine
Wartortle,Withdraw,10,
Wartortle,Defense Curl,0,tutor
Wartortle,Waterfall,0,machine
Wartortle,Skull Bash,45,
Wartortle,Bubble,1,
Wartortle,Rest,0,machine
Wartortle,Substitute,0,tutor
Wartortle,Snore,0,tutor
Wartortle,Protect,31,
Wartortle,Endure,0,tutor
Wartortle,Rollout,0,Mauville City
Wartortle,Swagger,0,tutor
Wartortle,Attract,0,machine
Wartortle,Sleep Talk,0,tutor
Wartortle,Return,0,machine
Wartortle,Frustration,0,machine
Wartortle,Dynamic Punch,0,Mossdeep City
Wartortle,Rapid Spin,25,
Wartortle,Iron Tail,0,machine
Wartortle,Hidden Power,0,machine
Wartortle,Rain Dance,37,
Wartortle,Rock Smash,0,machine
Wartortle,Hail,0,machine
Wartortle,Facade,0,machine
Wartortle,Focus Punch,0,machine
Wartortle,Brick Break,0,machine
Wartortle,Secret Power,0,machine
Wartortle,Dive,0,machine
Wartortle,Water Pulse,0,machine
Blastoise,Tackle,1,
Blastoise,Double-Edge,0,Sootopolis City
Blastoise,Tail Whip,1,
Blastoise,Bite,19,
Blastoise,Roar,0,machine
Blastoise,Water Gun,13,
Blastoise,Hydro Pump,68,
Blastoise,Surf,0,machine
Blastoise,Ice Beam,0,machine
Blastoise,Blizzard,0,machine
Blastoise,Hyper Beam,0,machine
Blastoise,Seismic Toss,0,tutor
Blastoise,Strength,0,machine
Blastoise,Earthquake,0,machine
Blastoise,Dig,0,machine
Blastoise,Toxic,0,machine
Blastoise,Mimic,0,tutor
Blastoise,Double Team,0,machine
Blastoise,Withdraw,1,
Blastoise,Defense Curl,0,tutor
Blastoise,Waterfall,0,machine
Blastoise,Skull Bash,55,
Blastoise,Bubble,1,
Blastoise,Rest,0,machine
Blastoise,Substitute,0,tutor
Blastoise,Snore,0,tutor
Blastoise,Protect,31,
Blastoise,Endure,0,tutor
Blastoise,Rollout,0,Mauville City
Blastoise,Swagger,0,tutor
Blastoise,Attract,0,machine
Blastoise,Sleep Talk,0,tutor
Blastoise,Return,0,machine
Blastoise,Frustration,0,machine
Blastoise,Dynamic Punch,0,Mossdeep City
Blastoise,Rapid Spin,25,
Blastoise,Iron Tail,0,machine
Blastoise,Hidden Power,0,machine
Blastoise,Rain Dance,42,
Blastoise,Rock Smash,0,machine
Blastoise,Hail,0,machine
Blastoise,Facade,0,machine
Blastoise,Focus Punch,0,machine
Blastoise,Brick Break,0,machine
Blastoise,Secret Power,0,machine
Blastoise,Dive,0,machine
Blastoise,Hydro Cannon,0,tutor
Blastoise,Water Pulse,0,machine
Caterpie,Tackle,1,
Caterpie,String Shot,1,
Metapod,Harden,1,
Butterfree,Gust,28,
Butterfree,Whirlwind,23,
Butterfree,Double-Edge,0,Sootopolis City
Butterfree,Supersonic,18,
Butterfree,Psybeam,34,
Butterfree,Hyper Beam,0,machine
Butterfree,SolarBeam,0,machine
Butterfree,PoisonPowder,13,
Butterfree,Stun Spore,14,
Butterfree,Sleep Powder,15,
Butterfree,Toxic,0,machine
Butterfree,Confusion,1,
Butterfree,Psychic,0,machine
Butterfree,Mimic,0,tutor
Butterfree,Double Team,0,machine
Butterfree,Dream Eater,0,tutor
Butterfree,Flash,0,machine
Butterfree,Rest,0,machine
Butterfree,Substitute,0,tutor
Butterfree,Thief,0,machine
Butterfree,Snore,0,tutor
Butterfree,Protect,0,machine
Butterfree,Giga Drain,0,machine
Butterfree,Endure,0,tutor
Butterfree,Swagger,0,tutor
Butterfree,Attract,0,machine
Butterfree,Sleep Talk,0,tutor
Butterfree,Return,0,machine
Butterfree,Frustration,0,machine
Butterfree,Safeguard,40,
Butterfree,Hidden Power,0,machine
Butterfree,Rain Dance,0,machine
Butterfree,Sunny Day,0,machine
Butterfree,Shadow Ball,0,machine
Butterfree,Facade,0,machine
Butterfree,Skill Swap,0,machine
Butterfree,Secret Power,0,machine
Butterfree,Silver Wind,47,
Butterfree,Aerial Ace,0,machine
Weedle,Poison Sting,1,
Weedle,String Shot,1,
Kakuna,Harden,1,
Beedrill,Swords Dance,0,tutor
Beedrill,Cut,0,machine
Beedrill,Fury Attack,1,
Beedrill,Double-Edge,0,Sootopolis City
Beedrill,Twineedle,20,
Beedrill,Pin Missile,35,
Beedrill,Hyper Beam,0,machine
Beedrill,SolarBeam,0,machine
Beedrill,Toxic,0,machine
Beedrill,Agility,40,
Beedrill,Rage,25,
Beedrill,Mimic,0,tutor
Beedrill,Double Team,0,machine
Beedrill,Focus Energy,15,
Beedrill,Rest,0,machine
Beedrill,Substitute,0,tutor
Beedrill,Thief,0,machine
Beedrill,Snore,0,tutor
Beedrill,Protect,0,machine
Beedrill,Sludge Bomb,0,machine
Beedrill,Giga Drain,0,machine
Beedrill,Endure,0,tutor
Beedrill,Swagger,0,tutor
Beedrill,Fury Cutter,0,Route 117
Beedrill,Attract,0,machine
Beedrill,Sleep Talk,0,tutor
Beedrill,Return,0,machine
Beedrill,Frustration,0,machine
Beedrill,Pursuit,30,
Beedrill,Hidden Power,0,machine
Beedrill,Sunny Day,0,machine
Beedrill,Rock Smash,0,machine
Beedrill,Facade,0,machine
Beedrill,Brick Break,0,machine
Beedrill,Endeavor,45,
Beedrill,Secret Power,0,machine
Beedrill,Aerial Ace,0,machine
Pidgey,Gust,9,
Pidgey,Wing Attack,25,
Pidgey,Whirlwind,19,
Pidgey,Fly,0,machine
Pidgey,Sand-Attack,5,
Pidgey,Tackle,1,
Pidgey,Double-Edge,0,Sootopolis City
Pidgey,Toxic,0,machine
Pidgey,Agility,39,
Pidgey,Quick Attack,13,
Pidgey,Mimic,0,tutor
Pidgey,Double Team,0,machine
Pidgey,Mirror Move,47,
Pidgey,Rest,0,machine
Pidgey,Substitute,0,tutor
Pidgey,Thief,0,machine
Pidgey,Snore,0,tutor
Pidgey,Protect,0,machine
Pidgey,Endure,0,tutor
Pidgey,Swagger,0,tutor
Pidgey,Steel Wing,0,machine
Pidgey,Attract,0,machine
Pidgey,Sleep Talk,0,tutor
Pidgey,Return,0,machine
Pidgey,Frustration,0,machine
Pidgey,Hidden Power,0,machine
Pidgey,Rain Dance,0,machine
Pidgey,Sunny Day,0,machine
Pidgey,Facade,0,machine
Pidgey,Secret Power,0,machine
Pidgey,Feather Dance,31,
Pidgey,Aerial Ace,0,machine
Pidgeotto,Gust,1,
Pidgeotto,Wing Attack,27,
Pidgeotto,Whirlwind,20,
Pidgeotto,Fly,0,machine
Pidgeotto,Sand-Attack,1,
Pidgeotto,Tackle,1,
Pidgeotto,Double-Edge,0,Sootopolis City
Pidgeotto,Toxic,0,machine
Pidgeotto,Agility,43,
Pidgeotto,Quick Attack,13,
Pidgeotto,Mimic,0,tutor
Pidgeotto,Double Team,0,machine
Pidgeotto,Mirror Move,52,
Pidgeotto,Rest,0,machine
Pidgeotto,Substitute,0,tutor
Pidgeotto,Thief,0,machine
Pidgeotto,Snore,0,tutor
Pidgeotto,Protect,0,machine
Pidgeotto,Endure,0,tutor
Pidgeotto,Swagger,0,tutor
Pidgeotto,Steel Wing,0,machine
Pidgeotto,Attract,0,machine
Pidgeotto,Sleep Talk,0,tutor
Pidgeotto,Return,0,machine
Pidgeotto,Frustration,0,machine
Pidgeotto,Hidden Power,0,machine
Pidgeotto,Rain Dance,0,machine
Pidgeotto,Sunny Day,0,machine
Pidgeotto,Facade,0,machine
Pidgeotto,Secret Power,0,machine
Pidgeotto,Feather Dance,34,
Pidgeotto,Aerial Ace,0,machine
Pidgeot,Gust,1,
Pidgeot,Wing Attack,27,
Pidgeot,Whirlwind,20,
Pidgeot,Fly,0,machine
Pidgeot,Sand-Attack,1,
Pidgeot,Tackle,1,
Pidgeot,Double-Edge,0,Sootopolis City
Pidgeot,Hyper Beam,0,machine
Pidgeot,Toxic,0,machine
Pidgeot,Agility,48,
Pidgeot,Quick Attack,1,
Pidgeot,Mimic,0,tutor
Pidgeot,Double Team,0,machine
Pidgeot,Mirror Move,62,
Pidgeot,Rest,0,machine
Pidgeot,Substitute,0,tutor
Pidgeot,Thief,0,machine
Pidgeot,Snore,0,tutor
Pidgeot,Protect,0,machine
Pidgeot,Endure,0,tutor
Pidgeot,Swagger,0,tutor
Pidgeot,Steel Wing,0,machine
Pidgeot,Attract,0,machine
Pidgeot,Sleep Talk,0,tutor
Pidgeot,Return,0,machine
Pidgeot,Frustration,0,machine
Pidgeot,Hidden Power,0,machine
Pidgeot,Rain Dance,0,machine
Pidgeot,Sunny Day,0,machine
Pidgeot,Facade,0,machine
Pidgeot,Secret Power,0,machine
Pidgeot,Feather Dance,34,
Pidgeot,Aerial Ace,0,machine
Rattata,Cut,0,machine
Rattata,Tackle,1,
Rattata,Double-Edge,0,Sootopolis City
Rattata,Tail Whip,1,
Rattata,Ice Beam,0,machine
Rattata,Blizzard,0,machine
Rattata,Thunderbolt,0,machine
Rattata,Thunder Wave,0,tutor
Rattata,Thunder,0,machine
Rattata,Dig,0,machine
Rattata,Toxic,0,machine
Rattata,Quick Attack,7,
Rattata,Mimic,0,tutor
Rattata,Double Team,0,machine
Rattata,Defense Curl,0,tutor
Rattata,Focus Energy,20,
Rattata,Rest,0,machine
Rattata,Hyper Fang,13,
Rattata,Super Fang,34,
Rattata,Substitute,0,tutor
Rattata,Thief,0,machine
Rattata,Snore,0,tutor
Rattata,Protect,0,machine
Rattata,Endure,0,tutor
Rattata,Swagger,0,tutor
Rattata,Attract,0,machine
Rattata,Sleep Talk,0,tutor
Rattata,Return,0,machine
Rattata,Frustration,0,machine
Rattata,Pursuit,27,
Rattata,Iron Tail,0,machine
Rattata,Hidden Power,0,machine
Rattata,Rain Dance,0,machine
Rattata,Sunny Day,0,machine
Rattata,Shadow Ball,0,machine
Rattata,Rock Smash,0,machine
Rattata,Facade,0,machine
Rattata,Taunt,0,machine
Rattata,Endeavor,41,
Rattata,Secret Power,0,machine
Rattata,Shock Wave,0,machine
Raticate,Cut,0,machine
Raticate,Tackle,1,
Raticate,Double-Edge,0,Sootopolis City
Raticate,Tail Whip,1,
Raticate,Roar,0,machine
Raticate,Ice Beam,0,machine
Raticate,Blizzard,0,machine
Raticate,Hyper Beam,0,machine
Raticate,Strength,0,machine
Raticate,Thunderbolt,0,machine
Raticate,Thunder Wave,0,tutor
Raticate,Thunder,0,machine
Raticate,Dig,0,machine
Raticate,Toxic,0,machine
Raticate,Quick Attack,1,
Raticate,Mimic,0,tutor
Raticate,Double Team,0,machine
Raticate,Defense Curl,0,tutor
Raticate,Rest,0,machine
Raticate,Hyper Fang,13,
Raticate,Super Fang,40,
Raticate,Substitute,0,tutor
Raticate,Thief,0,machine
Raticate,Snore,0,tutor
Raticate,Protect,0,machine
Raticate,Scary Face,20,
Raticate,Endure,0,tutor
Raticate,Swagger,0,tutor
Raticate,Attract,0,machine
Raticate,Sleep Talk,0,tutor
Raticate,Return,0,machine
Raticate,Frustration,0,machine
Raticate,Pursuit,30,
Raticate,Iron Tail,0,machine
Raticate,Hidden Power,0,machine
Raticate,Rain Dance,0,machine
Raticate,Sunny Day,0,machine
Raticate,Shadow Ball,0,machine
Raticate,Rock Smash,0,machine
Raticate,Facade,0,machine
Raticate,Taunt,0,machine
Raticate,Endeavor,50,
Raticate,Secret Power,0,machine
Raticate,Shock Wave,0,machine
Spearow,Fly,0,machine
Spearow,Fury Attack,13,
Spearow,Double-Edge,0,Sootopolis City
Spearow,Leer,7,
Spearow,Growl,1,
Spearow,Peck,1,
Spearow,Drill Peck,37,
Spearow,Toxic,0,machine
Spearow,Agility,43,
Spearow,Mimic,0,tutor
Spearow,Double Team,0,machine
Spearow,Mirror Move,31,
Spearow,Rest,0,machine
Spearow,Substitute,0,tutor
Spearow,Thief,0,machine
Spearow,Snore,0,tutor
Spearow,Protect,0,machine
Spearow,Endure,0,tutor
Spearow,Swagger,0,tutor
Spearow,Steel Wing,0,machine
Spearow,Attract,0,machine
Spearow,Sleep Talk,0,tutor
Spearow,Return,0,machine
Spearow,Frustration,0,machine
Spearow,Pursuit,19,
Spearow,Hidden Power,0,machine
Spearow,Rain Dance,0,machine
Spearow,Sunny Day,0,machine
Spearow,Facade,0,machine
Spearow,Secret Power,0,machine
Spearow,Aerial Ace,25,
Fearow,Fly,0,machine
Fearow,Fury Attack,1,
Fearow,Double-Edge,0,Sootopolis City
Fearow,Leer,1,
Fearow,Growl,1,
Fearow,Hyper Beam,0,machine
Fearow,Peck,1,
Fearow,Drill Peck,40,
Fearow,Toxic,0,machine
Fearow,Agility,47,
Fearow,Mimic,0,tutor
Fearow,Double Team,0,machine
Fearow,Mirror Move,32,
Fearow,Rest,0,machine
Fearow,Substitute,0,tutor
Fearow,Thief,0,machine
Fearow,Snore,0,tutor
Fearow,Protect,0,machine
Fearow,Endure,0,tutor
Fearow,Swagger,0,tutor
Fearow,Steel Wing,0,machine
Fearow,Attract,0,machine
Fearow,Sleep Talk,0,tutor
Fearow,Return,0,machine
Fearow,Frustration,0,machine
Fearow,Pursuit,26,
Fearow,Hidden Power,0,machine
Fearow,Rain Dance,0,machine
Fearow,Sunny Day,0,machine
Fearow,Facade,0,machine
Fearow,Secret Power,0,machine
Fearow,Aerial Ace,0,machine
Ekans,Wrap,1,
Ekans,Double-Edge,0,Sootopolis City
Ekans,Poison Sting,8,
Ekans,Leer,1,
Ekans,Bite,13,
Ekans,Acid,32,
Ekans,Strength,0,machine
Ekans,Earthquake,0,machine
Ekans,Dig,0,machine
Ekans,Toxic,0,machine
Ekans,Mimic,0,tutor
Ekans,Screech,25,
Ekans,Double Team,0,machine
Ekans,Haze,44,
Ekans,Glare,20,
Ekans,Rest,0,machine
Ekans,Substitute,0,tutor
Ekans,Thief,0,machine
Ekans,Snore,0,tutor
Ekans,Protect,0,machine
Ekans,Sludge Bomb,0,machine
Ekans,Giga Drain,0,machine
Ekans,Endure,0,tutor
Ekans,Swagger,0,tutor
Ekans,Attract,0,machine
Ekans,Sleep Talk,0,tutor
Ekans,Return,0,machine
Ekans,Frustration,0,machine
Ekans,Iron Tail,0,machine
Ekans,Hidden Power,0,machine
Ekans,Rain Dance,0,machine
Ekans,Sunny Day,0,machine
Ekans,Stockpile,37,
Ekans,Spit Up,37,
Ekans,Swallow,37,
Ekans,Torment,0,machine
Ekans,Facade,0,machine
Ekans,Snatch,0,machine
Ekans,Secret Power,0,machine
Arbok,Wrap,1,
Arbok,Double-Edge,0,Sootopolis City
Arbok,Poison Sting,1,
Arbok,Leer,1,
Arbok,Bite,1,
Arbok,Acid,38,
Arbok,Hyper Beam,0,machine
Arbok,Strength,0,machine
Arbok,Earthquake,0,machine
Arbok,Dig,0,machine
Arbok,Toxic,0,machine
Arbok,Mimic,0,tutor
Arbok,Screech,28,
Arbok,Double Team,0,machine
Arbok,Haze,56,
Arbok,Glare,20,
Arbok,Rest,0,machine
Arbok,Substitute,0,tutor
Arbok,Thief,0,machine
Arbok,Snore,0,tutor
Arbok,Protect,0,machine
Arbok,Sludge Bomb,0,machine
Arbok,Giga Drain,0,machine
Arbok,Endure,0,tutor
Arbok,Swagger,0,tutor
Arbok,Attract,0,machine
Arbok,Sleep Talk,0,tutor
Arbok,Return,0,machine
Arbok,Frustration,0,machine
Arbok,Iron Tail,0,machine
Arbok,Hidden Power,0,machine
Arbok,Rain Dance,0,machine
Arbok,Sunny Day,0,machine
Arbok,Stockpile,46,
Arbok,Spit Up,46,
Arbok,Swallow,46,
Arbok,Torment,0,machine
Arbok,Facade,0,machine
Arbok,Snatch,0,machine
Arbok,Secret Power,0,machine
Pikachu,Slam,20,
Pikachu,Double-Edge,0,Sootopolis City
Pikachu,Tail Whip,6,
Pikachu,Growl,1,
Pikachu,Seismic Toss,0,tutor
Pikachu,Strength,0,machine
Pikachu,ThunderShock,1,
Pikachu,Thunderbolt,26,
Pikachu,Thunder Wave,8,
Pikachu,Thunder,41,
Pikachu,Dig,0,machine
Pikachu,Toxic,0,machine
Pikachu,Agility,33,
Pikachu,Quick Attack,11,
Pikachu,Mimic,0,tutor
Pikachu,Double Team,15,
Pikachu,Defense Curl,0,tutor
Pikachu,Light Screen,50,
Pikachu,Flash,0,machine
Pikachu,Rest,0,machine
Pikachu,Substitute,0,tutor
Pikachu,Snore,0,tutor
Pikachu,Protect,0,machine
Pikachu,Endure,0,tutor
Pikachu,Rollout,0,Mauville City
Pikachu,Swagger,0,tutor
Pikachu,Attract,0,machine
Pikachu,Sleep Talk,0,tutor
Pikachu,Return,0,machine
Pikachu,Frustration,0,machine
Pikachu,Dynamic Punch,0,Mossdeep City
Pikachu,Iron Tail,0,machine
Pikachu,Hidden Power,0,machine
Pikachu,Rain Dance,0,machine
Pikachu,Rock Smash,0,machine
Pikachu,Facade,0,machine
Pikachu,Focus Punch,0,machine
Pikachu,Brick Break,0,machine
Pikachu,Secret Power,0,machine
Pikachu,Shock Wave,0,machine
Raichu,Double-Edge,0,Sootopolis City
