evo_id,move_type_1,move_type_2,move_type_3,move_type_4,variant_id
12,Ice,Normal,Poison,Water,79
12,Electric,Ground,Ice,Water,80
12,Fighting,Fire,Ground,Ice,81
12,Ground,Ice,Normal,Water,82
12,Electric,Fighting,Ground,Ice,83
12,Electric,Ground,Rock,Water,84
12,Fighting,Fire,Rock,Water,85
12,Electric,Ground,Normal,Rock,86
12,Fighting,Fire,Normal,Water,87
12,Fighting,Ground,Ice,Poison,88
12,Electric,Fighting,Fire,Poison,89
12,Electric,Fire,Rock,Water,90
12,Electric,Fighting,Ground,Rock,91
12,Fighting,Fire,Ground,Rock,92
12,Fighting,Ice,Rock,Water,93
12,Fire,Ground,Poison,Water,94
12,Fighting,Ice,Normal,Water,95
12,Fighting,Ground,Poison,Rock,96
12,Ice,Poison,Rock,Water,97
12,Ground,Normal,Rock,Water,98
12,Fighting,Ground,Normal,Poison,99
12,Electric,Ground,Ice,Poison,100
12,Ground,Ice,Poison,Rock,101
12,Electric,Fire,Ground,Rock,102
12,Ground,Ice,Normal,Poison,103
12,Electric,Fighting,Fire,Ice,104
12,Electric,Ground,Poison,Rock,105
12,Fire,Ground,Ice,Normal,106
12,Ice,Normal,Rock,Water,107
12,Fighting,Fire,Normal,Poison,108
12,Electric,Fighting,Ice,Normal,109
12,Fighting,Fire,Ice,Normal,110
12,Fighting,Ice,Poison,Rock,111
12,Fighting,Normal,Poison,Rock,112
12,Electric,Ice,Normal,Rock,113
12,Fighting,Ice,Normal,Poison,114
12,Fire,Ground,Normal,Water,115
12,Fire,Normal,Rock,Water,116
12,Fire,Ice,Rock,Water,117
12,Electric,Fire,Ice,Normal,118
12,Electric,Fighting,Normal,Water,119
12,Electric,Ice,Poison,Water,120
12,Electric,Fighting,Ice,Water,121
12,Fire,Ice,Normal,Rock,122
12,Electric,Fire,Normal,Water,123
12,Fighting,Normal,Rock,Water,124
12,Electric,Normal,Poison,Water,125
12,Fire,Normal,Poison,Rock,126
12,Electric,Fire,Ice,Water,127
12,Fire,Ground,Normal,Poison,128
12,Fire,Ice,Poison,Rock,129
12,Fighting,Fire,Poison,Rock,130
12,Ground,Normal,Poison,Water,131
12,Electric,Fighting,Poison,Rock,132
12,Normal,Poison,Rock,Water,133
12,Electric,Fighting,Normal,Poison,134
12,Electric,Fighting,Ice,Poison,135
12,Electric,Fire,Poison,Rock,136
12,Electric,Fire,Normal,Poison,137
12,Fighting,Fire,Ground,Normal,138
12,Electric,Fighting,Ground,Normal,139
12,Fighting,Ground,Ice,Rock,140
12,Electric,Fighting,Fire,Rock,141
12,Fire,Ground,Rock,Water,142
12,Electric,Ground,Normal,Water,143
12,Fire,Ground,Normal,Rock,144
12,Electric,Fighting,Rock,Water,145
13,Fire,Ground,Ice,Water,146
13,Fighting,Ground,Normal,Rock,147
13,Electric,Fire,Ground,Normal,148
13,Ice,Normal,Poison,Rock,149
13,Electric,Ground,Ice,Rock,150
13,Ground,Ice,Normal,Rock,151
13,Electric,Fighting,Fire,Ground,152
13,Electric,Fighting,Ice,Rock,153
13,Fighting,Fire,Ground,Water,154
13,Fighting,Fire,Ice,Water,155
13,Fighting,Ground,Poison,Water,156
13,Fighting,Fire,Normal,Rock,157
13,Electric,Fire,Normal,Rock,158
13,Ground,Ice,Poison,Water,159
13,Electric,Fire,Ground,Water,160
13,Electric,Ground,Normal,Poison,161
13,Electric,Ground,Poison,Water,162
13,Fire,Ground,Poison,Rock,163
13,Fighting,Ice,Normal,Rock,164
13,Fire,Ground,Ice,Poison,165
13,Electric,Ice,Rock,Water,166
13,Fighting,Normal,Poison,Water,167
13,Fighting,Fire,Ground,Poison,168
13,Fighting,Fire,Ice,Poison,169
13,Fighting,Ice,Poison,Water,170
13,Electric,Ice,Normal,Water,171
13,Ground,Poison,Rock,Water,172
13,Electric,Fire,Ground,Poison,173
13,Electric,Fire,Ice,Poison,174
13,Fire,Ice,Normal,Water,175
13,Fighting,Poison,Rock,Water,176
13,Electric,Normal,Rock,Water,177
13,Fire,Ground,Ice,Rock,178
13,Electric,Fire,Ground,Ice,179
13,Electric,Fighting,Normal,Rock,180
13,Electric,Ice,Poison,Rock,181
13,Fire,Normal,Poison,Water,182
13,Electric,Ice,Normal,Poison,183
13,Electric,Fighting,Ground,Water,184
13,Fire,Ice,Poison,Water,185
13,Fighting,Fire,Ice,Rock,186
13,Fighting,Fire,Poison,Water,187
13,Electric,Fighting,Poison,Water,188
13,Fighting,Ground,Ice,Normal,189
13,Fire,Ice,Normal,Poison,190
13,Electric,Fighting,Fire,Normal,191
13,Electric,Poison,Rock,Water,192
13,Electric,Normal,Poison,Rock,193
13,Electric,Fire,Ice,Rock,194
13,Electric,Fire,Poison,Water,195
13,Ground,Normal,Poison,Rock,196
13,Electric,Ground,Ice,Normal,197
13,Fire,Poison,Rock,Water,198
13,Electric,Fighting,Ground,Poison,199
13,Electric,Fighting,Fire,Water,200
13,Fighting,Ground,Ice,Water,201
13,Fighting,Ground,Rock,Water,202
13,Fighting,Ground,Normal,Water,203
13,Ground,Ice,Rock,Water,204
13,Ice,Normal,Poison,Water,205
13,Electric,Ground,Ice,Water,206
13,Fighting,Fire,Ground,Ice,207
13,Ground,Ice,Normal,Water,208
13,Electric,Fighting,Ground,Ice,209
13,Electric,Ground,Rock,Water,210
13,Fighting,Fire,Rock,Water,211
13,Electric,Ground,Normal,Rock,212
13,Fighting,Fire,Normal,Water,213
13,Fighting,Ground,Ice,Poison,214
13,Electric,Fighting,Fire,Poison,215
13,Electric,Fire,Rock,Water,216
13,Electric,Fighting,Ground,Rock,217
13,Fighting,Fire,Ground,Rock,218
13,Fighting,Ice,Rock,Water,219
13,Fire,Ground,Poison,Water,220
13,Fighting,Ice,Normal,Water,221
13,Fighting,Ground,Poison,Rock,222
13,Ice,Poison,Rock,Water,223
13,Ground,Normal,Rock,Water,224
13,Fighting,Ground,Normal,Poison,225
13,Electric,Ground,Ice,Poison,226
13,Ground,Ice,Poison,Rock,227
13,Electric,Fire,Ground,Rock,228
13,Ground,Ice,Normal,Poison,229
13,Electric,Fighting,Fire,Ice,230
13,Electric,Ground,Poison,Rock,231
13,Fire,Ground,Ice,Normal,232
13,Ice,Normal,Rock,Water,233
13,Fighting,Fire,Normal,Poison,234
13,Electric,Fighting,Ice,Normal,235
13,Fighting,Fire,Ice,Normal,236
13,Fighting,Ice,Poison,Rock,237
13,Fighting,Normal,Poison,Rock,238
13,Electric,Ice,Normal,Rock,239
13,Fighting,Ice,Normal,Poison,240
13,Fire,Ground,Normal,Water,241
13,Fire,Normal,Rock,Water,242
13,Fire,Ice,Rock,Water,243
13,Electric,Fire,Ice,Normal,244
13,Electric,Fighting,Normal,Water,245
13,Electric,Ice,Poison,Water,246
13,Electric,Fighting,Ice,Water,247
13,Fire,Ice,Normal,Rock,248
13,Electric,Fire,Normal,Water,249
13,Fighting,Normal,Rock,Water,250
13,Electric,Normal,Poison,Water,251
13,Fire,Normal,Poison,Rock,252
13,Electric,Fire,Ice,Water,253
13,Fire,Ground,Normal,Poison,254
13,Fire,Ice,Poison,Rock,255
13,Fighting,Fire,Poison,Rock,256
13,Ground,Normal,Poison,Water,257
13,Electric,Fighting,Poison,Rock,258
13,Normal,Poison,Rock,Water,259
13,Electric,Fighting,Normal,Poison,260
13,Electric,Fighting,Ice,Poison,261
13,Electric,Fire,Poison,Rock,262
13,Electric,Fire,Normal,Poison,263
13,Fighting,Fire,Ground,Normal,264
13,Electric,Fighting,Ground,Normal,265
13,Fighting,Ground,Ice,Rock,266
13,Electric,Fighting,Fire,Rock,267
13,Fire,Ground,Rock,Water,268
13,Electric,Ground,Normal,Water,269
13,Fire,Ground,Normal,Rock,270
13,Electric,Fighting,Rock,Water,271
14,Electric,Fire,Ice,Normal,272
14,Electric,Ice,Psychic,Water,273
14,Electric,Fire,Ice,Psychic,274
14,Fire,Ice,Psychic,Water,275
14,Electric,Fire,Normal,Water,276
14,Electric,Fire,Ice,Water,277
14,Electric,Normal,Psychic,Water,278
14,Fire,Normal,Psychic,Water,279
14,Electric,Ice,Normal,Psychic,280
14,Fire,Ice,Normal,Psychic,281
14,Electric,Fire,Psychic,Water,282
14,Electric,Ice,Normal,Water,283
14,Ice,Normal,Psychic,Water,284
14,Fire,Ice,Normal,Water,285
14,Electric,Fire,Normal,Psychic,286
15,Fire,Ground,Normal,none,287
16,Electric,Fire,Ice,Normal,288
16,Electric,Ice,Psychic,Water,289
16,Electric,Fire,Ice,Psychic,290
16,Fire,Ice,Psychic,Water,291
16,Electric,Fire,Normal,Water,292
16,Electric,Fire,Ice,Water,293
16,Electric,Normal,Psychic,Water,294
16,Fire,Normal,Psychic,Water,295
16,Electric,Ice,Normal,Psychic,296
16,Fire,Ice,Normal,Psychic,297
16,Electric,Fire,Psychic,Water,298
16,Electric,Ice,Normal,Water,299
16,Ice,Normal,Psychic,Water,300
16,Fire,Ice,Normal,Water,301
16,Electric,Fire,Normal,Psychic,302
17,Bug,Flying,Grass,Normal,303
18,Grass,Normal,Poison,none,304
19,Bug,Grass,Ground,Normal,305
20,Bug,Grass,Normal,Psychic,306
21,Ground,Normal,Rock,none,307
22,Electric,Normal,Water,none,308
23,Ground,Ice,Psychic,Water,309
23,Ground,Normal,Psychic,Water,310
23,Ground,Ice,Normal,Psychic,311
23,Ice,Normal,Psychic,Water,312
23,Ground,Ice,Normal,Water,313
24,Fighting,Ground,Normal,Rock,314
24,Electric,Ground,Normal,Rock,315
24,Electric,Fighting,Normal,Rock,316
24,Electric,Fighting,Ground,Rock,317
24,Electric,Fighting,Ground,Normal,318
25,Fire,Ground,Normal,none,319
26,Ground,Ice,Psychic,Water,320
26,Ground,Normal,Psychic,Water,321
26,Ground,Ice,Normal,Psychic,322
26,Ice,Normal,Psychic,Water,323
26,Ground,Ice,Normal,Water,324
27,Ground,Normal,Psychic,none,325
28,Fighting,Ground,Normal,Rock,326
28,Fighting,Fire,Ground,Rock,327
28,Fighting,Fire,Normal,Rock,328
28,Fighting,Fire,Ground,Normal,329
28,Fire,Ground,Normal,Rock,330
29,Grass,Normal,Poison,none,331
30,Grass,Ice,Normal,Water,332
30,Ice,Normal,Poison,Water,333
30,Grass,Normal,Poison,Water,334
30,Grass,Ice,Normal,Poison,335
30,Grass,Ice,Poison,Water,336
31,Fire,Ground,Normal,Rock,337
32,Fire,Normal,none,none,338
33,Fire,Ground,Ice,Water,339
33,Fire,Ground,Psychic,Water,340
33,Fire,Ice,Psychic,Water,341
33,Ground,Ice,Psychic,Water,342
33,Fire,Normal,Psychic,Water,343
33,Fire,Ground,Normal,Psychic,344
33,Fire,Ground,Ice,Normal,345
33,Fire,Ice,Normal,Psychic,346
33,Ground,Normal,Psychic,Water,347
33,Ground,Ice,Normal,Psychic,348
33,Fire,Ground,Ice,Psychic,349
33,Fire,Ground,Normal,Water,350
33,Ice,Normal,Psychic,Water,351
33,Fire,Ice,Normal,Water,352
33,Ground,Ice,Normal,Water,353
34,Electric,Normal,none,none,354
35,Flying,Normal,none,none,355
36,Flying,Normal,none,none,356
37,Ice,Normal,Water,none,357
38,Electric,Fire,Grass,Normal,358
38,Electric,Grass,Normal,Poison,359
38,Fire,Grass,Normal,Poison,360
38,Electric,Fire,Normal,Poison,361
38,Electric,Fire,Grass,Poison,362
39,Ice,Normal,Water,none,363
40,Ghost,Grass,Normal,Psychic,364
40,Electric,Ghost,Normal,Psychic,365
40,Electric,Ghost,Grass,Normal,366
40,Electric,Grass,Normal,Psychic,367
40,Electric,Ghost,Grass,Psychic,368
41,Ground,Normal,Rock,none,369
42,Normal,Psychic,none,none,370
43,Ice,Normal,Water,none,371
44,Electric,Normal,none,none,372
45,Grass,Normal,Psychic,none,373
46,Fire,Ground,Ice,Water,374
46,Fire,Ground,Ice,Normal,375
46,Fire,Ground,Normal,Water,376
46,Fire,Ice,Normal,Water,377
46,Ground,Ice,Normal,Water,378
47,Fighting,Normal,none,none,379
48,Electric,Fire,Ice,Normal,380
49,Fire,Ground,Ice,Water,381
49,Electric,Fire,Ice,Normal,382
49,Electric,Fire,Ground,Normal,383
49,Electric,Fire,Ground,Ice,384
49,Electric,Fire,Normal,Water,385
49,Electric,Fire,Ice,Water,386
49,Electric,Fire,Ground,Water,387
49,Electric,Ground,Ice,Normal,388
49,Fire,Ground,Ice,Normal,389
49,Electric,Ice,Normal,Water,390
49,Fire,Ground,Normal,Water,391
49,Fire,Ice,Normal,Water,392
49,Electric,Ground,Normal,Water,393
49,Electric,Ground,Ice,Water,394
49,Ground,Ice,Normal,Water,395
50,Electric,Fire,Normal,Poison,396
51,Fire,Ground,Ice,Water,397
51,Electric,Fire,Ground,Normal,398
51,Electric,Ground,Ice,Rock,399
51,Ground,Ice,Normal,Rock,400
51,Electric,Fire,Normal,Rock,401
51,Electric,Fire,Ground,Water,402
51,Electric,Ice,Rock,Water,403
51,Electric,Ice,Normal,Water,404
51,Fire,Ice,Normal,Water,405
51,Electric,Normal,Rock,Water,406
51,Fire,Ground,Ice,Rock,407
51,Electric,Fire,Ground,Ice,408
51,Electric,Fire,Ice,Rock,409
51,Electric,Ground,Ice,Normal,410
51,Ground,Ice,Rock,Water,411
51,Electric,Ground,Ice,Water,412
51,Ground,Ice,Normal,Water,413
51,Electric,Ground,Rock,Water,414
51,Electric,Ground,Normal,Rock,415
51,Electric,Fire,Rock,Water,416
51,Ground,Normal,Rock,Water,417
51,Electric,Fire,Ground,Rock,418
51,Fire,Ground,Ice,Normal,419
51,Ice,Normal,Rock,Water,420
51,Electric,Ice,Normal,Rock,421
51,Fire,Ground,Normal,Water,422
51,Fire,Normal,Rock,Water,423
51,Fire,Ice,Rock,Water,424
51,Electric,Fire,Ice,Normal,425
51,Fire,Ice,Normal,Rock,426
51,Electric,Fire,Normal,Water,427
51,Electric,Fire,Ice,Water,428
51,Fire,Ground,Rock,Water,429
51,Electric,Ground,Normal,Water,430
51,Fire,Ground,Normal,Rock,431
52,Electric,Fire,Ice,Normal,432
52,Electric,Ice,Psychic,Water,433
52,Electric,Fire,Ice,Psychic,434
52,Fire,Ice,Psychic,Water,435
52,Electric,Fire,Normal,Water,436
52,Electric,Fire,Ice,Water,437
52,Electric,Normal,Psychic,Water,438
52,Fire,Normal,Psychic,Water,439
52,Electric,Ice,Normal,Psychic,440
52,Fire,Ice,Normal,Psychic,441
52,Electric,Fire,Psychic,Water,442
52,Electric,Ice,Normal,Water,443
52,Ice,Normal,Psychic,Water,444
52,Fire,Ice,Normal,Water,445
52,Electric,Fire,Normal,Psychic,446
53,Grass,Normal,none,none,447
54,Fire,Ground,Ice,Water,448
54,Electric,Fire,Ground,Normal,449
54,Electric,Ground,Ice,Rock,450
54,Ground,Ice,Normal,Rock,451
54,Electric,Fire,Normal,Rock,452
54,Electric,Fire,Ground,Water,453
54,Electric,Ice,Rock,Water,454
54,Electric,Ice,Normal,Water,455
54,Fire,Ice,Normal,Water,456
54,Electric,Normal,Rock,Water,457
54,Fire,Ground,Ice,Rock,458
54,Electric,Fire,Ground,Ice,459
54,Electric,Fire,Ice,Rock,460
54,Electric,Ground,Ice,Normal,461
54,Ground,Ice,Rock,Water,462
54,Electric,Ground,Ice,Water,463
54,Ground,Ice,Normal,Water,464
54,Electric,Ground,Rock,Water,465
54,Electric,Ground,Normal,Rock,466
54,Electric,Fire,Rock,Water,467
54,Ground,Normal,Rock,Water,468
54,Electric,Fire,Ground,Rock,469
54,Fire,Ground,Ice,Normal,470
54,Ice,Normal,Rock,Water,471
54,Electric,Ice,Normal,Rock,472
54,Fire,Ground,Normal,Water,473
54,Fire,Normal,Rock,Water,474
54,Fire,Ice,Rock,Water,475
54,Electric,Fire,Ice,Normal,476
54,Fire,Ice,Normal,Rock,477
54,Electric,Fire,Normal,Water,478
54,Electric,Fire,Ice,Water,479
54,Fire,Ground,Rock,Water,480
54,Electric,Ground,Normal,Water,481
54,Fire,Ground,Normal,Rock,482
55,Ice,Normal,Water,none,483
56,Flying,Ice,Normal,Water,484
57,Electric,Ice,Psychic,Water,485
57,Electric,Normal,Psychic,Water,486
57,Electric,Ice,Normal,Psychic,487
57,Electric,Ice,Normal,Water,488
57,Ice,Normal,Psychic,Water,489
58,Electric,Normal,Psychic,none,490
59,Flying,Normal,none,none,491
60,Ghost,Ice,Normal,Water,492
60,Ghost,Normal,Psychic,Water,493
60,Ghost,Ice,Psychic,Water,494
60,Ghost,Ice,Normal,Psychic,495
60,Ice,Normal,Psychic,Water,496
61,Electric,Normal,Psychic,none,497
62,Fire,Normal,Poison,Psychic,498
63,Normal,none,none,none,499
64,Electric,Fire,Ice,Normal,500
64,Electric,Fire,Ground,Normal,501
64,Electric,Fire,Ground,Ice,502
64,Electric,Ground,Ice,Normal,503
64,Fire,Ground,Ice,Normal,504
65,Electric,Fire,Ice,Normal,505
65,Electric,Fire,Normal,Water,506
65,Electric,Fire,Ice,Water,507
65,Electric,Ice,Normal,Water,508
65,Fire,Ice,Normal,Water,509
66,Electric,Ice,Psychic,Water,510
66,Electric,Normal,Psychic,Water,511
66,Electric,Ice,Normal,Psychic,512
66,Electric,Ice,Normal,Water,513
66,Ice,Normal,Psychic,Water,514
67,Normal,none,none,none,515
68,Ice,Normal,Water,none,516
69,Bug,Electric,Fighting,Normal,517
70,Fire,Normal,Poison,none,518
71,Electric,Ice,Normal,Psychic,519
72,Ice,Normal,Water,none,520
73,Grass,Ice,Normal,Water,521
74,Fire,Flying,Normal,none,522
75,Fire,Ground,Ice,Water,523
75,Fire,Psychic,Rock,Water,524
75,Electric,Fire,Ground,Normal,525
75,Electric,Ground,Ice,Rock,526
75,Ground,Ice,Normal,Rock,527
75,Fire,Ice,Psychic,Water,528
75,Electric,Ground,Psychic,Water,529
75,Fire,Ground,Psychic,Rock,530
75,Electric,Fire,Normal,Rock,531
75,Electric,Fire,Ground,Water,532
75,Electric,Normal,Psychic,Rock,533
75,Fire,Normal,Psychic,Rock,534
75,Electric,Ice,Rock,Water,535
75,Ground,Normal,Psychic,Water,536
75,Electric,Ice,Normal,Water,537
75,Fire,Ground,Ice,Psychic,538
75,Ice,Psychic,Rock,Water,539
75,Ice,Normal,Psychic,Water,540
75,Fire,Ice,Normal,Water,541
75,Electric,Ice,Psychic,Water,542
75,Electric,Normal,Rock,Water,543
75,Fire,Ground,Ice,Rock,544
75,Electric,Fire,Ice,Psychic,545
75,Electric,Fire,Ground,Ice,546
75,Electric,Ice,Normal,Psychic,547
75,Electric,Fire,Ice,Rock,548
75,Electric,Ground,Ice,Normal,549
75,Fire,Ice,Normal,Psychic,550
75,Electric,Fire,Psychic,Water,551
75,Electric,Ground,Normal,Psychic,552
75,Ground,Normal,Psychic,Rock,553
75,Ground,Ice,Rock,Water,554
75,Electric,Ground,Ice,Water,555
75,Ground,Ice,Normal,Water,556
75,Electric,Ground,Rock,Water,557
75,Electric,Ground,Normal,Rock,558
75,Electric,Ice,Psychic,Rock,559
75,Electric,Fire,Ground,Psychic,560
75,Fire,Ground,Psychic,Water,561
75,Electric,Fire,Rock,Water,562
75,Fire,Ice,Psychic,Rock,563
75,Fire,Normal,Psychic,Water,564
75,Ground,Ice,Psychic,Water,565
75,Ground,Normal,Rock,Water,566
75,Ground,Psychic,Rock,Water,567
75,Electric,Ground,Psychic,Rock,568
75,Electric,Fire,Ground,Rock,569
75,Fire,Ground,Ice,Normal,570
75,Ice,Normal,Rock,Water,571
75,Electric,Ground,Ice,Psychic,572
75,Ground,Ice,Normal,Psychic,573
75,Normal,Psychic,Rock,Water,574
75,Electric,Ice,Normal,Rock,575
75,Fire,Ground,Normal,Water,576
75,Fire,Normal,Rock,Water,577
75,Fire,Ice,Rock,Water,578
75,Electric,Fire,Ice,Normal,579
75,Ice,Normal,Psychic,Rock,580
75,Fire,Ice,Normal,Rock,581
75,Electric,Fire,Normal,Water,582
75,Electric,Fire,Ice,Water,583
75,Electric,Normal,Psychic,Water,584
75,Ground,Ice,Psychic,Rock,585
75,Fire,Ground,Normal,Psychic,586
75,Electric,Fire,Psychic,Rock,587
75,Electric,Psychic,Rock,Water,588
75,Fire,Ground,Rock,Water,589
75,Electric,Ground,Normal,Water,590
75,Fire,Ground,Normal,Rock,591
75,Electric,Fire,Normal,Psychic,592
76,Flying,Ice,Normal,Water,593
77,Electric,Flying,Normal,none,594
78,Fire,Flying,Normal,none,595
79,Electric,Fire,Ice,Normal,596
79,Electric,Fire,Normal,Water,597
79,Electric,Fire,Ice,Water,598
79,Electric,Ice,Normal,Water,599
79,Fire,Ice,Normal,Water,600
80,Electric,Fire,Ice,Normal,601
80,Electric,Ice,Psychic,Water,602
80,Electric,Fire,Ice,Psychic,603
80,Fire,Ice,Psychic,Water,604
80,Electric,Fire,Normal,Water,605
80,Electric,Fire,Ice,Water,606
80,Electric,Normal,Psychic,Water,607
80,Fire,Normal,Psychic,Water,608
80,Electric,Ice,Normal,Psychic,609
80,Fire,Ice,Normal,Psychic,610
80,Electric,Fire,Psychic,Water,611
80,Electric,Ice,Normal,Water,612
80,Ice,Normal,Psychic,Water,613
80,Fire,Ice,Normal,Water,614
80,Electric,Fire,Normal,Psychic,615
81,Fire,Grass,Ground,Rock,616
81,Ground,Ice,Normal,Rock,617
81,Fire,Flying,Normal,Rock,618
81,Flying,Ground,Ice,Normal,619
81,Flying,Ground,Normal,Psychic,620
81,Electric,Fire,Normal,Rock,621
81,Electric,Grass,Ice,Normal,622
81,Electric,Fire,Ground,Water,623
81,Electric,Grass,Normal,Psychic,624
81,Flying,Grass,Ice,Water,625
81,Fire,Grass,Normal,Rock,626
81,Grass,Ground,Ice,Water,627
81,Electric,Fire,Ground,Ice,628
81,Fire,Flying,Ground,Water,629
81,Fire,Flying,Grass,Water,630
81,Electric,Ice,Normal,Psychic,631
81,Grass,Ice,Normal,Rock,632
81,Ground,Normal,Psychic,Rock,633
81,Fire,Grass,Ground,Water,634
81,Ground,Ice,Rock,Water,635
81,Ground,Ice,Normal,Water,636
81,Fire,Flying,Normal,Water,637
81,Electric,Ground,Rock,Water,638
81,Flying,Normal,Rock,Water,639
81,Fire,Flying,Ground,Ice,640
81,Electric,Fire,Ground,Psychic,641
81,Electric,Fire,Grass,Psychic,642
81,Electric,Fire,Flying,Grass,643
81,Electric,Ground,Psychic,Rock,644
81,Flying,Grass,Ground,Psychic,645
81,Flying,Grass,Ice,Psychic,646
81,Ice,Normal,Rock,Water,647
81,Electric,Fire,Flying,Rock,648
81,Electric,Ground,Ice,Psychic,649
81,Fire,Grass,Ground,Ice,650
81,Flying,Normal,Psychic,Rock,651
81,Fire,Flying,Ice,Normal,652
81,Electric,Ice,Normal,Rock,653
81,Fire,Grass,Normal,Water,654
81,Fire,Ground,Normal,Water,655
81,Flying,Ice,Rock,Water,656
81,Electric,Fire,Ice,Normal,657
81,Ice,Normal,Psychic,Rock,658
81,Electric,Flying,Rock,Water,659
81,Fire,Flying,Grass,Psychic,660
81,Flying,Ice,Psychic,Rock,661
81,Electric,Flying,Psychic,Rock,662
81,Ground,Ice,Psychic,Rock,663
81,Grass,Ice,Normal,Water,664
81,Electric,Grass,Rock,Water,665
81,Electric,Flying,Ground,Normal,666
81,Electric,Flying,Ice,Psychic,667
81,Electric,Flying,Grass,Normal,668
81,Electric,Grass,Normal,Water,669
81,Fire,Ground,Rock,Water,670
81,Flying,Grass,Ground,Rock,671
81,Electric,Fire,Normal,Psychic,672
81,Ground,Psychic,Rock,Water,673
81,Electric,Ground,Ice,Rock,674
81,Electric,Ground,Psychic,Water,675
81,Fire,Ground,Psychic,Rock,676
81,Electric,Normal,Psychic,Rock,677
81,Fire,Grass,Ice,Normal,678
81,Flying,Normal,Psychic,Water,679
81,Electric,Ice,Rock,Water,680
81,Fire,Grass,Normal,Psychic,681
81,Flying,Ground,Rock,Water,682
81,Electric,Ice,Normal,Water,683
81,Ice,Normal,Psychic,Water,684
81,Flying,Ground,Psychic,Rock,685
81,Electric,Flying,Ground,Rock,686
81,Electric,Flying,Ice,Rock,687
81,Fire,Ground,Ice,Rock,688
81,Electric,Grass,Psychic,Rock,689
81,Grass,Ground,Normal,Rock,690
81,Flying,Ice,Psychic,Water,691
81,Grass,Ice,Normal,Psychic,692
81,Electric,Flying,Psychic,Water,693
81,Electric,Grass,Ground,Normal,694
81,Electric,Fire,Grass,Water,695
81,Grass,Normal,Rock,Water,696
81,Fire,Ice,Normal,Psychic,697
81,Flying,Grass,Normal,Rock,698
81,Flying,Grass,Ground,Water,699
81,Electric,Ground,Ice,Water,700
81,Electric,Ice,Psychic,Rock,701
81,Fire,Ground,Psychic,Water,702
81,Electric,Fire,Grass,Ice,703
81,Electric,Fire,Rock,Water,704
