enc_id,trainer_name_enc,location_enc,pokemon_enc,level_enc,stage_enc,hp_enc,attack_enc,defense_enc,sp_attack_enc,sp_defense_enc,speed_enc,types_enc,exp_type_enc,exp_enc,move1_name_enc,move1_type_enc,move1_power_enc,move1_accuracy_enc,move1_crit_enc,move2_name_enc,move2_type_enc,move2_power_enc,move2_accuracy_enc,move2_crit_enc,move3_name_enc,move3_type_enc,move3_power_enc,move3_accuracy_enc,move3_crit_enc,move4_name_enc,move4_type_enc,move4_power_enc,move4_accuracy_enc,move4_crit_enc
67,Green1,cerulean_city,rattata,15,9,36,24,17,14,14,29,Normal,Medium Fast,3375,Hyper Fang,Normal,80,0.9,False,Quick Attack,Normal,40,1.0,False,Tackle,Normal,35,0.95,False,-,-,-,-,-
68,Green1,cerulean_city,pidgeotto,18,9,53,29,27,25,25,33,Flying/Normal,Medium Slow,3798,Quick Attack,Normal,40,1.0,False,Gust,Normal,40,1.0,False,-,-,-,-,-,-,-,-,-,-
69,Rocket,cerulean_city,drowzee,17,9,50,24,23,38,38,22,Psychic,Medium Fast,4913,Confusion,Psychic,50,1.0,False,Pound,Normal,40,1.0,False,-,-,-,-,-,-,-,-,-,-
70,Lass,route_24,pidgey,14,10,37,20,18,17,17,22,Flying/Normal,Medium Slow,1612,Quick Attack,Normal,40,1.0,False,Gust,Normal,40,1.0,False,-,-,-,-,-,-,-,-,-,-
71,Lass,route_24,nidoran_f,14,10,41,20,21,18,18,18,Poison,Medium Slow,1612,Poison Sting,Poison,15,1.0,False,Scratch,Normal,40,1.0,False,Tackle,Normal,35,0.95,False,-,-,-,-,-
72,Lass,route_24,pidgey,16,10,41,22,20,18,18,25,Flying/Normal,Medium Slow,2535,Quick Attack,Normal,40,1.0,False,Gust,Normal,40,1.0,False,-,-,-,-,-,-,-,-,-,-
73,Lass,route_24,nidoran_f,16,10,46,22,24,20,20,20,Poison,Medium Slow,2535,Poison Sting,Poison,15,1.0,False,Scratch,Normal,40,1.0,False,Tackle,Normal,35,0.95,False,-,-,-,-,-
74,Youngster,route_24,rattata,14,10,34,23,17,14,14,27,Normal,Medium Fast,2744,Hyper Fang,Normal,80,0.9,False,Quick Attack,Normal,40,1.0,False,Tackle,Normal,35,0.95,False,-,-,-,-,-
75,Youngster,route_24,ekans,14,10,36,24,19,18,18,22,Poison,Medium Fast,2744,Poison Sting,Poison,15,1.0,False,Wrap,Normal,15,0.85,False,-,-,-,-,-,-,-,-,-,-
76,Youngster,route_24,zubat,14,10,37,20,17,18,18,22,Flying/Poison,Medium Fast,2744,Leech Life,Bug,20,1.0,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
77,BugCatcher,route_24,caterpie,14,10,38,15,17,12,12,19,Bug,Medium Fast,2744,Tackle,Normal,35,0.95,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78,BugCatcher,route_24,weedle,14,10,37,17,15,12,12,21,Bug/Poison,Medium Fast,2744,Poison Sting,Poison,15,1.0,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
79,JrTrainerM,route_24,rattata,14,10,34,23,17,14,14,27,Normal,Medium Fast,2744,Hyper Fang,Normal,80,0.9,False,Quick Attack,Normal,40,1.0,False,Tackle,Normal,35,0.95,False,-,-,-,-,-
80,JrTrainerM,route_24,ekans,14,10,36,24,19,18,18,22,Poison,Medium Fast,2744,Poison Sting,Poison,15,1.0,False,Wrap,Normal,15,0.85,False,-,-,-,-,-,-,-,-,-,-
81,Rocket,route_24,ekans,15,10,37,25,20,19,19,23,Poison,Medium Fast,3375,Poison Sting,Poison,15,1.0,False,Wrap,Normal,15,0.85,False,-,-,-,-,-,-,-,-,-,-
82,Rocket,route_24,zubat,15,10,39,21,17,19,19,23,Flying/Poison,Medium Fast,3375,Bite,Normal,60,1.0,False,Leech Life,Bug,20,1.0,False,-,-,-,-,-,-,-,-,-,-
83,Swimmer,cerulean_gym,horsea,16,10,38,20,29,29,29,26,Water,Medium Fast,4096,Bubble,Water,20,1.0,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
84,Swimmer,cerulean_gym,shellder,16,10,38,28,39,21,21,20,Water,Slow,5120,Tackle,Normal,35,0.95,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
85,JrTrainerM,route_24,mankey,18,10,45,37,20,20,20,33,Fighting,Medium Fast,5832,Karate Chop,Normal,50,1.0,True,Low Kick,Fighting,50,0.9,False,Scratch,Normal,40,1.0,False,-,-,-,-,-
86,JrTrainerF,cerulean_gym,goldeen,19,10,49,33,30,27,27,31,Water,Medium Fast,6859,Peck,Flying,35,1.0,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
87,Misty,cerulean_gym,staryu,18,10,41,24,27,33,33,38,Water,Slow,7290,Water Gun,Water,40,1.0,False,Tackle,Normal,35,0.95,False,-,-,-,-,-,-,-,-,-,-
88,Misty,cerulean_gym,starmie,21,10,59,40,44,50,50,56,Psychic/Water,Slow,11576,Tackle,Normal,35,0.95,False,Water Gun,Water,40,1.0,False,-,-,-,-,-,-,-,-,-,-
89,Lass,route_25,oddish,13,11,36,20,21,26,26,14,Grass/Poison,Medium Slow,1261,Absorb,Grass,20,1.0,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
90,Lass,route_25,pidgey,13,11,35,19,17,16,16,21,Flying/Normal,Medium Slow,1261,Quick Attack,Normal,40,1.0,False,Gust,Normal,40,1.0,False,-,-,-,-,-,-,-,-,-,-
91,Lass,route_25,oddish,13,11,36,20,21,26,26,14,Grass/Poison,Medium Slow,1261,Absorb,Grass,20,1.0,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
92,Hiker,route_25,geodude,13,11,35,28,33,14,14,12,Ground/Rock,Medium Slow,1261,Tackle,Normal,35,0.95,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
93,Hiker,route_25,geodude,13,11,35,28,33,14,14,12,Ground/Rock,Medium Slow,1261,Tackle,Normal,35,0.95,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
94,Hiker,route_25,machop,13,11,43,28,20,16,16,16,Fighting,Medium Slow,1261,Karate Chop,Normal,50,1.0,True,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
95,Hiker,route_25,geodude,13,11,35,28,33,14,14,12,Ground/Rock,Medium Slow,1261,Tackle,Normal,35,0.95,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
96,Lass,route_25,nidoran_m,15,11,41,24,19,19,19,22,Poison,Medium Slow,2035,Poison Sting,Poison,15,1.0,False,Horn Attack,Normal,65,1.0,False,Tackle,Normal,35,0.95,False,-,-,-,-,-
97,Lass,route_25,nidoran_f,15,11,43,21,23,19,19,19,Poison,Medium Slow,2035,Poison Sting,Poison,15,1.0,False,Scratch,Normal,40,1.0,False,Tackle,Normal,35,0.95,False,-,-,-,-,-
98,Hiker,route_25,machop,15,11,48,31,22,17,17,17,Fighting,Medium Slow,2035,Karate Chop,Normal,50,1.0,True,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
99,Hiker,route_25,geodude,15,11,39,31,37,16,16,13,Ground/Rock,Medium Slow,2035,Tackle,Normal,35,0.95,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
100,JrTrainerF,route_6,pidgey,16,11,41,22,20,18,18,25,Flying/Normal,Medium Slow,2535,Quick Attack,Normal,40,1.0,False,Gust,Normal,40,1.0,False,-,-,-,-,-,-,-,-,-,-
101,JrTrainerF,route_6,pidgey,16,11,41,22,20,18,18,25,Flying/Normal,Medium Slow,2535,Quick Attack,Normal,40,1.0,False,Gust,Normal,40,1.0,False,-,-,-,-,-,-,-,-,-,-
102,JrTrainerF,route_6,pidgey,16,11,41,22,20,18,18,25,Flying/Normal,Medium Slow,2535,Quick Attack,Normal,40,1.0,False,Gust,Normal,40,1.0,False,-,-,-,-,-,-,-,-,-,-
103,Youngster,route_25,ekans,14,11,36,24,19,18,18,22,Poison,Medium Fast,2744,Poison Sting,Poison,15,1.0,False,Wrap,Normal,15,0.85,False,-,-,-,-,-,-,-,-,-,-
104,Youngster,route_25,sandshrew,14,11,40,28,31,15,15,18,Ground,Medium Fast,2744,Scratch,Normal,40,1.0,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
105,JrTrainerM,route_25,rattata,14,11,34,23,17,14,14,27,Normal,Medium Fast,2744,Hyper Fang,Normal,80,0.9,False,Quick Attack,Normal,40,1.0,False,Tackle,Normal,35,0.95,False,-,-,-,-,-
106,JrTrainerM,route_25,ekans,14,11,36,24,19,18,18,22,Poison,Medium Fast,2744,Poison Sting,Poison,15,1.0,False,Wrap,Normal,15,0.85,False,-,-,-,-,-,-,-,-,-,-
107,Youngster,route_25,rattata,15,11,36,24,17,14,14,29,Normal,Medium Fast,3375,Hyper Fang,Normal,80,0.9,False,Quick Attack,Normal,40,1.0,False,Tackle,Normal,35,0.95,False,-,-,-,-,-
108,Youngster,route_25,spearow,15,11,39,25,16,16,16,28,Flying/Normal,Medium Fast,3375,Fury Attack,Normal,45,0.85,False,Peck,Flying,35,1.0,False,-,-,-,-,-,-,-,-,-,-
109,BugCatcher,route_6,weedle,16,11,41,19,17,13,13,23,Bug/Poison,Medium Fast,4096,Poison Sting,Poison,15,1.0,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
110,BugCatcher,route_6,caterpie,16,11,42,17,18,13,13,21,Bug,Medium Fast,4096,Tackle,Normal,35,0.95,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
111,BugCatcher,route_6,weedle,16,11,41,19,17,13,13,23,Bug/Poison,Medium Fast,4096,Poison Sting,Poison,15,1.0,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
112,JrTrainerM,route_6,spearow,16,11,41,27,17,17,17,29,Flying/Normal,Medium Fast,4096,Fury Attack,Normal,45,0.85,False,Peck,Flying,35,1.0,False,-,-,-,-,-,-,-,-,-,-
113,JrTrainerM,route_6,raticate,16,11,46,33,26,23,23,38,Normal,Medium Fast,4096,Hyper Fang,Normal,80,0.9,False,Quick Attack,Normal,40,1.0,False,Tackle,Normal,35,0.95,False,-,-,-,-,-
114,JrTrainerF,route_6,rattata,16,11,38,25,18,15,15,30,Normal,Medium Fast,4096,Hyper Fang,Normal,80,0.9,False,Quick Attack,Normal,40,1.0,False,Tackle,Normal,35,0.95,False,-,-,-,-,-
115,JrTrainerF,route_6,pikachu,16,11,39,25,17,23,23,36,Electric,Medium Fast,4096,Quick Attack,Normal,40,1.0,False,ThunderShock,Electric,40,1.0,False,-,-,-,-,-,-,-,-,-,-
116,Youngster,route_25,slowpoke,17,11,60,30,29,21,21,12,Psychic/Water,Medium Fast,4913,Confusion,Psychic,50,1.0,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
117,Hiker,route_25,onix,17,11,41,23,62,17,17,31,Ground/Rock,Medium Fast,4913,Bind,Normal,15,0.75,False,Tackle,Normal,35,0.95,False,-,-,-,-,-,-,-,-,-,-
118,JrTrainerM,route_6,squirtle,20,11,50,27,34,28,28,25,Water,Medium Slow,5460,Water Gun,Water,40,1.0,False,Bubble,Water,20,1.0,False,Tackle,Normal,35,0.95,False,-,-,-,-,-
119,BugCatcher,route_6,butterfree,20,11,57,26,28,40,40,36,Bug/Flying,Medium Fast,8000,Confusion,Psychic,50,1.0,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
120,Sailor,ss_anne,machop,17,13,53,35,24,19,19,19,Fighting,Medium Slow,3120,Karate Chop,Normal,50,1.0,True,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
121,Youngster,route_11,nidoran_m,18,13,47,28,22,22,22,25,Poison,Medium Slow,3798,Poison Sting,Poison,15,1.0,False,Horn Attack,Normal,65,1.0,False,Tackle,Normal,35,0.95,False,-,-,-,-,-
122,Youngster,route_11,nidorino,18,13,52,34,28,27,27,31,Poison,Medium Slow,3798,Poison Sting,Poison,15,1.0,False,Horn Attack,Normal,65,1.0,False,Tackle,Normal,35,0.95,False,-,-,-,-,-
123,Lass,ss_anne,pidgey,18,13,45,24,22,20,20,28,Flying/Normal,Medium Slow,3798,Quick Attack,Normal,40,1.0,False,Gust,Normal,40,1.0,False,-,-,-,-,-,-,-,-,-,-
124,Lass,ss_anne,nidoran_f,18,13,50,25,26,22,22,22,Poison,Medium Slow,3798,Poison Sting,Poison,15,1.0,False,Scratch,Normal,40,1.0,False,Tackle,Normal,35,0.95,False,-,-,-,-,-
125,Sailor,ss_anne,machop,18,13,56,37,25,20,20,20,Fighting,Medium Slow,3798,Karate Chop,Normal,50,1.0,True,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
126,Gambler,route_11,poliwag,18,13,45,26,22,22,22,40,Water,Medium Slow,3798,Bubble,Water,20,1.0,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
127,Gambler,route_11,bellsprout,18,13,48,35,20,33,33,22,Grass/Poison,Medium Slow,3798,Wrap,Normal,15,0.85,False,Vine Whip,Grass,35,1.0,False,-,-,-,-,-,-,-,-,-,-
128,Gambler,route_11,oddish,18,13,47,26,27,34,34,18,Grass/Poison,Medium Slow,3798,Absorb,Grass,20,1.0,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
129,Green2,ss_anne,kadabra,18,13,45,20,18,51,51,45,Psychic,Medium Slow,3798,Confusion,Psychic,50,1.0,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
130,Green2,ss_anne,raticate,16,13,46,33,26,23,23,38,Normal,Medium Fast,4096,Hyper Fang,Normal,80,0.9,False,Quick Attack,Normal,40,1.0,False,Tackle,Normal,35,0.95,False,-,-,-,-,-
131,Gentleman,ss_anne,nidoran_m,19,13,49,30,23,23,23,27,Poison,Medium Slow,4575,Poison Sting,Poison,15,1.0,False,Horn Attack,Normal,65,1.0,False,Tackle,Normal,35,0.95,False,-,-,-,-,-
132,Gentleman,ss_anne,nidoran_f,19,13,52,26,27,23,23,23,Poison,Medium Slow,4575,Poison Sting,Poison,15,1.0,False,Scratch,Normal,40,1.0,False,Tackle,Normal,35,0.95,False,-,-,-,-,-
133,Green2,ss_anne,pidgeotto,19,13,55,31,28,27,27,35,Flying/Normal,Medium Slow,4575,Quick Attack,Normal,40,1.0,False,Gust,Normal,40,1.0,False,-,-,-,-,-,-,-,-,-,-
