pokemon,move_level,move_name,move_type,power,accuracy,crit,move_stage
Squirtle,23.0,Rapid spin,Normal,20,1.0,False,
Squirtle,47.0,Hydro pump,Water,120,0.8,False,
Squirtle,,Surf,Water,95,1.0,False,17.0
Squirtle,,Strength,Normal,80,1.0,False,
Squirtle,,Whirlpool,Water,15,0.7,False,27.0
Squirtle,,Waterfall,Water,80,1.0,False,36.0
Squirtle,,Dynamicpunch,Fighting,100,0.5,False,
Squirtle,,Headbutt,Normal,70,1.0,False,10.0
Squirtle,,Rollout,Rock,30,0.9,False,13.0
Squirtle,,Rock smash,Fighting,20,1.0,False,12.0
Squirtle,,Hidden power,Normal,60,1.0,False,29.0
Squirtle,,Blizzard,Ice,120,0.7,False,12.0
Squirtle,,Icy wind,Ice,55,0.95,False,27.0
Squirtle,,Iron tail,Steel,100,0.75,False,20.0
Squirtle,,Return,Normal,102,1.0,False,12.0
Squirtle,,Dig,Ground,60,1.0,False,14.0
Squirtle,,Mud-slap,Ground,20,1.0,False,5.0
Squirtle,,Ice punch,Ice,75,1.0,False,12.0
Wartortle,1.0,Bubble,Water,20,1.0,False,
Wartortle,1.0,Tackle,Normal,35,0.95,False,
Wartortle,13.0,Water gun,Water,40,1.0,False,
Wartortle,19.0,Bite,Dark,60,1.0,False,
Wartortle,25.0,Rapid spin,Normal,20,1.0,False,
Wartortle,53.0,Hydro pump,Water,120,0.8,False,
Wartortle,,Surf,Water,95,1.0,False,17.0
Wartortle,,Strength,Normal,80,1.0,False,
Wartortle,,Whirlpool,Water,15,0.7,False,27.0
Wartortle,,Waterfall,Water,80,1.0,False,36.0
Wartortle,,Dynamicpunch,Fighting,100,0.5,False,
Wartortle,,Headbutt,Normal,70,1.0,False,10.0
Wartortle,,Rollout,Rock,30,0.9,False,13.0
Wartortle,,Rock smash,Fighting,20,1.0,False,12.0
Wartortle,,Hidden power,Normal,60,1.0,False,29.0
Wartortle,,Blizzard,Ice,120,0.7,False,12.0
Wartortle,,Icy wind,Ice,55,0.95,False,27.0
Wartortle,,Iron tail,Steel,100,0.75,False,20.0
Wartortle,,Return,Normal,102,1.0,False,12.0
Wartortle,,Dig,Ground,60,1.0,False,14.0
Wartortle,,Mud-slap,Ground,20,1.0,False,5.0
Wartortle,,Ice punch,Ice,75,1.0,False,12.0
Blastoise,1.0,Bubble,Water,20,1.0,False,
Blastoise,1.0,Tackle,Normal,35,0.95,False,
Blastoise,13.0,Water gun,Water,40,1.0,False,
Blastoise,19.0,Bite,Dark,60,1.0,False,
Blastoise,25.0,Rapid spin,Normal,20,1.0,False,
Blastoise,68.0,Hydro pump,Water,120,0.8,False,
Blastoise,,Surf,Water,95,1.0,False,17.0
Blastoise,,Strength,Normal,80,1.0,False,
Blastoise,,Whirlpool,Water,15,0.7,False,27.0
Blastoise,,Waterfall,Water,80,1.0,False,36.0
Blastoise,,Dynamicpunch,Fighting,100,0.5,False,
Blastoise,,Headbutt,Normal,70,1.0,False,10.0
Blastoise,,Rollout,Rock,30,0.9,False,13.0
Blastoise,,Rock smash,Fighting,20,1.0,False,12.0
Blastoise,,Hidden power,Normal,60,1.0,False,29.0
Blastoise,,Blizzard,Ice,120,0.7,False,12.0
Blastoise,,Hyper beam,Normal,75,0.9,False,65.0
Blastoise,,Icy wind,Ice,55,0.95,False,27.0
Blastoise,,Iron tail,Steel,100,0.75,False,20.0
Blastoise,,Earthquake,Ground,100,1.0,False,47.0
Blastoise,,Return,Normal,102,1.0,False,12.0
Blastoise,,Dig,Ground,60,1.0,False,14.0
Blastoise,,Mud-slap,Ground,20,1.0,False,5.0
Blastoise,,Ice punch,Ice,75,1.0,False,12.0
Caterpie,1.0,Tackle,Normal,35,0.95,False,
Metapod,0.0,Struggle,Normal,1,1.0,False,
Butterfree,1.0,Confusion,Psychic,50,1.0,False,
Butterfree,12.0,Confusion,Psychic,50,1.0,False,
Butterfree,28.0,Gust,Flying,40,1.0,False,
Butterfree,34.0,Psybeam,Psychic,65,1.0,False,
Butterfree,,Hidden power,Normal,60,1.0,False,29.0
Butterfree,,Hyper beam,Normal,75,0.9,False,65.0
Butterfree,,Giga drain,Grass,60,1.0,False,65.0
Butterfree,,Return,Normal,102,1.0,False,12.0
Butterfree,,Psychic,Psychic,90,1.0,False,52.0
Butterfree,,Swift,Normal,60,1.0,False,7.0
Weedle,1.0,Poison sting,Poison,15,1.0,False,
Kakuna,0.0,Struggle,Normal,1,1.0,False,
Beedrill,1.0,Fury attack,Normal,45,0.85,False,
Beedrill,20.0,Twineedle,Bug,50,1.0,False,
Beedrill,25.0,Rage,Normal,20,1.0,False,
Beedrill,30.0,Pursuit,Dark,40,1.0,False,
Beedrill,35.0,Pin missile,Bug,42,0.85,False,
Beedrill,,Cut,Normal,50,0.95,False,10.0
Beedrill,,Hidden power,Normal,60,1.0,False,29.0
Beedrill,,Hyper beam,Normal,75,0.9,False,65.0
Beedrill,,Giga drain,Grass,60,1.0,False,65.0
Beedrill,,Return,Normal,102,1.0,False,12.0
Beedrill,,Sludge bomb,Poison,90,1.0,False,28.0
Beedrill,,Swift,Normal,60,1.0,False,7.0
Beedrill,,Fury cutter,Bug,10,0.95,False,9.0
Pidgey,1.0,Tackle,Normal,35,0.95,False,
Pidgey,9.0,Gust,Flying,40,1.0,False,
Pidgey,15.0,Quick attack,Normal,40,1.0,False,
Pidgey,29.0,Wing attack,Flying,60,1.0,False,
Pidgey,,Fly,Flying,70,0.95,False,23.0
Pidgey,,Hidden power,Normal,60,1.0,False,29.0
Pidgey,,Return,Normal,102,1.0,False,12.0
Pidgey,,Mud-slap,Ground,20,1.0,False,5.0
Pidgey,,Swift,Normal,60,1.0,False,7.0
Pidgey,,Thief,Dark,40,1.0,False,30.0
Pidgey,,Steel wing,Steel,70,0.9,False,
Pidgeotto,1.0,Gust,Flying,40,1.0,False,
Pidgeotto,1.0,Tackle,Normal,35,0.95,False,
Pidgeotto,15.0,Quick attack,Normal,40,1.0,False,
Pidgeotto,33.0,Wing attack,Flying,60,1.0,False,
Pidgeotto,,Fly,Flying,70,0.95,False,23.0
Pidgeotto,,Hidden power,Normal,60,1.0,False,29.0
Pidgeotto,,Return,Normal,102,1.0,False,12.0
Pidgeotto,,Mud-slap,Ground,20,1.0,False,5.0
Pidgeotto,,Swift,Normal,60,1.0,False,7.0
Pidgeotto,,Thief,Dark,40,1.0,False,30.0
Pidgeotto,,Steel wing,Steel,70,0.9,False,
Pidgeot,1.0,Gust,Flying,40,1.0,False,
Pidgeot,1.0,Quick attack,Normal,40,1.0,False,
Pidgeot,1.0,Tackle,Normal,35,0.95,False,
Pidgeot,33.0,Wing attack,Flying,60,1.0,False,
Pidgeot,,Fly,Flying,70,0.95,False,23.0
Pidgeot,,Hidden power,Normal,60,1.0,False,29.0
Pidgeot,,Hyper beam,Normal,75,0.9,False,65.0
Pidgeot,,Return,Normal,102,1.0,False,12.0
Pidgeot,,Mud-slap,Ground,20,1.0,False,5.0
Pidgeot,,Swift,Normal,60,1.0,False,7.0
Pidgeot,,Thief,Dark,40,1.0,False,30.0
Pidgeot,,Steel wing,Steel,70,0.9,False,
Rattata,1.0,Tackle,Normal,35,0.95,False,
Rattata,7.0,Quick attack,Normal,40,1.0,False,
Rattata,13.0,Hyper fang,Normal,80,0.9,False,
Rattata,27.0,Pursuit,Dark,40,1.0,False,
Rattata,,Headbutt,Normal,70,1.0,False,10.0
Rattata,,Rock smash,Fighting,20,1.0,False,12.0
Rattata,,Hidden power,Normal,60,1.0,False,29.0
Rattata,,Blizzard,Ice,120,0.7,False,12.0
Rattata,,Icy wind,Ice,55,0.95,False,27.0
Rattata,,Iron tail,Steel,100,0.75,False,20.0
Rattata,,Thunder,Electric,120,0.7,False,12.0
Rattata,,Return,Normal,102,1.0,False,12.0
Rattata,,Dig,Ground,60,1.0,False,14.0
Rattata,,Shadow ball,Ghost,80,1.0,False,17.0
Rattata,,Mud-slap,Ground,20,1.0,False,5.0
Rattata,,Swift,Normal,60,1.0,False,7.0
Rattata,,Thief,Dark,40,1.0,False,30.0
Raticate,1.0,Quick attack,Normal,40,1.0,False,
Raticate,1.0,Tackle,Normal,35,0.95,False,
Raticate,13.0,Hyper fang,Normal,80,0.9,False,
Raticate,30.0,Pursuit,Dark,40,1.0,False,
Raticate,,Cut,Normal,50,0.95,False,10.0
Raticate,,Strength,Normal,80,1.0,False,
Raticate,,Headbutt,Normal,70,1.0,False,10.0
Raticate,,Rock smash,Fighting,20,1.0,False,12.0
Raticate,,Hidden power,Normal,60,1.0,False,29.0
Raticate,,Blizzard,Ice,120,0.7,False,12.0
Raticate,,Hyper beam,Normal,75,0.9,False,65.0
Raticate,,Icy wind,Ice,55,0.95,False,27.0
Raticate,,Iron tail,Steel,100,0.75,False,20.0
Raticate,,Thunder,Electric,120,0.7,False,12.0
Raticate,,Return,Normal,102,1.0,False,12.0
Raticate,,Dig,Ground,60,1.0,False,14.0
Raticate,,Shadow ball,Ghost,80,1.0,False,17.0
Raticate,,Mud-slap,Ground,20,1.0,False,5.0
Raticate,,Swift,Normal,60,1.0,False,7.0
Raticate,,Thief,Dark,40,1.0,False,30.0
Spearow,1.0,Peck,Flying,35,1.0,False,
Spearow,13.0,Fury attack,Normal,45,0.85,False,
Spearow,25.0,Pursuit,Dark,40,1.0,False,
Spearow,37.0,Drill peck,Flying,80,1.0,False,
Spearow,,Fly,Flying,70,0.95,False,23.0
Spearow,,Hidden power,Normal,60,1.0,False,29.0
Spearow,,Return,Normal,102,1.0,False,12.0
Spearow,,Mud-slap,Ground,20,1.0,False,5.0
Spearow,,Swift,Normal,60,1.0,False,7.0
Spearow,,Thief,Dark,40,1.0,False,30.0
Spearow,,Steel wing,Steel,70,0.9,False,
Fearow,1.0,Fury attack,Normal,45,0.85,False,
Fearow,1.0,Peck,Flying,35,1.0,False,
Fearow,26.0,Pursuit,Dark,40,1.0,False,
Fearow,40.0,Drill peck,Flying,80,1.0,False,
Fearow,,Fly,Flying,70,0.95,False,23.0
Fearow,,Hidden power,Normal,60,1.0,False,29.0
Fearow,,Hyper beam,Normal,75,0.9,False,65.0
Fearow,,Return,Normal,102,1.0,False,12.0
Fearow,,Mud-slap,Ground,20,1.0,False,5.0
Fearow,,Swift,Normal,60,1.0,False,7.0
Fearow,,Thief,Dark,40,1.0,False,30.0
Fearow,,Steel wing,Steel,70,0.9,False,
Ekans,1.0,Wrap,Normal,15,0.85,False,
Ekans,9.0,Poison sting,Poison,15,1.0,False,
Ekans,15.0,Bite,Dark,60,1.0,False,
Ekans,37.0,Acid,Poison,40,1.0,False,
Ekans,,Strength,Normal,80,1.0,False,
Ekans,,Headbutt,Normal,70,1.0,False,10.0
Ekans,,Hidden power,Normal,60,1.0,False,29.0
Ekans,,Giga drain,Grass,60,1.0,False,65.0
Ekans,,Earthquake,Ground,100,1.0,False,47.0
Ekans,,Return,Normal,102,1.0,False,12.0
Ekans,,Dig,Ground,60,1.0,False,14.0
Ekans,,Sludge bomb,Poison,90,1.0,False,28.0
Ekans,,Thief,Dark,40,1.0,False,30.0
Arbok,1.0,Bite,Dark,60,1.0,False,
Arbok,1.0,Poison sting,Poison,15,1.0,False,
Arbok,1.0,Wrap,Normal,15,0.85,False,
Arbok,43.0,Acid,Poison,40,1.0,False,
Arbok,,Strength,Normal,80,1.0,False,
Arbok,,Headbutt,Normal,70,1.0,False,10.0
Arbok,,Hidden power,Normal,60,1.0,False,29.0
Arbok,,Hyper beam,Normal,75,0.9,False,65.0
Arbok,,Giga drain,Grass,60,1.0,False,65.0
Arbok,,Earthquake,Ground,100,1.0,False,47.0
Arbok,,Return,Normal,102,1.0,False,12.0
Arbok,,Dig,Ground,60,1.0,False,14.0
Arbok,,Sludge bomb,Poison,90,1.0,False,28.0
Arbok,,Thief,Dark,40,1.0,False,30.0
Pikachu,1.0,Thundershock,Electric,40,1.0,False,
Pikachu,11.0,Quick attack,Normal,40,1.0,False,
Pikachu,20.0,Slam,Normal,80,0.75,False,
Pikachu,26.0,Thunderbolt,Electric,95,1.0,False,
Pikachu,41.0,Thunder,Electric,120,0.7,False,12.0
Pikachu,,Strength,Normal,80,1.0,False,
Pikachu,,Dynamicpunch,Fighting,100,0.5,False,
Pikachu,,Headbutt,Normal,70,1.0,False,10.0
Pikachu,,Rollout,Rock,30,0.9,False,13.0
Pikachu,,Zap cannon,Electric,100,0.5,False,58.0
Pikachu,,Hidden power,Normal,60,1.0,False,29.0
Pikachu,,Iron tail,Steel,100,0.75,False,20.0
Pikachu,,Return,Normal,102,1.0,False,12.0
Pikachu,,Mud-slap,Ground,20,1.0,False,5.0
Pikachu,,Swift,Normal,60,1.0,False,7.0
Pikachu,,Thunderpunch,Electric,75,1.0,False,
Raichu,1.0,Quick attack,Normal,40,1.0,False,
Raichu,1.0,Thundershock,Electric,40,1.0,False,
Raichu,1.0,Thunderbolt,Electric,95,1.0,False,
Raichu,,Strength,Normal,80,1.0,False,
Raichu,,Dynamicpunch,Fighting,100,0.5,False,
Raichu,,Headbutt,Normal,70,1.0,False,10.0
Raichu,,Rollout,Rock,30,0.9,False,13.0
Raichu,,Zap cannon,Electric,100,0.5,False,58.0
Raichu,,Hidden power,Normal,60,1.0,False,29.0
Raichu,,Hyper beam,Normal,75,0.9,False,65.0
Raichu,,Iron tail,Steel,100,0.75,False,20.0
Raichu,,Thunder,Electric,120,0.7,False,12.0
Raichu,,Return,Normal,102,1.0,False,12.0
Raichu,,Mud-slap,Ground,20,1.0,False,5.0
Raichu,,Swift,Normal,60,1.0,False,7.0
Raichu,,Thunderpunch,Electric,75,1.0,False,
Raichu,,Thief,Dark,40,1.0,False,30.0
Sandshrew,1.0,Scratch,Normal,40,1.0,False,
Sandshrew,17.0,Poison sting,Poison,15,1.0,False,
Sandshrew,23.0,Slash,Normal,70,1.0,True,
Sandshrew,30.0,Swift,Normal,60,1.0,False,7.0
Sandshrew,37.0,Fury swipes,Normal,54,0.8,False,
Sandshrew,,Cut,Normal,50,0.95,False,10.0
Sandshrew,,Strength,Normal,80,1.0,False,
Sandshrew,,Dynamicpunch,Fighting,100,0.5,False,
Sandshrew,,Headbutt,Normal,70,1.0,False,10.0
Sandshrew,,Rollout,Rock,30,0.9,False,13.0
Sandshrew,,Rock smash,Fighting,20,1.0,False,12.0
Sandshrew,,Hidden power,Normal,60,1.0,False,29.0
Sandshrew,,Iron tail,Steel,100,0.75,False,20.0
Sandshrew,,Earthquake,Ground,100,1.0,False,47.0
Sandshrew,,Return,Normal,102,1.0,False,12.0
Sandshrew,,Dig,Ground,60,1.0,False,14.0
Sandshrew,,Mud-slap,Ground,20,1.0,False,5.0
Sandshrew,,Thief,Dark,40,1.0,False,30.0
Sandshrew,,Fury cutter,Bug,10,0.95,False,9.0
Sandslash,1.0,Scratch,Normal,40,1.0,False,
Sandslash,17.0,Poison sting,Poison,15,1.0,False,
Sandslash,24.0,Slash,Normal,70,1.0,True,
Sandslash,33.0,Swift,Normal,60,1.0,False,7.0
Sandslash,42.0,Fury swipes,Normal,54,0.8,False,
Sandslash,,Cut,Normal,50,0.95,False,10.0
Sandslash,,Strength,Normal,80,1.0,False,
Sandslash,,Dynamicpunch,Fighting,100,0.5,False,
Sandslash,,Headbutt,Normal,70,1.0,False,10.0
Sandslash,,Rollout,Rock,30,0.9,False,13.0
Sandslash,,Rock smash,Fighting,20,1.0,False,12.0
Sandslash,,Hidden power,Normal,60,1.0,False,29.0
Sandslash,,Hyper beam,Normal,75,0.9,False,65.0
Sandslash,,Iron tail,Steel,100,0.75,False,20.0
Sandslash,,Earthquake,Ground,100,1.0,False,47.0
Sandslash,,Return,Normal,102,1.0,False,12.0
Sandslash,,Dig,Ground,60,1.0,False,14.0
Sandslash,,Mud-slap,Ground,20,1.0,False,5.0
Sandslash,,Thief,Dark,40,1.0,False,30.0
Sandslash,,Fury cutter,Bug,10,0.95,False,9.0
Nidoran_f,1.0,Tackle,Normal,35,0.95,False,
Nidoran_f,8.0,Scratch,Normal,40,1.0,False,
Nidoran_f,12.0,Double kick,Fighting,60,1.0,False,
Nidoran_f,17.0,Poison sting,Poison,15,1.0,False,
Nidoran_f,30.0,Bite,Dark,60,1.0,False,
Nidoran_f,38.0,Fury swipes,Normal,54,0.8,False,
Nidoran_f,,Headbutt,Normal,70,1.0,False,10.0
Nidoran_f,,Hidden power,Normal,60,1.0,False,29.0
Nidoran_f,,Blizzard,Ice,120,0.7,False,12.0
Nidoran_f,,Iron tail,Steel,100,0.75,False,20.0
Nidoran_f,,Thunder,Electric,120,0.7,False,12.0
Nidoran_f,,Return,Normal,102,1.0,False,12.0
Nidoran_f,,Mud-slap,Ground,20,1.0,False,5.0
Nidoran_f,,Thief,Dark,40,1.0,False,30.0
Nidorina,1.0,Tackle,Normal,35,0.95,False,
Nidorina,8.0,Scratch,Normal,40,1.0,False,
Nidorina,12.0,Double kick,Fighting,60,1.0,False,
Nidorina,19.0,Poison sting,Poison,15,1.0,False,
Nidorina,36.0,Bite,Dark,60,1.0,False,
Nidorina,46.0,Fury swipes,Normal,54,0.8,False,
Nidorina,,Strength,Normal,80,1.0,False,
Nidorina,,Headbutt,Normal,70,1.0,False,10.0
Nidorina,,Rock smash,Fighting,20,1.0,False,12.0
Nidorina,,Hidden power,Normal,60,1.0,False,29.0
Nidorina,,Blizzard,Ice,120,0.7,False,12.0
Nidorina,,Iron tail,Steel,100,0.75,False,20.0
Nidorina,,Thunder,Electric,120,0.7,False,12.0
Nidorina,,Return,Normal,102,1.0,False,12.0
Nidorina,,Mud-slap,Ground,20,1.0,False,5.0
Nidorina,,Thief,Dark,40,1.0,False,30.0
Nidoqueen,1.0,Double kick,Fighting,60,1.0,False,
Nidoqueen,1.0,Scratch,Normal,40,1.0,False,
Nidoqueen,1.0,Tackle,Normal,35,0.95,False,
Nidoqueen,23.0,Body slam,Normal,85,1.0,False,
Nidoqueen,,Surf,Water,95,1.0,False,17.0
Nidoqueen,,Strength,Normal,80,1.0,False,
Nidoqueen,,Dynamicpunch,Fighting,100,0.5,False,
Nidoqueen,,Headbutt,Normal,70,1.0,False,10.0
Nidoqueen,,Rock smash,Fighting,20,1.0,False,12.0
Nidoqueen,,Hidden power,Normal,60,1.0,False,29.0
Nidoqueen,,Blizzard,Ice,120,0.7,False,12.0
Nidoqueen,,Hyper beam,Normal,75,0.9,False,65.0
Nidoqueen,,Icy wind,Ice,55,0.95,False,27.0
Nidoqueen,,Iron tail,Steel,100,0.75,False,20.0
Nidoqueen,,Thunder,Electric,120,0.7,False,12.0
Nidoqueen,,Earthquake,Ground,100,1.0,False,47.0
Nidoqueen,,Return,Normal,102,1.0,False,12.0
Nidoqueen,,Shadow ball,Ghost,80,1.0,False,17.0
Nidoqueen,,Mud-slap,Ground,20,1.0,False,5.0
Nidoqueen,,Ice punch,Ice,75,1.0,False,12.0
Nidoqueen,,Fire blast,Fire,120,0.85,False,12.0
Nidoqueen,,Thunderpunch,Electric,75,1.0,False,
Nidoqueen,,Thief,Dark,40,1.0,False,30.0
Nidoqueen,,Fire punch,Fire,75,1.0,False,12.0
Nidoqueen,,Fury cutter,Bug,10,0.95,False,9.0
Nidoran_m,1.0,Tackle,Normal,35,0.95,False,
Nidoran_m,8.0,Horn attack,Normal,65,1.0,False,
Nidoran_m,12.0,Double kick,Fighting,60,1.0,False,
Nidoran_m,17.0,Poison sting,Poison,15,1.0,False,
Nidoran_m,30.0,Fury attack,Normal,45,0.85,False,
Nidoran_m,,Headbutt,Normal,70,1.0,False,10.0
Nidoran_m,,Hidden power,Normal,60,1.0,False,29.0
Nidoran_m,,Blizzard,Ice,120,0.7,False,12.0
Nidoran_m,,Iron tail,Steel,100,0.75,False,20.0
Nidoran_m,,Thunder,Electric,120,0.7,False,12.0
Nidoran_m,,Return,Normal,102,1.0,False,12.0
Nidoran_m,,Mud-slap,Ground,20,1.0,False,5.0
Nidoran_m,,Thief,Dark,40,1.0,False,30.0
Nidorino,1.0,Tackle,Normal,35,0.95,False,
Nidorino,8.0,Horn attack,Normal,65,1.0,False,
Nidorino,12.0,Double kick,Fighting,60,1.0,False,
Nidorino,19.0,Poison sting,Poison,15,1.0,False,
Nidorino,36.0,Fury attack,Normal,45,0.85,False,
Nidorino,,Strength,Normal,80,1.0,False,
Nidorino,,Headbutt,Normal,70,1.0,False,10.0
Nidorino,,Rock smash,Fighting,20,1.0,False,12.0
Nidorino,,Hidden power,Normal,60,1.0,False,29.0
Nidorino,,Blizzard,Ice,120,0.7,False,12.0
Nidorino,,Iron tail,Steel,100,0.75,False,20.0
Nidorino,,Thunder,Electric,120,0.7,False,12.0
Nidorino,,Return,Normal,102,1.0,False,12.0
Nidorino,,Mud-slap,Ground,20,1.0,False,5.0
Nidorino,,Thief,Dark,40,1.0,False,30.0
Nidoking,1.0,Double kick,Fighting,60,1.0,False,
Nidoking,1.0,Horn attack,Normal,65,1.0,False,
Nidoking,1.0,Poison sting,Poison,15,1.0,False,
Nidoking,1.0,Tackle,Normal,35,0.95,False,
Nidoking,23.0,Thrash,Normal,90,1.0,False,
Nidoking,,Surf,Water,95,1.0,False,17.0
Nidoking,,Strength,Normal,80,1.0,False,
Nidoking,,Dynamicpunch,Fighting,100,0.5,False,
Nidoking,,Headbutt,Normal,70,1.0,False,10.0
Nidoking,,Rock smash,Fighting,20,1.0,False,12.0
Nidoking,,Hidden power,Normal,60,1.0,False,29.0
Nidoking,,Blizzard,Ice,120,0.7,False,12.0
Nidoking,,Hyper beam,Normal,75,0.9,False,65.0
Nidoking,,Icy wind,Ice,55,0.95,False,27.0
Nidoking,,Iron tail,Steel,100,0.75,False,20.0
Nidoking,,Thunder,Electric,120,0.7,False,12.0
Nidoking,,Earthquake,Ground,100,1.0,False,47.0
Nidoking,,Return,Normal,102,1.0,False,12.0
Nidoking,,Shadow ball,Ghost,80,1.0,False,17.0
Nidoking,,Mud-slap,Ground,20,1.0,False,5.0
