enc_id,trainer_name_enc,location_enc,pokemon_enc,level_enc,stage_enc,hp_enc,attack_enc,defense_enc,sp_attack_enc,sp_defense_enc,speed_enc,types_enc,exp_type_enc,exp_enc,move1_name_enc,move1_type_enc,move1_power_enc,move1_accuracy_enc,move1_crit_enc,move2_name_enc,move2_type_enc,move2_power_enc,move2_accuracy_enc,move2_crit_enc,move3_name_enc,move3_type_enc,move3_power_enc,move3_accuracy_enc,move3_crit_enc,move4_name_enc,move4_type_enc,move4_power_enc,move4_accuracy_enc,move4_crit_enc
50,Firebreather Bill,union_cave,koffing,6,7,21,13,17,13,11,10,Poison,Medium Fast,216,-,-,-,-,-,Tackle,Normal,35.0,0.95,False,-,-,-,-,-,-,-,-,-,-
51,Firebreather Bill,union_cave,koffing,6,7,21,13,17,13,11,10,Poison,Medium Fast,216,-,-,-,-,-,Tackle,Normal,35.0,0.95,False,-,-,-,-,-,-,-,-,-,-
52,Hiker Russel,union_cave,geodude,8,7,24,19,22,11,11,9,Ground/Rock,Medium Slow,314,Tackle,Normal,35.0,0.95,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
53,Firebreather Ray,union_cave,vulpix,9,7,27,14,13,15,18,18,Fire,Medium Fast,729,Ember,Fire,40.0,1.0,False,-,-,-,-,-,Quick Attack,Normal,40.0,1.0,False,-,-,-,-,-
54,Pokemaniac Larry,union_cave,slowpoke,10,7,39,19,19,14,14,9,Psychic/Water,Medium Fast,1000,-,-,-,-,-,Tackle,Normal,35.0,0.95,False,-,-,-,-,-,-,-,-,-,-
55,Hiker Daniel,union_cave,onix,11,7,28,17,41,13,16,22,Ground/Rock,Medium Fast,1331,Tackle,Normal,35.0,0.95,False,-,-,-,-,-,Bind,Normal,15.0,0.75,False,-,-,-,-,-
56,Hiker Anthony,route_33,geodude,11,8,29,24,28,13,13,11,Ground/Rock,Medium Slow,742,Tackle,Normal,35.0,0.95,False,-,-,-,-,-,Rock Throw,Rock,50.0,0.9,False,-,-,-,-,-
57,Hiker Anthony,route_33,machop,11,8,36,24,17,14,14,14,Fighting,Medium Slow,742,Low Kick,Fighting,50.0,0.9,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
58,Rocket Grunt 3,slowpoke_well,rattata,7,9,22,14,11,9,11,16,Normal,Medium Fast,343,Tackle,Normal,35.0,0.95,False,-,-,-,-,-,Quick Attack,Normal,40.0,1.0,False,-,-,-,-,-
59,Bug Catcher Benny,azalea_town_gym,weedle,7,9,23,11,10,8,8,13,Bug/Poison,Medium Fast,343,Poison Sting,Poison,15.0,1.0,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
60,Rocket Grunt 1,slowpoke_well,rattata,9,9,25,17,12,10,12,19,Normal,Medium Fast,729,Tackle,Normal,35.0,0.95,False,-,-,-,-,-,Quick Attack,Normal,40.0,1.0,False,-,-,-,-,-
61,Rocket Grunt 1,slowpoke_well,rattata,9,9,25,17,12,10,12,19,Normal,Medium Fast,729,Tackle,Normal,35.0,0.95,False,-,-,-,-,-,Quick Attack,Normal,40.0,1.0,False,-,-,-,-,-
62,Rocket Grunt 2,slowpoke_well,zubat,9,9,27,14,13,11,13,16,Flying/Poison,Medium Fast,729,Leech Life,Bug,20.0,1.0,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
63,Rocket Grunt 3,slowpoke_well,zubat,9,9,27,15,12,11,13,16,Flying/Poison,Medium Fast,729,Leech Life,Bug,20.0,1.0,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
64,Rocket Grunt 3,slowpoke_well,zubat,9,9,27,15,12,11,13,16,Flying/Poison,Medium Fast,729,Leech Life,Bug,20.0,1.0,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
65,Bug Catcher Benny,azalea_town_gym,kakuna,9,9,28,11,15,10,10,12,Bug/Poison,Medium Fast,729,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
66,Twins Amy  May,azalea_town_gym,spinarak,10,9,28,18,14,14,14,13,Bug/Poison,Fast,800,Poison Sting,Poison,15.0,1.0,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
67,Twins Amy  May,azalea_town_gym,ledyba,10,9,28,10,12,14,6,18,Bug/Flying,Fast,800,Tackle,Normal,35.0,0.95,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
68,Rival Silver,azalea_town,gastly,12,9,32,16,15,32,16,27,Ghost/Poison,Medium Slow,973,-,-,-,-,-,Lick,Ghost,20.0,1.0,False,-,-,-,-,-,-,-,-,-,-
69,Rocket Grunt 2,slowpoke_well,ekans,11,9,30,19,17,15,18,19,Poison,Medium Fast,1331,Wrap,Normal,15.0,0.85,False,-,-,-,-,-,Poison Sting,Poison,15.0,1.0,False,-,-,-,-,-
70,Bug Catcher Al,azalea_town_gym,caterpie,12,9,34,14,15,11,11,17,Bug,Medium Fast,1728,Tackle,Normal,35.0,0.95,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
71,Bug Catcher Al,azalea_town_gym,weedle,12,9,33,15,14,11,11,18,Bug/Poison,Medium Fast,1728,Poison Sting,Poison,15.0,1.0,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
72,Bug Catcher Benny,azalea_town_gym,beedrill,12,9,39,26,16,17,26,24,Bug/Poison,Medium Fast,1728,Fury Attack,Normal,45.0,0.85,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73,Bug Catcher Josh,azalea_town_gym,paras,13,9,34,25,21,18,21,13,Bug/Grass,Medium Fast,2197,Scratch,Normal,40.0,1.0,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
74,Rival Silver,azalea_town,croconaw,16,9,51,34,34,28,29,27,Water,Medium Slow,2535,Scratch,Normal,40.0,1.0,False,-,-,-,-,-,Rage,Normal,20.0,1.0,False,Water Gun,Water,40.0,1.0,False
75,Rival Silver,azalea_town,bayleef,16,9,51,34,34,28,29,27,Grass,Medium Slow,2535,-,-,-,-,-,Razor Leaf,Grass,55.0,0.95,True,-,-,-,-,-,-,-,-,-,-
76,Rival Silver,azalea_town,quilava,16,9,51,34,34,28,29,27,Fire,Medium Slow,2535,Tackle,Normal,35.0,0.95,False,-,-,-,-,-,-,-,-,-,-,Ember,Fire,40.0,1.0,False
77,Rocket Grunt 4,slowpoke_well,koffing,14,9,37,26,33,24,19,17,Poison,Medium Fast,2744,-,-,-,-,-,Tackle,Normal,35.0,0.95,False,Smog,Poison,20.0,0.7,False,-,-,-,-,-
78,Gym Leader Bugsy,azalea_town_gym,metapod,14,9,40,13,22,14,14,15,Bug,Medium Fast,2744,Tackle,Normal,35.0,0.95,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
79,Gym Leader Bugsy,azalea_town_gym,kakuna,14,9,38,14,21,14,14,17,Bug/Poison,Medium Fast,2744,Poison Sting,Poison,15.0,1.0,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
80,Rival Silver,azalea_town,zubat,14,9,39,21,18,17,19,24,Flying/Poison,Medium Fast,2744,Leech Life,Bug,20.0,1.0,False,-,-,-,-,-,Bite,Dark,60.0,1.0,False,-,-,-,-,-
81,Gym Leader Bugsy,azalea_town_gym,scyther,16,9,50,43,33,25,33,41,Bug/Flying,Medium Fast,4096,Quick Attack,Normal,40.0,1.0,False,-,-,-,-,-,Fury Cutter,Bug,10.0,0.95,False,-,-,-,-,-
82,Bug Catcher Wayne,ilex_forest,ledyba,8,10,25,9,11,12,19,15,Bug/Flying,Fast,409,Tackle,Normal,35.0,0.95,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
83,Bug Catcher Wayne,ilex_forest,paras,10,10,28,20,17,15,17,11,Bug/Grass,Medium Fast,1000,Scratch,Normal,40.0,1.0,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
84,Youngster Samuel,route_34,rattata,7,11,22,14,11,9,11,16,Normal,Medium Fast,343,Tackle,Normal,35.0,0.95,False,-,-,-,-,-,Quick Attack,Normal,40.0,1.0,False,-,-,-,-,-
85,Picnicker Gina,route_34,hoppip,9,11,25,12,14,12,16,15,Flying/Grass,Medium Slow,419,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
86,Picnicker Gina,route_34,hoppip,9,11,25,12,14,12,16,15,Flying/Grass,Medium Slow,419,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
87,Youngster Samuel,route_34,spearow,8,11,25,16,11,11,11,17,Flying/Normal,Medium Fast,512,Peck,Flying,35.0,1.0,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
88,Youngster Samuel,route_34,spearow,8,11,25,16,11,11,11,17,Flying/Normal,Medium Fast,512,Peck,Flying,35.0,1.0,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
89,Picnicker Gina,route_34,bulbasaur,12,11,32,18,19,22,22,18,Grass/Poison,Medium Slow,973,Tackle,Normal,35.0,0.95,False,-,-,-,-,-,-,-,-,-,-,Vine Whip,Grass,35.0,1.0,False
90,Youngster Samuel,route_34,sandshrew,10,11,31,21,23,10,12,14,Ground,Medium Fast,1000,Scratch,Normal,40.0,1.0,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
91,Youngster Ian,route_34,mankey,10,11,29,22,13,13,15,20,Fighting,Medium Fast,1000,Scratch,Normal,40.0,1.0,False,-,-,-,-,-,Low Kick,Fighting,50.0,0.9,False,-,-,-,-,-
92,Youngster Ian,route_34,diglett,12,11,26,20,12,15,17,29,Ground,Medium Fast,1728,Scratch,Normal,40.0,1.0,False,-,-,-,-,-,Magnitude,Ground,71.0,1.0,False,-,-,-,-,-
93,Pokefan Brandon,route_34,snubbull,13,11,40,28,20,17,17,14,Normal,Fast,1757,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bite,Dark,60.0,1.0,False
94,Camper Todd,route_34,psyduck,14,11,40,22,20,25,21,22,Water,Medium Fast,2744,Scratch,Normal,40.0,1.0,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
95,Officer Keith,route_34,growlithe,17,11,48,31,23,31,24,28,Fire,Slow,6141,Bite,Dark,60.0,1.0,False,-,-,-,-,-,Ember,Fire,40.0,1.0,False,-,-,-,-,-
96,Super Nerd Teru,goldenrod_underground,magnemite,7,12,21,11,15,19,13,12,Electric,Medium Fast,343,Tackle,Normal,35.0,0.95,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
97,Super Nerd Teru,goldenrod_underground,magnemite,7,12,21,11,15,19,13,12,Electric,Medium Fast,343,Tackle,Normal,35.0,0.95,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
98,Super Nerd Teru,goldenrod_underground,magnemite,9,12,24,12,19,23,16,14,Electric,Medium Fast,729,Tackle,Normal,35.0,0.95,False,Mega Punch,Normal,80.0,0.85,False,-,-,-,-,-,-,-,-,-,-
99,Beauty Victoria,goldenrod_city_gym,sentret,9,12,26,14,12,12,14,10,Normal,Medium Fast,729,Tackle,Normal,35.0,0.95,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
100,Pokemaniac Donald,goldenrod_underground,slowpoke,10,12,39,19,19,14,14,9,Psychic/Water,Medium Fast,1000,-,-,-,-,-,Tackle,Normal,35.0,0.95,False,-,-,-,-,-,-,-,-,-,-
101,Pokemaniac Donald,goldenrod_underground,slowpoke,10,12,39,19,19,14,14,9,Psychic/Water,Medium Fast,1000,-,-,-,-,-,Tackle,Normal,35.0,0.95,False,-,-,-,-,-,-,-,-,-,-
102,Super Nerd Eric,goldenrod_underground,grimer,11,12,40,24,17,15,17,12,Poison,Medium Fast,1331,-,-,-,-,-,Pound,Normal,40.0,1.0,False,-,-,-,-,-,-,-,-,-,-
103,Super Nerd Eric,goldenrod_underground,grimer,11,12,40,24,17,15,17,12,Poison,Medium Fast,1331,-,-,-,-,-,Pound,Normal,40.0,1.0,False,-,-,-,-,-,-,-,-,-,-
104,Super Nerd Teru,goldenrod_underground,voltorb,11,12,31,13,17,18,18,28,Electric,Medium Fast,1331,Tackle,Normal,35.0,0.95,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
105,Pokemaniac Issac,goldenrod_underground,lickitung,12,12,45,20,24,21,24,14,Normal,Medium Fast,1728,Lick,Ghost,20.0,1.0,False,-,-,-,-,-,Cut,Normal,50.0,0.95,False,-,-,-,-,-
106,Beauty Victoria,goldenrod_city_gym,sentret,13,12,33,18,16,16,18,13,Normal,Medium Fast,2197,Tackle,Normal,35.0,0.95,False,-,-,-,-,-,Quick Attack,Normal,40.0,1.0,False,-,-,-,-,-
107,Lass Bridget,goldenrod_city_gym,jigglypuff,15,12,61,20,13,20,14,13,Normal,Fast,2700,-,-,-,-,-,-,-,-,-,-,Pound,Normal,40.0,1.0,False,-,-,-,-,-
108,Lass Bridget,goldenrod_city_gym,jigglypuff,15,12,61,20,13,20,14,13,Normal,Fast,2700,-,-,-,-,-,-,-,-,-,-,Pound,Normal,40.0,1.0,False,-,-,-,-,-
109,Lass Bridget,goldenrod_city_gym,jigglypuff,15,12,61,20,13,20,14,13,Normal,Fast,2700,-,-,-,-,-,-,-,-,-,-,Pound,Normal,40.0,1.0,False,-,-,-,-,-
110,Beauty Sammantha,goldenrod_city_gym,meowth,16,12,40,21,19,20,20,37,Normal,Medium Fast,4096,Scratch,Normal,40.0,1.0,False,-,-,-,-,-,Bite,Dark,60.0,1.0,False,Pay Day,Normal,40.0,1.0,False
111,Beauty Sammantha,goldenrod_city_gym,meowth,16,12,40,21,19,20,20,37,Normal,Medium Fast,4096,Scratch,Normal,40.0,1.0,False,-,-,-,-,-,Bite,Dark,60.0,1.0,False,Pay Day,Normal,40.0,1.0,False
112,Lass Carrie,goldenrod_city_gym,snubbull,18,12,52,35,25,22,22,18,Normal,Fast,4665,-,-,-,-,-,-,-,-,-,-,Bite,Dark,60.0,1.0,False,Lick,Ghost,20.0,1.0,False
113,Gym Leader Whitney,goldenrod_city_gym,clefairy,18,12,53,24,25,29,31,20,Normal,Fast,4665,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
114,Beauty Victoria,goldenrod_city_gym,sentret,17,12,40,22,19,19,23,15,Normal,Medium Fast,4913,Tackle,Normal,35.0,0.95,False,-,-,-,-,-,Quick Attack,Normal,40.0,1.0,False,Fury Swipes,Normal,54.0,0.8,False
115,Gym Leader Whitney,goldenrod_city_gym,miltank,20,12,68,40,50,24,36,48,Normal,Slow,10000,Rollout,Rock,30.0,0.9,False,-,-,-,-,-,Stomp,Normal,65.0,1.0,False,-,-,-,-,-
116,Juggler Irwin,route_35,voltorb,2,13,13,6,7,7,7,9,Electric,Medium Fast,8,Tackle,Normal,35.0,0.95,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
117,Juggler Irwin,route_35,voltorb,6,13,21,9,11,12,12,17,Electric,Medium Fast,216,Tackle,Normal,35.0,0.95,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
118,Bird Keeper Bryan,route_35,pidgey,12,13,33,17,16,15,15,20,Flying/Normal,Medium Slow,973,Tackle,Normal,35.0,0.95,False,-,-,-,-,-,Gust,Flying,40.0,1.0,False,-,-,-,-,-
119,Camper Ivan,route_35,diglett,10,13,23,17,11,13,15,25,Ground,Medium Fast,1000,Scratch,Normal,40.0,1.0,False,-,-,-,-,-,Magnitude,Ground,71.0,1.0,False,-,-,-,-,-
120,Camper Ivan,route_35,zubat,10,13,29,15,13,12,14,17,Flying/Poison,Medium Fast,1000,Leech Life,Bug,20.0,1.0,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
121,Juggler Irwin,route_35,voltorb,10,13,29,12,16,17,17,26,Electric,Medium Fast,1000,Tackle,Normal,35.0,0.95,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
122,Firebreather Walt,route_35,magmar,11,13,37,27,19,28,25,27,Fire,Medium Fast,1331,Ember,Fire,40.0,1.0,False,-,-,-,-,-,Smog,Poison,20.0,0.7,False,Fire Punch,Fire,75.0,1.0,False
123,Bird Keeper Bryan,route_35,pidgeotto,14,13,43,24,22,21,21,27,Flying/Normal,Medium Slow,1612,Tackle,Normal,35.0,0.95,False,-,-,-,-,-,Gust,Flying,40.0,1.0,False,-,-,-,-,-
124,Camper Elliot,route_35,sandshrew,13,13,38,26,29,12,14,17,Ground,Medium Fast,2197,Scratch,Normal,40.0,1.0,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
125,Firebreather Walt,route_35,magmar,13,13,41,32,21,33,29,31,Fire,Medium Fast,2197,Ember,Fire,40.0,1.0,False,-,-,-,-,-,Smog,Poison,20.0,0.7,False,Fire Punch,Fire,75.0,1.0,False
126,Camper Elliot,route_35,marill,15,13,48,13,22,13,22,19,Water,Fast,2700,-,-,-,-,-,-,-,-,-,-,Water Gun,Water,40.0,1.0,False,Rollout,Rock,30.0,0.9,False
127,Camper Ivan,route_35,diglett,14,13,29,22,14,17,19,33,Ground,Medium Fast,2744,Scratch,Normal,40.0,1.0,False,-,-,-,-,-,Magnitude,Ground,71.0,1.0,False,-,-,-,-,-
