evo_id,move_type_1,move_type_2,move_type_3,move_type_4,variant_id
3,Ground,Normal,Rock,Steel,115
3,Dark,Fighting,Ice,Rock,116
3,Dark,Fighting,Ground,Steel,117
3,Dark,Normal,Rock,Water,118
3,Fighting,Ice,Normal,Steel,119
3,Dark,Ice,Normal,Steel,120
3,Dark,Fighting,Ground,Water,121
3,Fighting,Ground,Rock,Steel,122
3,Dark,Ground,Rock,Steel,123
3,Fighting,Ground,Ice,Water,124
3,Ice,Normal,Rock,Steel,125
3,Dark,Ground,Rock,Water,126
3,Dark,Fighting,Ground,Normal,127
3,Fighting,Ground,Ice,Normal,128
3,Fighting,Normal,Steel,Water,129
3,Dark,Normal,Steel,Water,130
3,Fighting,Ground,Ice,Rock,131
3,Dark,Ground,Ice,Rock,132
3,Fighting,Ground,Normal,Steel,133
3,Normal,Rock,Steel,Water,134
3,Fighting,Ice,Rock,Water,135
3,Dark,Ice,Rock,Water,136
3,Dark,Ground,Normal,Water,137
3,Fighting,Ground,Steel,Water,138
3,Ice,Normal,Steel,Water,139
3,Dark,Fighting,Ground,Ice,140
3,Dark,Rock,Steel,Water,141
4,Flying,Grass,Normal,Psychic,142
5,Dark,Grass,Normal,Poison,143
5,Bug,Grass,Normal,Poison,144
5,Bug,Dark,Grass,Normal,145
5,Bug,Dark,Grass,Poison,146
5,Bug,Dark,Normal,Poison,147
6,Dark,Flying,Normal,Steel,148
6,Dark,Flying,Ground,Normal,149
6,Flying,Ground,Normal,Steel,150
6,Dark,Ground,Normal,Steel,151
6,Dark,Flying,Ground,Steel,152
7,Dark,Electric,Fighting,Normal,153
7,Fighting,Ghost,Ground,Normal,154
7,Dark,Fighting,Normal,Steel,155
7,Dark,Electric,Ground,Ice,156
7,Electric,Fighting,Ghost,Steel,157
7,Dark,Electric,Ice,Normal,158
7,Dark,Ghost,Ground,Ice,159
7,Electric,Fighting,Ice,Normal,160
7,Dark,Electric,Ghost,Normal,161
7,Dark,Electric,Normal,Steel,162
7,Electric,Fighting,Normal,Steel,163
7,Electric,Fighting,Ground,Normal,164
7,Dark,Fighting,Ghost,Ice,165
7,Dark,Electric,Fighting,Ground,166
7,Dark,Electric,Fighting,Ice,167
7,Electric,Ground,Ice,Normal,168
7,Fighting,Ghost,Ground,Ice,169
7,Dark,Electric,Ghost,Ground,170
7,Dark,Electric,Ghost,Ice,171
7,Electric,Fighting,Ghost,Ground,172
7,Dark,Ground,Ice,Steel,173
7,Ghost,Ground,Ice,Steel,174
7,Electric,Fighting,Ground,Ice,175
7,Electric,Ghost,Ground,Normal,176
7,Dark,Electric,Fighting,Ghost,177
7,Dark,Fighting,Ice,Steel,178
7,Electric,Fighting,Ghost,Normal,179
7,Ghost,Ground,Ice,Normal,180
7,Ghost,Ground,Normal,Steel,181
7,Electric,Ghost,Ground,Ice,182
7,Electric,Ground,Normal,Steel,183
7,Electric,Ghost,Normal,Steel,184
7,Fighting,Ground,Ice,Steel,185
7,Dark,Ghost,Ice,Steel,186
7,Electric,Fighting,Ghost,Ice,187
7,Dark,Electric,Ground,Steel,188
7,Electric,Ghost,Ice,Steel,189
7,Dark,Ghost,Ground,Steel,190
7,Fighting,Ghost,Ice,Steel,191
7,Dark,Ground,Ice,Normal,192
7,Dark,Fighting,Ghost,Steel,193
7,Dark,Ground,Normal,Steel,194
7,Ghost,Ice,Normal,Steel,195
7,Ground,Ice,Normal,Steel,196
7,Electric,Ice,Normal,Steel,197
7,Fighting,Ghost,Ground,Steel,198
7,Dark,Electric,Ice,Steel,199
7,Dark,Fighting,Ice,Normal,200
7,Electric,Fighting,Ice,Steel,201
7,Dark,Fighting,Ground,Steel,202
7,Fighting,Ice,Normal,Steel,203
7,Dark,Ice,Normal,Steel,204
7,Electric,Fighting,Ground,Steel,205
7,Electric,Ground,Ice,Steel,206
7,Dark,Fighting,Ground,Normal,207
7,Fighting,Ground,Ice,Normal,208
7,Dark,Ghost,Ice,Normal,209
7,Dark,Fighting,Ghost,Ground,210
7,Dark,Electric,Ground,Normal,211
7,Fighting,Ground,Normal,Steel,212
7,Dark,Ghost,Normal,Steel,213
7,Dark,Electric,Fighting,Steel,214
7,Electric,Ghost,Ice,Normal,215
7,Dark,Ghost,Ground,Normal,216
7,Electric,Ghost,Ground,Steel,217
7,Fighting,Ghost,Ice,Normal,218
7,Dark,Fighting,Ground,Ice,219
7,Dark,Electric,Ghost,Steel,220
7,Dark,Fighting,Ghost,Normal,221
7,Fighting,Ghost,Normal,Steel,222
8,Dark,Flying,Normal,Steel,223
8,Dark,Flying,Ground,Normal,224
8,Flying,Ground,Normal,Steel,225
8,Dark,Ground,Normal,Steel,226
8,Dark,Flying,Ground,Steel,227
9,Dark,Grass,Normal,Poison,228
9,Grass,Ground,Normal,Poison,229
9,Dark,Ground,Normal,Poison,230
9,Dark,Grass,Ground,Normal,231
9,Dark,Grass,Ground,Poison,232
10,Dark,Electric,Fighting,Normal,233
10,Dark,Fighting,Normal,Steel,234
10,Dark,Electric,Normal,Steel,235
10,Electric,Fighting,Normal,Steel,236
10,Dark,Fighting,Ground,Rock,237
10,Electric,Fighting,Ground,Normal,238
10,Dark,Electric,Fighting,Ground,239
10,Electric,Fighting,Ground,Rock,240
10,Dark,Fighting,Rock,Steel,241
10,Electric,Fighting,Rock,Steel,242
10,Fighting,Ground,Normal,Rock,243
10,Dark,Ground,Normal,Rock,244
10,Dark,Electric,Fighting,Rock,245
10,Electric,Ground,Rock,Steel,246
10,Fighting,Normal,Rock,Steel,247
10,Dark,Fighting,Normal,Rock,248
10,Dark,Normal,Rock,Steel,249
10,Dark,Electric,Normal,Rock,250
10,Electric,Ground,Normal,Steel,251
10,Electric,Fighting,Normal,Rock,252
10,Dark,Electric,Ground,Steel,253
10,Dark,Ground,Normal,Steel,254
10,Ground,Normal,Rock,Steel,255
10,Dark,Fighting,Ground,Steel,256
10,Electric,Fighting,Ground,Steel,257
10,Fighting,Ground,Rock,Steel,258
10,Dark,Ground,Rock,Steel,259
10,Dark,Fighting,Ground,Normal,260
10,Electric,Ground,Normal,Rock,261
10,Fighting,Ground,Normal,Steel,262
10,Dark,Electric,Ground,Normal,263
10,Dark,Electric,Fighting,Steel,264
10,Dark,Electric,Ground,Rock,265
10,Dark,Electric,Rock,Steel,266
10,Electric,Normal,Rock,Steel,267
11,Bug,Dark,Fighting,Normal,268
11,Bug,Ground,Normal,Steel,269
11,Dark,Fighting,Normal,Steel,270
11,Bug,Poison,Rock,Steel,271
11,Bug,Dark,Normal,Steel,272
11,Fighting,Ground,Poison,Steel,273
11,Bug,Fighting,Ground,Steel,274
11,Bug,Dark,Ground,Normal,275
11,Dark,Fighting,Ground,Rock,276
11,Bug,Fighting,Normal,Poison,277
11,Fighting,Normal,Poison,Rock,278
11,Bug,Dark,Ground,Rock,279
11,Bug,Dark,Fighting,Ground,280
11,Dark,Fighting,Rock,Steel,281
11,Bug,Fighting,Ground,Normal,282
11,Dark,Normal,Poison,Steel,283
11,Ground,Normal,Poison,Steel,284
11,Bug,Fighting,Poison,Rock,285
11,Fighting,Ground,Normal,Rock,286
11,Bug,Fighting,Rock,Steel,287
11,Dark,Ground,Normal,Rock,288
11,Bug,Dark,Fighting,Rock,289
11,Dark,Ground,Poison,Steel,290
11,Dark,Fighting,Ground,Poison,291
11,Fighting,Normal,Rock,Steel,292
11,Bug,Ground,Normal,Rock,293
11,Bug,Dark,Ground,Poison,294
11,Bug,Normal,Poison,Steel,295
11,Dark,Fighting,Normal,Rock,296
11,Dark,Normal,Rock,Steel,297
11,Bug,Ground,Rock,Steel,298
11,Bug,Fighting,Normal,Steel,299
11,Bug,Dark,Normal,Rock,300
11,Fighting,Ground,Poison,Rock,301
11,Bug,Fighting,Ground,Rock,302
11,Bug,Ground,Poison,Steel,303
11,Dark,Fighting,Poison,Steel,304
11,Ground,Poison,Rock,Steel,305
11,Bug,Dark,Poison,Steel,306
11,Fighting,Ground,Normal,Poison,307
11,Normal,Poison,Rock,Steel,308
11,Dark,Ground,Normal,Poison,309
11,Bug,Dark,Fighting,Poison,310
11,Dark,Normal,Poison,Rock,311
11,Dark,Ground,Normal,Steel,312
11,Dark,Poison,Rock,Steel,313
11,Ground,Normal,Poison,Rock,314
11,Ground,Normal,Rock,Steel,315
11,Dark,Ground,Poison,Rock,316
11,Dark,Fighting,Ground,Steel,317
11,Fighting,Normal,Poison,Steel,318
11,Bug,Dark,Ground,Steel,319
11,Bug,Dark,Normal,Poison,320
11,Fighting,Ground,Rock,Steel,321
11,Bug,Fighting,Ground,Poison,322
11,Dark,Ground,Rock,Steel,323
11,Bug,Normal,Poison,Rock,324
11,Bug,Normal,Rock,Steel,325
11,Dark,Fighting,Ground,Normal,326
11,Bug,Fighting,Normal,Rock,327
11,Bug,Ground,Poison,Rock,328
11,Bug,Fighting,Poison,Steel,329
11,Dark,Fighting,Poison,Rock,330
11,Fighting,Ground,Normal,Steel,331
11,Fighting,Poison,Rock,Steel,332
11,Bug,Dark,Poison,Rock,333
11,Bug,Dark,Fighting,Steel,334
11,Bug,Ground,Normal,Poison,335
11,Dark,Fighting,Normal,Poison,336
11,Bug,Dark,Rock,Steel,337
12,Bug,Dark,Fighting,Normal,338
12,Electric,Fire,Ice,Steel,339
12,Dark,Fighting,Normal,Steel,340
12,Dark,Fire,Ghost,Steel,341
12,Ghost,Normal,Steel,Water,342
12,Bug,Dark,Ice,Normal,343
12,Dark,Fire,Ghost,Water,344
12,Electric,Fighting,Ground,Water,345
12,Bug,Electric,Fighting,Ghost,346
12,Dark,Electric,Ghost,Normal,347
12,Bug,Ghost,Ground,Normal,348
12,Bug,Fighting,Ground,Steel,349
12,Bug,Dark,Fire,Poison,350
12,Fighting,Fire,Normal,Water,351
12,Bug,Electric,Ground,Normal,352
12,Bug,Fighting,Ground,Water,353
12,Dark,Electric,Fighting,Ground,354
12,Electric,Ghost,Normal,Poison,355
12,Ghost,Normal,Poison,Steel,356
12,Fighting,Ground,Ice,Poison,357
12,Dark,Electric,Fire,Poison,358
12,Ground,Ice,Poison,Water,359
12,Dark,Ground,Ice,Poison,360
12,Fighting,Ghost,Ground,Ice,361
12,Ghost,Normal,Poison,Water,362
12,Bug,Electric,Fire,Steel,363
12,Bug,Electric,Fighting,Fire,364
12,Bug,Fighting,Fire,Poison,365
12,Dark,Ghost,Ground,Poison,366
12,Bug,Electric,Fire,Water,367
12,Bug,Dark,Ghost,Ice,368
12,Fire,Normal,Poison,Steel,369
12,Dark,Fighting,Fire,Normal,370
12,Dark,Normal,Poison,Steel,371
12,Electric,Ice,Steel,Water,372
12,Ghost,Ground,Ice,Steel,373
12,Dark,Fighting,Ice,Poison,374
12,Fire,Normal,Poison,Water,375
12,Dark,Normal,Poison,Water,376
12,Electric,Ghost,Ground,Normal,377
12,Ghost,Ground,Ice,Water,378
12,Bug,Fighting,Ghost,Ice,379
12,Dark,Electric,Ice,Poison,380
12,Bug,Ghost,Normal,Water,381
12,Electric,Fire,Ground,Water,382
12,Electric,Ice,Poison,Water,383
12,Fighting,Fire,Ghost,Poison,384
12,Fire,Ground,Ice,Water,385
12,Electric,Fighting,Fire,Poison,386
12,Ghost,Ground,Normal,Steel,387
12,Bug,Dark,Ground,Poison,388
12,Bug,Ice,Normal,Water,389
12,Fighting,Ghost,Poison,Steel,390
12,Bug,Dark,Electric,Ice,391
12,Dark,Electric,Ground,Poison,392
12,Bug,Fire,Ground,Ice,393
12,Fire,Ghost,Ice,Steel,394
12,Fire,Ground,Normal,Steel,395
12,Dark,Ghost,Ice,Steel,396
12,Electric,Fighting,Ghost,Ice,397
12,Bug,Fire,Normal,Steel,398
12,Fighting,Ghost,Ice,Poison,399
12,Electric,Ghost,Ice,Steel,400
12,Bug,Fire,Normal,Water,401
12,Fighting,Fire,Ground,Steel,402
12,Bug,Electric,Poison,Water,403
12,Electric,Ice,Normal,Poison,404
12,Bug,Electric,Ghost,Poison,405
12,Bug,Dark,Electric,Ghost,406
12,Fire,Ghost,Ground,Water,407
12,Dark,Fighting,Ghost,Steel,408
12,Bug,Fire,Ghost,Ground,409
12,Bug,Ice,Poison,Water,410
12,Fire,Poison,Steel,Water,411
12,Bug,Dark,Ice,Steel,412
12,Dark,Fire,Ghost,Poison,413
12,Electric,Fighting,Ground,Poison,414
12,Bug,Fire,Poison,Steel,415
12,Bug,Ghost,Ground,Steel,416
12,Dark,Electric,Fire,Ice,417
12,Bug,Dark,Electric,Fire,418
12,Bug,Dark,Fire,Water,419
12,Bug,Electric,Fighting,Normal,420
12,Electric,Ground,Normal,Water,421
12,Bug,Electric,Ground,Steel,422
12,Bug,Fighting,Fire,Ice,423
12,Bug,Fighting,Ground,Poison,424
12,Fighting,Ground,Ice,Water,425
12,Dark,Fire,Ground,Steel,426
12,Electric,Ground,Steel,Water,427
12,Bug,Ghost,Poison,Water,428
12,Fighting,Fire,Ice,Normal,429
12,Bug,Electric,Ice,Normal,430
12,Bug,Fighting,Ice,Water,431
12,Ghost,Poison,Steel,Water,432
12,Dark,Fire,Ground,Water,433
12,Electric,Fire,Ghost,Ice,434
12,Dark,Fighting,Ground,Normal,435
12,Fighting,Fire,Poison,Water,436
12,Bug,Fire,Steel,Water,437
12,Dark,Ghost,Ground,Water,438
12,Dark,Fire,Poison,Water,439
12,Bug,Electric,Fire,Poison,440
12,Dark,Fighting,Fire,Steel,441
12,Fighting,Ground,Normal,Steel,442
12,Dark,Electric,Fighting,Steel,443
12,Dark,Electric,Fire,Ghost,444
12,Bug,Ground,Ice,Water,445
12,Electric,Ghost,Ground,Steel,446
12,Ghost,Ground,Ice,Poison,447
12,Dark,Ground,Normal,Water,448
12,Dark,Electric,Fighting,Water,449
12,Fighting,Ground,Steel,Water,450
12,Bug,Fighting,Fire,Ghost,451
12,Fighting,Fire,Ghost,Ice,452
12,Electric,Fighting,Fire,Ice,453
12,Ice,Normal,Steel,Water,454
12,Dark,Electric,Ice,Water,455
12,Bug,Ghost,Normal,Poison,456
12,Electric,Ghost,Poison,Water,457
12,Electric,Fire,Ground,Poison,458
12,Electric,Fighting,Ice,Water,459
12,Bug,Ground,Normal,Steel,460
12,Fighting,Ghost,Ground,Normal,461
12,Fighting,Normal,Poison,Water,462
12,Dark,Electric,Ground,Ice,463
12,Bug,Ghost,Ice,Normal,464
12,Fire,Ground,Ice,Poison,465
12,Normal,Poison,Steel,Water,466
12,Bug,Dark,Ground,Water,467
12,Fighting,Poison,Steel,Water,468
12,Dark,Electric,Normal,Steel,469
12,Fighting,Ground,Poison,Steel,470
12,Electric,Fighting,Normal,Steel,471
12,Dark,Electric,Steel,Water,472
12,Electric,Fighting,Fire,Ghost,473
12,Bug,Dark,Fighting,Ground,474
12,Electric,Ground,Ice,Normal,475
12,Fire,Ghost,Ice,Poison,476
12,Bug,Fighting,Ghost,Normal,477
12,Dark,Ghost,Ice,Poison,478
12,Bug,Fire,Normal,Poison,479
12,Bug,Electric,Ghost,Ice,480
12,Electric,Ground,Poison,Water,481
12,Bug,Fire,Ice,Normal,482
12,Dark,Electric,Ghost,Ground,483
12,Electric,Fighting,Ghost,Ground,484
12,Dark,Ground,Steel,Water,485
12,Bug,Normal,Steel,Water,486
12,Fire,Ghost,Ground,Poison,487
12,Ground,Normal,Poison,Steel,488
12,Dark,Fire,Ghost,Ice,489
12,Electric,Fighting,Ground,Ice,490
12,Dark,Electric,Poison,Steel,491
12,Dark,Fighting,Ghost,Poison,492
12,Fighting,Ghost,Normal,Water,493
12,Bug,Dark,Electric,Normal,494
12,Electric,Fire,Ice,Water,495
12,Bug,Fire,Ground,Normal,496
12,Dark,Fighting,Normal,Water,497
12,Dark,Ground,Poison,Steel,498
12,Dark,Fighting,Steel,Water,499
12,Ice,Normal,Poison,Steel,500
12,Bug,Fighting,Ground,Ice,501
12,Bug,Dark,Ice,Poison,502
12,Dark,Ground,Poison,Water,503
12,Electric,Fighting,Ghost,Normal,504
12,Dark,Fighting,Fire,Ground,505
12,Bug,Electric,Fighting,Steel,506
12,Electric,Ground,Normal,Poison,507
12,Bug,Fire,Ghost,Steel,508
12,Bug,Normal,Poison,Steel,509
12,Electric,Fire,Normal,Steel,510
12,Fighting,Fire,Ice,Steel,511
12,Bug,Electric,Ice,Steel,512
12,Bug,Fighting,Ice,Poison,513
12,Bug,Electric,Ground,Poison,514
12,Bug,Fire,Ghost,Water,515
12,Bug,Normal,Poison,Water,516
12,Dark,Fire,Ground,Poison,517
12,Bug,Electric,Ice,Water,518
12,Dark,Fighting,Poison,Steel,519
12,Dark,Fighting,Poison,Water,520
12,Electric,Fighting,Poison,Steel,521
12,Electric,Fire,Ghost,Ground,522
12,Bug,Ground,Ice,Poison,523
12,Fighting,Ground,Normal,Poison,524
12,Dark,Ground,Normal,Poison,525
12,Dark,Electric,Fighting,Poison,526
12,Electric,Fire,Ground,Ice,527
12,Electric,Ghost,Ground,Poison,528
12,Dark,Electric,Fire,Normal,529
12,Dark,Ground,Ice,Normal,530
12,Bug,Fighting,Fire,Normal,531
12,Electric,Fighting,Ice,Poison,532
12,Ghost,Ice,Normal,Steel,533
12,Fighting,Ghost,Ground,Steel,534
12,Bug,Ghost,Ice,Steel,535
12,Electric,Fire,Ghost,Normal,536
12,Ghost,Ground,Normal,Water,537
12,Dark,Fighting,Ice,Normal,538
12,Fighting,Ghost,Poison,Water,539
12,Dark,Fire,Ice,Steel,540
12,Fighting,Ice,Normal,Steel,541
12,Fire,Ice,Normal,Steel,542
12,Dark,Electric,Normal,Poison,543
12,Dark,Ice,Normal,Steel,544
12,Dark,Fire,Ice,Water,545
12,Fire,Ghost,Ice,Water,546
12,Electric,Ground,Ice,Steel,547
12,Fire,Ground,Normal,Water,548
12,Bug,Fighting,Ghost,Steel,549
12,Dark,Ghost,Ice,Water,550
12,Fire,Ground,Steel,Water,551
12,Fighting,Ghost,Steel,Water,552
12,Fighting,Fire,Ghost,Normal,553
12,Electric,Fighting,Fire,Normal,554
12,Electric,Ghost,Ice,Water,555
12,Fire,Ghost,Ground,Ice,556
12,Electric,Fire,Poison,Steel,557
12,Fighting,Fire,Ground,Water,558
12,Dark,Electric,Ground,Normal,559
12,Fire,Ghost,Normal,Steel,560
12,Bug,Electric,Fighting,Ground,561
12,Dark,Ghost,Normal,Steel,562
12,Bug,Dark,Fighting,Steel,563
12,Dark,Fighting,Ghost,Water,564
12,Fighting,Ghost,Normal,Poison,565
12,Bug,Dark,Electric,Steel,566
12,Fire,Ghost,Steel,Water,567
12,Bug,Dark,Fighting,Water,568
12,Electric,Fire,Ice,Poison,569
12,Bug,Fire,Ground,Steel,570
12,Dark,Fighting,Normal,Poison,571
12,Dark,Ghost,Steel,Water,572
12,Bug,Dark,Fire,Ice,573
12,Fighting,Ghost,Ice,Normal,574
12,Dark,Electric,Ghost,Steel,575
12,Bug,Dark,Ice,Water,576
12,Electric,Fighting,Ghost,Steel,577
12,Ghost,Ground,Steel,Water,578
12,Dark,Electric,Ghost,Water,579
12,Bug,Ghost,Ground,Water,580
12,Bug,Fire,Poison,Water,581
12,Dark,Fire,Ground,Ice,582
12,Bug,Electric,Ghost,Normal,583
12,Dark,Ghost,Ground,Ice,584
12,Bug,Electric,Ground,Water,585
12,Bug,Fire,Ghost,Poison,586
12,Bug,Dark,Normal,Steel,587
12,Dark,Ice,Steel,Water,588
12,Fighting,Fire,Ice,Poison,589
12,Bug,Electric,Ice,Poison,590
12,Ghost,Ground,Poison,Steel,591
12,Fire,Ghost,Poison,Steel,592
12,Dark,Fire,Ghost,Normal,593
12,Electric,Fighting,Ground,Normal,594
12,Bug,Dark,Fire,Ghost,595
12,Ghost,Ground,Poison,Water,596
12,Bug,Dark,Steel,Water,597
12,Dark,Electric,Fighting,Ice,598
12,Ground,Normal,Steel,Water,599
12,Bug,Dark,Electric,Fighting,600
12,Fighting,Ice,Poison,Steel,601
12,Fire,Ice,Poison,Steel,602
12,Dark,Fighting,Fire,Water,603
12,Fighting,Ground,Normal,Water,604
12,Dark,Ice,Poison,Steel,605
12,Fire,Ground,Poison,Steel,606
12,Bug,Fighting,Ground,Normal,607
12,Bug,Dark,Ghost,Ground,608
12,Electric,Ghost,Ground,Water,609
12,Fire,Ground,Poison,Water,610
12,Dark,Electric,Fire,Steel,611
12,Dark,Ground,Ice,Steel,612
12,Bug,Dark,Ground,Ice,613
12,Bug,Fighting,Fire,Steel,614
12,Bug,Fighting,Ghost,Ground,615
12,Electric,Fire,Ghost,Steel,616
12,Bug,Ground,Normal,Water,617
12,Ghost,Ice,Normal,Poison,618
12,Dark,Electric,Fighting,Ghost,619
12,Ghost,Ground,Normal,Poison,620
12,Dark,Ghost,Poison,Steel,621
12,Dark,Fighting,Ice,Steel,622
12,Bug,Dark,Ghost,Normal,623
12,Ghost,Ice,Poison,Steel,624
12,Ghost,Ground,Ice,Normal,625
12,Dark,Electric,Normal,Water,626
12,Dark,Fire,Ice,Poison,627
12,Fighting,Ground,Poison,Water,628
12,Electric,Fighting,Normal,Water,629
12,Fire,Ice,Normal,Poison,630
12,Dark,Ice,Normal,Poison,631
12,Fire,Ground,Normal,Poison,632
12,Electric,Fire,Ground,Normal,633
12,Bug,Dark,Electric,Ground,634
12,Dark,Electric,Fighting,Fire,635
12,Bug,Fighting,Normal,Steel,636
12,Electric,Ground,Ice,Poison,637
12,Fire,Ground,Ice,Normal,638
12,Electric,Ghost,Ice,Poison,639
12,Electric,Fighting,Fire,Steel,640
12,Fighting,Fire,Ground,Poison,641
12,Bug,Fighting,Normal,Water,642
12,Bug,Ground,Poison,Steel,643
12,Bug,Fighting,Steel,Water,644
12,Bug,Dark,Poison,Steel,645
12,Dark,Electric,Ground,Steel,646
12,Electric,Normal,Poison,Steel,647
12,Fire,Ghost,Normal,Poison,648
12,Ground,Normal,Poison,Water,649
12,Dark,Ghost,Normal,Poison,650
12,Bug,Dark,Fighting,Poison,651
12,Dark,Electric,Poison,Water,652
12,Fighting,Ghost,Ice,Steel,653
12,Bug,Fire,Ground,Poison,654
12,Bug,Ground,Steel,Water,655
12,Dark,Electric,Ghost,Poison,656
12,Ice,Normal,Poison,Water,657
12,Bug,Fire,Ghost,Ice,658
12,Bug,Ghost,Ground,Poison,659
12,Electric,Ice,Normal,Steel,660
12,Electric,Fighting,Ghost,Poison,661
12,Ground,Ice,Normal,Steel,662
12,Bug,Electric,Ghost,Steel,663
12,Ground,Ice,Normal,Water,664
12,Bug,Dark,Fire,Ground,665
12,Bug,Electric,Fighting,Water,666
12,Fire,Ghost,Ground,Normal,667
12,Bug,Electric,Fire,Ice,668
12,Ground,Ice,Steel,Water,669
12,Electric,Fire,Normal,Water,670
12,Fighting,Fire,Ice,Water,671
12,Dark,Electric,Fire,Ground,672
12,Dark,Fighting,Ground,Steel,673
12,Bug,Poison,Steel,Water,674
12,Bug,Dark,Normal,Poison,675
12,Dark,Fighting,Ground,Water,676
12,Electric,Fighting,Ground,Steel,677
12,Bug,Fighting,Fire,Ground,678
12,Dark,Fighting,Fire,Poison,679
12,Bug,Dark,Fire,Normal,680
