enc_id,evo_id_enc,evo_index_enc,trainer_name_enc,location_enc,pokemon_enc,level_enc,stage_enc,hp_enc,attack_enc,defense_enc,sp_attack_enc,sp_defense_enc,speed_enc,types_enc,move_name_1_enc,move_name_2_enc,move_name_3_enc,move_name_4_enc,move_type_1_enc,move_type_2_enc,move_type_3_enc,move_type_4_enc,move_category_1_enc,move_category_2_enc,move_category_3_enc,move_category_4_enc,move_power_1_enc,move_power_2_enc,move_power_3_enc,move_power_4_enc,move_accuracy_1_enc,move_accuracy_2_enc,move_accuracy_3_enc,move_accuracy_4_enc,move_crit_1_enc,move_crit_2_enc,move_crit_3_enc,move_crit_4_enc,exp_enc
37,18,1,lass,mt_moon_1f,oddish,11,8,32,17,18,23,23,13,grass/poison,absorb,,,,grass,,,,special,,,,20.0,,,,1.0,,,,False,False,False,False,2744
39,29,1,lass,mt_moon_1f,bellsprout,11,8,33,23,14,22,22,15,grass/poison,vine_whip,growth,,,grass,normal,,,special,physical,,,35.0,0.0,,,1.0,1.0,,,False,False,False,False,2744
40,7,1,youngster,mt_moon_1f,rattata,10,8,27,18,13,11,11,21,normal,tackle,tail_whip,quick_attack,,normal,normal,normal,,physical,physical,physical,,35.0,0.0,40.0,,0.95,1.0,1.0,,False,False,False,False,2744
42,17,1,youngster,mt_moon_1f,zubat,10,8,29,15,13,12,12,17,flying/poison,leech_life,supersonic,,,bug,normal,,,physical,physical,,,20.0,0.0,,,1.0,0.55,,,False,False,False,False,2744
43,4,1,bugcatcher,mt_moon_1f,caterpie,10,8,30,12,13,10,10,15,bug,tackle,string_shot,,,normal,bug,,,physical,physical,,,35.0,0.0,,,0.95,0.95,,,False,False,False,False,2744
44,4,2,bugcatcher,mt_moon_1f,metapod,10,8,31,10,17,11,11,12,bug,harden,,,,normal,,,,physical,,,,0.0,,,,1.0,,,,False,False,False,False,2744
46,41,1,hiker,mt_moon_1f,onix,10,8,28,15,38,12,12,20,ground/rock,tackle,screech,,,normal,normal,,,physical,physical,,,35.0,0.0,,,0.95,0.85,,,False,False,False,False,2744
47,5,1,bugcatcher,mt_moon_1f,weedle,11,8,31,14,13,11,11,17,bug/poison,poison_sting,string_shot,,,poison,bug,,,physical,physical,,,15.0,0.0,,,1.0,0.95,,,False,False,False,False,2744
48,5,2,bugcatcher,mt_moon_1f,kakuna,11,8,32,12,17,12,12,14,bug/poison,harden,,,,normal,,,,physical,,,,0.0,,,,1.0,,,,False,False,False,False,2744
49,34,1,supernerd,mt_moon_1f,magnemite,11,8,28,14,22,27,27,16,electric,tackle,,,,normal,,,,physical,,,,35.0,,,,0.95,,,,False,False,False,False,2744
50,44,1,supernerd,mt_moon_1f,voltorb,11,8,31,13,17,18,18,28,electric,tackle,screech,,,normal,normal,,,physical,physical,,,35.0,0.0,,,0.95,0.85,,,False,False,False,False,2744
51,11,1,rocket,mt_moon_b2f,sandshrew,11,8,33,23,25,11,11,15,ground,scratch,sandattack,,,normal,normal,,,physical,physical,,,40.0,0.0,,,1.0,1.0,,,False,False,False,False,2744
52,7,1,rocket,mt_moon_b2f,rattata,11,8,29,19,14,12,12,22,normal,tackle,tail_whip,quick_attack,,normal,normal,normal,,physical,physical,physical,,35.0,0.0,40.0,,0.95,1.0,1.0,,False,False,False,False,2744
53,17,1,rocket,mt_moon_b2f,zubat,11,8,31,16,14,13,13,18,flying/poison,leech_life,supersonic,,,bug,normal,,,physical,physical,,,20.0,0.0,,,1.0,0.55,,,False,False,False,False,2744
54,38,1,supernerd,mt_moon_b2f,grimer,12,8,43,26,18,16,16,12,poison,pound,disable,,,normal,normal,,,physical,physical,,,40.0,0.0,,,1.0,0.55,,,False,False,False,False,2744
55,44,1,supernerd,mt_moon_b2f,voltorb,12,8,33,14,18,20,20,30,electric,tackle,screech,,,normal,normal,,,physical,physical,,,35.0,0.0,,,0.95,0.85,,,False,False,False,False,2744
56,50,1,supernerd,mt_moon_b2f,koffing,12,8,33,22,29,21,21,15,poison,tackle,smog,,,normal,poison,,,physical,physical,,,35.0,20.0,,,0.95,1.0,,,False,False,False,False,2744
57,17,1,rocket,mt_moon_b2f,zubat,12,8,33,17,15,14,14,20,flying/poison,leech_life,supersonic,,,bug,normal,,,physical,physical,,,20.0,0.0,,,1.0,0.55,,,False,False,False,False,2744
58,9,1,rocket,mt_moon_b2f,ekans,12,8,32,21,17,16,16,20,poison,wrap,leer,poison_sting,,normal,normal,poison,,physical,physical,physical,,15.0,0.0,15.0,,0.85,1.0,1.0,,False,False,False,False,2744
59,14,1,lass,mt_moon_1f,clefairy,14,8,45,20,20,24,24,17,normal,pound,growl,sing,,normal,normal,normal,,physical,physical,physical,,40.0,0.0,0.0,,1.0,1.0,0.55,,False,False,False,False,2744
60,7,1,rocket,mt_moon_b2f,rattata,13,8,32,21,16,13,13,25,normal,tackle,tail_whip,quick_attack,,normal,normal,normal,,physical,physical,physical,,35.0,0.0,40.0,,0.95,1.0,1.0,,False,False,False,False,2744
61,17,1,rocket,mt_moon_b2f,zubat,13,8,35,19,16,14,14,21,flying/poison,leech_life,supersonic,,,bug,normal,,,physical,physical,,,20.0,0.0,,,1.0,0.55,,,False,False,False,False,2744
62,7,2,rocket,mt_moon_b2f,raticate,16,8,46,33,26,23,23,38,normal,tackle,tail_whip,quick_attack,hyper_fang,normal,normal,normal,normal,physical,physical,physical,physical,35.0,0.0,40.0,80.0,0.95,1.0,1.0,0.9,False,False,False,False,4096
63,27,1,green1,cerulean_city,abra,15,10,34,13,11,38,38,34,psychic,teleport,,,,psychic,,,,special,,,,0.0,,,,1.0,,,,False,False,False,False,4096
64,3,1,green1,cerulean_city,squirtle,17,10,44,24,29,24,24,22,water,tackle,tail_whip,bubble,water_gun,normal,normal,water,water,physical,physical,special,special,35.0,0.0,20.0,40.0,0.95,1.0,1.0,1.0,False,False,False,False,4096
65,1,1,green1,cerulean_city,bulbasaur,17,10,45,24,24,29,29,23,grass/poison,tackle,growl,leech_seed,vine_whip,normal,normal,grass,grass,physical,physical,special,special,35.0,0.0,0.0,35.0,0.95,1.0,0.9,1.0,False,False,False,False,4096
66,2,1,green1,cerulean_city,charmander,17,10,42,25,22,28,28,29,fire,scratch,growl,ember,leer,normal,normal,fire,normal,physical,physical,special,physical,40.0,0.0,40.0,0.0,1.0,1.0,1.0,1.0,False,False,False,False,4096
67,28,1,rocket,cerulean_city,machop,17,10,53,35,24,19,19,19,fighting,karate_chop,,,,normal,,,,physical,,,,55.0,,,,1.0,,,,True,False,False,False,4096
68,7,1,green1,cerulean_city,rattata,15,10,36,24,17,14,14,29,normal,tackle,tail_whip,quick_attack,hyper_fang,normal,normal,normal,normal,physical,physical,physical,physical,35.0,0.0,40.0,80.0,0.95,1.0,1.0,0.9,False,False,False,False,4096
69,6,2,green1,cerulean_city,pidgeotto,18,10,53,29,27,25,25,33,flying/normal,gust,sandattack,quick_attack,,normal,normal,normal,,physical,physical,physical,,40.0,0.0,40.0,,1.0,1.0,1.0,,False,False,False,False,4096
70,42,1,rocket,cerulean_city,drowzee,17,10,50,24,23,22,22,22,psychic,pound,hypnosis,disable,confusion,normal,psychic,normal,psychic,physical,special,physical,special,40.0,0.0,0.0,50.0,1.0,0.6,0.55,1.0,False,False,False,False,4913
71,6,1,lass,route_24,pidgey,14,11,37,20,18,17,17,22,flying/normal,gust,sandattack,quick_attack,,normal,normal,normal,,physical,physical,physical,,40.0,0.0,40.0,,1.0,1.0,1.0,,False,False,False,False,4913
72,12,1,lass,route_24,nidoran_f,14,11,41,20,21,18,18,18,poison,tackle,scratch,double_kick,poison_sting,normal,normal,fighting,poison,physical,physical,physical,physical,35.0,40.0,60.0,15.0,0.95,1.0,1.0,1.0,False,False,False,False,4913
73,6,1,lass,route_24,pidgey,16,11,41,22,20,18,18,25,flying/normal,gust,sandattack,quick_attack,,normal,normal,normal,,physical,physical,physical,,40.0,0.0,40.0,,1.0,1.0,1.0,,False,False,False,False,4913
74,12,1,lass,route_24,nidoran_f,16,11,46,22,24,20,20,20,poison,tackle,scratch,double_kick,poison_sting,normal,normal,fighting,poison,physical,physical,physical,physical,35.0,40.0,60.0,15.0,0.95,1.0,1.0,1.0,False,False,False,False,4913
75,7,1,youngster,route_24,rattata,14,11,34,23,17,14,14,27,normal,tackle,tail_whip,quick_attack,hyper_fang,normal,normal,normal,normal,physical,physical,physical,physical,35.0,0.0,40.0,80.0,0.95,1.0,1.0,0.9,False,False,False,False,4913
76,9,1,youngster,route_24,ekans,14,11,36,24,19,18,18,22,poison,wrap,leer,poison_sting,,normal,normal,poison,,physical,physical,physical,,15.0,0.0,15.0,,0.85,1.0,1.0,,False,False,False,False,4913
77,17,1,youngster,route_24,zubat,14,11,37,20,17,15,15,22,flying/poison,leech_life,supersonic,,,bug,normal,,,physical,physical,,,20.0,0.0,,,1.0,0.55,,,False,False,False,False,4913
78,4,1,bugcatcher,route_24,caterpie,14,11,38,15,17,12,12,19,bug,tackle,string_shot,,,normal,bug,,,physical,physical,,,35.0,0.0,,,0.95,0.95,,,False,False,False,False,4913
79,5,1,bugcatcher,route_24,weedle,14,11,37,17,15,12,12,21,bug/poison,poison_sting,string_shot,,,poison,bug,,,physical,physical,,,15.0,0.0,,,1.0,0.95,,,False,False,False,False,4913
82,9,1,rocket,route_24,ekans,15,11,37,25,20,19,19,23,poison,wrap,leer,poison_sting,,normal,normal,poison,,physical,physical,physical,,15.0,0.0,15.0,,0.85,1.0,1.0,,False,False,False,False,4913
83,17,1,rocket,route_24,zubat,15,11,39,21,17,16,16,23,flying/poison,leech_life,supersonic,bite,,bug,normal,normal,,physical,physical,physical,,20.0,0.0,60.0,,1.0,0.55,1.0,,False,False,False,False,4913
84,55,1,swimmer,cerulean_gym,horsea,16,11,38,20,29,29,29,26,water,bubble,,,,water,,,,special,,,,20.0,,,,1.0,,,,False,False,False,False,4913
85,39,1,swimmer,cerulean_gym,shellder,16,11,38,28,39,21,21,20,water,tackle,withdraw,,,normal,water,,,physical,special,,,35.0,0.0,,,0.95,1.0,,,False,False,False,False,5120
86,24,1,jrtrainerm,route_24,mankey,18,11,45,37,20,20,20,33,fighting,scratch,leer,low_kick,karate_chop,normal,normal,fighting,normal,physical,physical,physical,physical,40.0,0.0,50.0,55.0,1.0,1.0,0.9,1.0,False,False,False,True,5832
87,56,1,jrtrainerf,cerulean_gym,goldeen,19,11,49,33,30,21,21,31,water,peck,tail_whip,supersonic,,flying,normal,normal,,physical,physical,physical,,35.0,0.0,0.0,,1.0,1.0,0.55,,False,False,False,False,6859
88,57,1,misty,cerulean_gym,staryu,18,11,41,24,27,33,33,38,water,tackle,water_gun,,,normal,water,,,physical,special,,,35.0,40.0,,,0.95,1.0,,,False,False,False,False,7290
89,57,2,misty,cerulean_gym,starmie,21,11,59,40,44,50,50,56,psychic/water,tackle,water_gun,bubblebeam,,normal,water,water,,physical,special,special,,35.0,40.0,65.0,,0.95,1.0,1.0,,False,False,False,False,11576
90,18,1,lass,route_25,oddish,13,12,36,20,21,26,26,14,grass/poison,absorb,,,,grass,,,,special,,,,20.0,,,,1.0,,,,False,False,False,False,11576
92,6,1,lass,route_25,pidgey,13,12,35,19,17,16,16,21,flying/normal,gust,sandattack,quick_attack,,normal,normal,normal,,physical,physical,physical,,40.0,0.0,40.0,,1.0,1.0,1.0,,False,False,False,False,11576
95,31,1,hiker,route_25,geodude,13,12,35,28,33,14,14,12,ground/rock,tackle,defense_curl,,,normal,normal,,,physical,physical,,,35.0,0.0,,,0.95,1.0,,,False,False,False,False,11576
97,28,1,hiker,route_25,machop,13,12,43,28,20,16,16,16,fighting,karate_chop,,,,normal,,,,physical,,,,55.0,,,,1.0,,,,True,False,False,False,11576
99,13,1,lass,route_25,nidoran_m,15,12,41,24,19,19,19,22,poison,tackle,horn_attack,double_kick,poison_sting,normal,normal,fighting,poison,physical,physical,physical,physical,35.0,65.0,60.0,15.0,0.95,1.0,1.0,1.0,False,False,False,False,11576
100,12,1,lass,route_25,nidoran_f,15,12,43,21,23,19,19,19,poison,tackle,scratch,double_kick,poison_sting,normal,normal,fighting,poison,physical,physical,physical,physical,35.0,40.0,60.0,15.0,0.95,1.0,1.0,1.0,False,False,False,False,11576
101,28,1,hiker,route_25,machop,15,12,48,31,22,17,17,17,fighting,karate_chop,,,,normal,,,,physical,,,,55.0,,,,1.0,,,,True,False,False,False,11576
102,31,1,hiker,route_25,geodude,15,12,39,31,37,16,16,13,ground/rock,tackle,defense_curl,,,normal,normal,,,physical,physical,,,35.0,0.0,,,0.95,1.0,,,False,False,False,False,11576
103,6,1,jrtrainerf,route_6,pidgey,16,12,41,22,20,18,18,25,flying/normal,gust,sandattack,quick_attack,,normal,normal,normal,,physical,physical,physical,,40.0,0.0,40.0,,1.0,1.0,1.0,,False,False,False,False,11576
106,9,1,youngster,route_25,ekans,14,12,36,24,19,18,18,22,poison,wrap,leer,poison_sting,,normal,normal,poison,,physical,physical,physical,,15.0,0.0,15.0,,0.85,1.0,1.0,,False,False,False,False,11576
107,11,1,youngster,route_25,sandshrew,14,12,40,28,31,12,12,18,ground,scratch,sandattack,,,normal,normal,,,physical,physical,,,40.0,0.0,,,1.0,1.0,,,False,False,False,False,11576
108,7,1,jrtrainerm,route_25,rattata,14,12,34,23,17,14,14,27,normal,tackle,tail_whip,quick_attack,hyper_fang,normal,normal,normal,normal,physical,physical,physical,physical,35.0,0.0,40.0,80.0,0.95,1.0,1.0,0.9,False,False,False,False,11576
110,7,1,youngster,route_25,rattata,15,12,36,24,17,14,14,29,normal,tackle,tail_whip,quick_attack,hyper_fang,normal,normal,normal,normal,physical,physical,physical,physical,35.0,0.0,40.0,80.0,0.95,1.0,1.0,0.9,False,False,False,False,11576
111,8,1,youngster,route_25,spearow,15,12,39,25,16,16,16,28,flying/normal,peck,growl,leer,fury_attack,flying,normal,normal,normal,physical,physical,physical,physical,35.0,0.0,0.0,45.0,1.0,1.0,1.0,0.85,False,False,False,False,11576
112,5,1,bugcatcher,route_6,weedle,16,12,41,19,17,13,13,23,bug/poison,poison_sting,string_shot,,,poison,bug,,,physical,physical,,,15.0,0.0,,,1.0,0.95,,,False,False,False,False,11576
113,4,1,bugcatcher,route_6,caterpie,16,12,42,17,18,13,13,21,bug,tackle,string_shot,,,normal,bug,,,physical,physical,,,35.0,0.0,,,0.95,0.95,,,False,False,False,False,11576
115,8,1,jrtrainerm,route_6,spearow,16,12,41,27,17,17,17,29,flying/normal,peck,growl,leer,fury_attack,flying,normal,normal,normal,physical,physical,physical,physical,35.0,0.0,0.0,45.0,1.0,1.0,1.0,0.85,False,False,False,False,11576
116,7,2,jrtrainerm,route_6,raticate,16,12,46,33,26,23,23,38,normal,tackle,tail_whip,quick_attack,hyper_fang,normal,normal,normal,normal,physical,physical,physical,physical,35.0,0.0,40.0,80.0,0.95,1.0,1.0,0.9,False,False,False,False,11576
117,7,1,jrtrainerf,route_6,rattata,16,12,38,25,18,15,15,30,normal,tackle,tail_whip,quick_attack,hyper_fang,normal,normal,normal,normal,physical,physical,physical,physical,35.0,0.0,40.0,80.0,0.95,1.0,1.0,0.9,False,False,False,False,11576
118,10,1,jrtrainerf,route_6,pikachu,16,12,39,25,17,23,23,36,electric,tail_whip,thunder_wave,double_team,quick_attack,normal,electric,normal,normal,physical,special,physical,physical,0.0,0.0,0.0,40.0,1.0,1.0,1.0,1.0,False,False,False,False,11576
119,33,1,youngster,route_25,slowpoke,17,12,60,30,29,21,21,12,psychic/water,confusion,,,,psychic,,,,special,,,,50.0,,,,1.0,,,,False,False,False,False,11576
121,41,1,hiker,route_25,onix,17,12,41,23,62,17,17,31,ground/rock,tackle,screech,bind,,normal,normal,normal,,physical,physical,physical,,35.0,0.0,15.0,,0.95,0.85,0.75,,False,False,False,False,11576
122,3,1,jrtrainerm,route_6,squirtle,20,12,50,27,34,28,28,25,water,tackle,tail_whip,bubble,water_gun,normal,normal,water,water,physical,physical,special,special,35.0,0.0,20.0,40.0,0.95,1.0,1.0,1.0,False,False,False,False,11576
123,4,3,bugcatcher,route_6,butterfree,20,12,57,26,28,40,40,36,bug/flying,confusion,poisonpowder,stun_spore,sleep_powder,psychic,poison,grass,grass,special,physical,special,special,50.0,0.0,0.0,0.0,1.0,0.75,0.75,0.75,False,False,False,False,11576
124,28,1,sailor,ss_anne_stern,machop,17,14,53,35,24,19,19,19,fighting,karate_chop,,,,normal,,,,physical,,,,55.0,,,,1.0,,,,True,False,False,False,11576
125,13,1,youngster,route_11,nidoran_m,18,14,47,28,22,22,22,25,poison,tackle,horn_attack,double_kick,poison_sting,normal,normal,fighting,poison,physical,physical,physical,physical,35.0,65.0,60.0,15.0,0.95,1.0,1.0,1.0,False,False,False,False,11576
126,13,2,youngster,route_11,nidorino,18,14,52,34,28,27,27,31,poison,tackle,horn_attack,double_kick,poison_sting,normal,normal,fighting,poison,physical,physical,physical,physical,35.0,65.0,60.0,15.0,0.95,1.0,1.0,1.0,False,False,False,False,11576
127,6,1,lass,ss_anne_1f_rooms,pidgey,18,14,45,24,22,20,20,28,flying/normal,gust,sandattack,quick_attack,,normal,normal,normal,,physical,physical,physical,,40.0,0.0,40.0,,1.0,1.0,1.0,,False,False,False,False,11576
128,12,1,lass,ss_anne_1f_rooms,nidoran_f,18,14,50,25,26,22,22,22,poison,tackle,scratch,double_kick,poison_sting,normal,normal,fighting,poison,physical,physical,physical,physical,35.0,40.0,60.0,15.0,0.95,1.0,1.0,1.0,False,False,False,False,11576
129,28,1,sailor,ss_anne_stern,machop,18,14,56,37,25,20,20,20,fighting,karate_chop,,,,normal,,,,physical,,,,55.0,,,,1.0,,,,True,False,False,False,11576
130,26,1,gambler,route_11,poliwag,18,14,45,26,22,22,22,40,water,bubble,hypnosis,,,water,psychic,,,special,special,,,20.0,0.0,,,1.0,0.6,,,False,False,False,False,11576
132,29,1,gambler,route_11,bellsprout,18,14,48,35,20,33,33,22,grass/poison,growth,wrap,poisonpowder,sleep_powder,normal,normal,poison,grass,physical,physical,physical,special,0.0,15.0,0.0,0.0,1.0,0.85,0.75,0.75,False,False,False,False,11576
133,18,1,gambler,route_11,oddish,18,14,47,26,27,34,34,18,grass/poison,absorb,poisonpowder,stun_spore,,grass,poison,grass,,special,physical,special,,20.0,0.0,0.0,,1.0,0.75,0.75,,False,False,False,False,11576
135,27,2,green2,ss_anne_2f,kadabra,18,14,45,20,18,51,51,45,psychic,teleport,confusion,disable,kinesis,psychic,psychic,normal,psychic,special,special,physical,special,0.0,50.0,0.0,0.0,1.0,1.0,0.55,0.8,False,False,False,False,11576
136,7,2,green2,ss_anne_2f,raticate,16,14,46,33,26,23,23,38,normal,tackle,tail_whip,quick_attack,hyper_fang,normal,normal,normal,normal,physical,physical,physical,physical,35.0,0.0,40.0,80.0,0.95,1.0,1.0,0.9,False,False,False,False,11576
137,13,1,gentleman,ss_anne_1f_rooms,nidoran_m,19,14,49,30,23,23,23,27,poison,tackle,horn_attack,double_kick,poison_sting,normal,normal,fighting,poison,physical,physical,physical,physical,35.0,65.0,60.0,15.0,0.95,1.0,1.0,1.0,False,False,False,False,11576
138,12,1,gentleman,ss_anne_1f_rooms,nidoran_f,19,14,52,26,27,23,23,23,poison,tackle,scratch,double_kick,poison_sting,normal,normal,fighting,poison,physical,physical,physical,physical,35.0,40.0,60.0,15.0,0.95,1.0,1.0,1.0,False,False,False,False,11576
139,6,2,green2,ss_anne_2f,pidgeotto,19,14,55,31,28,27,27,35,flying/normal,gust,sandattack,quick_attack,,normal,normal,normal,,physical,physical,physical,,40.0,0.0,40.0,,1.0,1.0,1.0,,False,False,False,False,11576
140,7,1,youngster,route_11,rattata,17,14,39,27,19,16,16,32,normal,tackle,tail_whip,quick_attack,hyper_fang,normal,normal,normal,normal,physical,physical,physical,physical,35.0,0.0,40.0,80.0,0.95,1.0,1.0,0.9,False,False,False,False,11576
142,7,2,youngster,route_11,raticate,17,14,48,35,28,24,24,40,normal,tackle,tail_whip,quick_attack,hyper_fang,normal,normal,normal,normal,physical,physical,physical,physical,35.0,0.0,40.0,80.0,0.95,1.0,1.0,0.9,False,False,False,False,11576
143,55,1,sailor,ss_anne_b1f_rooms,horsea,17,14,39,21,31,31,31,28,water,bubble,,,,water,,,,special,,,,20.0,,,,1.0,,,,False,False,False,False,11576
147,56,1,fisher,ss_anne_2f_rooms,goldeen,17,14,45,30,28,19,19,29,water,peck,tail_whip,,,flying,normal,,,physical,physical,,,35.0,0.0,,,1.0,1.0,,,False,False,False,False,11576
149,32,1,gentleman,ss_anne_2f_rooms,ponyta,17,14,46,36,26,29,29,38,fire,ember,,,,fire,,,,special,,,,40.0,,,,1.0,,,,False,False,False,False,11576
