evo_id_pp,evo_index_pp,pokemon_pp,hp_pp_base,attack_pp_base,defense_pp_base,sp_attack_pp_base,sp_defense_pp_base,speed_pp_base,type_1_pp,type_2_pp,evo_lvl_pp,evo_item_stage_pp,stage_available_pp,legendary_pp,generation
25,2,arcanine,90,110,80,80,80,95,fire,,0,23.0,21.0,False,1
26,1,poliwag,40,50,40,40,40,90,water,,0,0.0,26.0,False,1
26,2,poliwhirl,65,65,65,50,50,90,water,,25,0.0,26.0,False,1
26,3,poliwrath,90,85,95,70,70,70,fighting,water,25,23.0,26.0,False,1
27,1,abra,25,20,15,105,105,90,psychic,,0,0.0,11.0,False,1
27,2,alakazam,55,50,45,135,135,120,psychic,,16,0.0,11.0,False,1
27,3,kadabra,40,35,30,120,120,105,psychic,,16,0.0,11.0,False,1
28,1,machop,70,80,50,35,35,35,fighting,,0,0.0,18.0,False,1
28,2,machamp,90,130,80,65,65,55,fighting,,28,0.0,18.0,False,1
28,3,machoke,80,100,70,50,50,45,fighting,,28,0.0,18.0,False,1
29,3,victreebel,80,105,65,100,100,70,grass,poison,21,23.0,999.0,False,1
30,1,tentacool,40,40,35,100,100,70,poison,water,0,0.0,26.0,False,1
30,2,tentacruel,80,70,65,120,120,100,poison,water,30,0.0,26.0,False,1
31,1,geodude,40,80,100,30,30,20,ground,rock,0,0.0,8.0,False,1
31,2,golem,80,110,130,55,55,45,ground,rock,25,0.0,8.0,False,1
31,3,graveler,55,95,115,45,45,35,ground,rock,25,0.0,8.0,False,1
32,1,ponyta,50,85,55,65,65,90,fire,,0,0.0,34.0,False,1
32,2,rapidash,65,100,70,80,80,105,fire,,40,0.0,34.0,False,1
33,1,slowpoke,90,65,65,40,40,15,psychic,water,0,0.0,26.0,False,1
33,2,slowbro,95,75,110,80,80,30,psychic,water,37,0.0,26.0,False,1
34,1,magnemite,25,35,70,95,95,45,electric,,0,0.0,29.0,False,1
34,2,magneton,50,60,95,120,120,70,electric,,30,0.0,29.0,False,1
35,1,farfetchd,52,65,55,58,58,60,flying,normal,0,0.0,13.0,False,1
36,1,doduo,35,85,45,35,35,75,flying,normal,0,0.0,26.0,False,1
36,2,dodrio,60,110,70,60,60,100,flying,normal,31,0.0,26.0,False,1
37,1,seel,65,45,55,70,70,45,water,,0,0.0,32.0,False,1
37,2,dewgong,90,70,80,95,95,70,ice,water,34,0.0,32.0,False,1
38,1,grimer,80,80,50,40,40,25,poison,,0,0.0,34.0,False,1
38,2,muk,105,105,75,65,65,50,poison,,38,0.0,34.0,False,1
39,1,shellder,30,65,100,45,45,40,water,,0,0.0,26.0,False,1
39,2,cloyster,50,95,180,85,85,70,ice,water,0,23.0,26.0,False,1
40,1,gastly,30,35,30,100,100,80,ghost,poison,0,0.0,20.0,False,1
40,2,gengar,60,65,60,130,130,110,ghost,poison,25,0.0,20.0,False,1
40,3,haunter,45,50,45,115,115,95,ghost,poison,25,0.0,20.0,False,1
41,1,onix,35,45,160,30,30,70,ground,rock,0,0.0,18.0,False,1
42,1,drowzee,60,48,45,90,90,42,psychic,,0,0.0,14.0,False,1
42,2,hypno,85,73,70,115,115,67,psychic,,26,0.0,14.0,False,1
43,1,krabby,30,105,90,25,25,50,water,,0,0.0,26.0,False,1
43,2,kingler,55,130,115,50,50,75,water,,28,0.0,26.0,False,1
44,1,voltorb,40,30,50,55,55,100,electric,,0,0.0,17.0,False,1
44,2,electrode,60,50,70,80,80,140,electric,,30,0.0,17.0,False,1
45,1,exeggcute,60,40,80,60,60,40,grass,psychic,0,0.0,26.0,False,1
45,2,exeggutor,95,95,85,125,125,55,grass,psychic,0,23.0,26.0,False,1
46,1,cubone,50,50,95,40,40,35,ground,,0,0.0,20.0,False,1
46,2,marowak,60,80,110,50,50,45,ground,,28,0.0,20.0,False,1
47,1,hitmonlee,50,120,53,35,35,87,fighting,,0,0.0,24.0,False,1
48,1,hitmonchan,50,105,79,35,35,76,fighting,,0,0.0,24.0,False,1
49,1,lickitung,90,55,75,60,60,30,normal,,0,0.0,26.0,False,1
50,1,koffing,40,65,95,60,60,35,poison,,0,0.0,34.0,False,1
50,2,weezing,65,90,120,85,85,60,poison,,35,0.0,34.0,False,1
51,1,rhyhorn,80,85,95,30,30,25,ground,rock,0,0.0,26.0,False,1
51,2,rhydon,105,130,120,45,45,40,ground,rock,42,0.0,26.0,False,1
52,1,chansey,250,5,5,105,105,50,normal,,0,0.0,26.0,False,1
53,1,tangela,65,55,115,100,100,60,grass,,0,0.0,32.0,False,1
54,1,kangaskhan,105,95,80,40,40,90,normal,,0,0.0,26.0,False,1
55,1,horsea,30,40,70,70,70,60,water,,0,0.0,30.0,False,1
55,2,seadra,55,65,95,95,95,85,water,,32,0.0,30.0,False,1
56,1,goldeen,45,67,60,50,50,63,water,,0,0.0,26.0,False,1
56,2,seaking,80,92,65,80,80,68,water,,33,0.0,26.0,False,1
57,1,staryu,30,45,55,70,70,85,water,,0,0.0,30.0,False,1
57,2,starmie,60,75,85,100,100,115,psychic,water,0,23.0,30.0,False,1
58,1,mr_mime,40,45,65,100,100,90,psychic,,0,0.0,11.0,False,1
59,1,scyther,70,110,80,55,55,105,bug,flying,0,0.0,23.0,False,1
60,1,jynx,65,50,35,95,95,95,ice,psychic,0,0.0,26.0,False,1
61,1,electabuzz,65,83,57,85,85,105,electric,,0,0.0,29.0,False,1
64,1,tauros,75,100,95,70,70,110,normal,,0,0.0,26.0,False,1
65,1,magikarp,20,10,55,20,20,80,water,,0,0.0,9.0,False,1
65,2,gyarados,95,125,79,100,100,81,flying,water,20,0.0,9.0,False,1
66,1,lapras,130,85,80,95,95,60,ice,water,0,0.0,24.0,False,1
67,1,ditto,48,48,48,48,48,48,normal,,0,0.0,26.0,False,1
68,1,eevee,55,55,50,65,65,55,normal,,0,0.0,23.0,False,1
68,2,vaporeon,130,65,60,110,110,65,water,,0,23.0,23.0,False,1
69,1,eevee,55,55,50,65,65,55,normal,,0,0.0,23.0,False,1
69,2,jolteon,65,65,60,110,110,130,electric,,0,23.0,23.0,False,1
70,1,eevee,55,55,50,65,65,55,normal,,0,0.0,23.0,False,1
70,2,flareon,65,130,60,110,110,65,fire,,0,23.0,23.0,False,1
71,1,porygon,65,60,70,75,75,40,normal,,0,0.0,23.0,False,1
72,1,omanyte,35,40,100,90,90,35,rock,water,0,0.0,32.0,False,1
72,2,omastar,70,60,125,115,115,55,rock,water,40,0.0,32.0,False,1
73,1,kabuto,30,80,90,45,45,55,rock,water,0,0.0,32.0,False,1
73,2,kabutops,60,115,105,70,70,80,rock,water,40,0.0,32.0,False,1
74,1,aerodactyl,80,105,65,60,60,130,flying,rock,0,0.0,32.0,False,1
75,1,snorlax,160,110,65,65,65,30,normal,,0,0.0,26.0,False,1
76,1,articuno,90,85,100,125,125,85,flying,ice,0,0.0,32.0,True,1
77,1,zapdos,90,90,85,125,125,100,electric,flying,0,0.0,29.0,True,1
78,1,moltres,90,100,90,125,125,90,fire,flying,0,0.0,37.0,True,1
79,1,dratini,41,64,45,50,50,50,dragon,,0,0.0,23.0,False,1
79,2,dragonair,61,84,65,70,70,70,dragon,,30,0.0,23.0,False,1
79,3,dragonite,91,134,95,100,100,80,dragon,flying,55,0.0,23.0,False,1
80,1,mewtwo,106,110,90,154,154,130,psychic,,0,0.0,39.0,True,1
