evo_id_pp,evo_index_pp,pokemon_pp,hp_pp_base,attack_pp_base,defense_pp_base,sp_attack_pp_base,sp_defense_pp_base,speed_pp_base,type_1_pp,type_2_pp,evo_lvl_pp,evo_item_stage_pp,stage_available_pp,legendary_pp,generation
34,2,magneton,50,60,95,120,70,70,electric,,30,0.0,19.0,False,2
35,1,farfetchd,52,65,55,58,62,60,flying,normal,0,0.0,29.0,False,2
36,1,doduo,35,85,45,35,35,75,flying,normal,0,0.0,40.0,False,2
36,2,dodrio,60,110,70,60,60,100,flying,normal,31,0.0,40.0,False,2
37,1,seel,65,45,55,45,70,45,water,,0,0.0,28.0,False,2
37,2,dewgong,90,70,80,70,95,70,ice,water,34,0.0,28.0,False,2
38,1,grimer,80,80,50,40,50,25,poison,,0,0.0,66.0,False,2
38,2,muk,105,105,75,65,100,50,poison,,38,0.0,66.0,False,2
39,1,shellder,30,65,100,45,25,40,water,,0,0.0,21.0,False,2
39,2,cloyster,50,95,180,85,45,70,ice,water,0,26.0,21.0,False,2
40,1,gastly,30,35,30,100,35,80,ghost,poison,0,0.0,5.0,False,2
40,2,haunter,45,50,45,115,55,95,ghost,poison,25,0.0,5.0,False,2
40,3,gengar,60,65,60,130,75,110,ghost,poison,25,0.0,5.0,False,2
41,1,onix,35,45,160,30,45,70,ground,rock,0,0.0,6.0,False,2
41,2,steelix,75,85,200,55,65,30,ground,steel,0,19.0,6.0,False,2
42,1,drowzee,60,48,45,43,90,42,psychic,,0,0.0,12.0,False,2
42,2,hypno,85,73,70,73,115,67,psychic,,26,0.0,12.0,False,2
43,1,krabby,30,105,90,25,25,50,water,,0,0.0,7.0,False,2
43,2,kingler,55,130,115,50,50,75,water,,28,0.0,7.0,False,2
44,1,voltorb,40,30,50,55,55,100,electric,,0,0.0,21.0,False,2
44,2,electrode,60,50,70,80,80,140,electric,,30,0.0,21.0,False,2
45,1,exeggcute,60,40,80,60,45,40,grass,psychic,0,0.0,11.0,False,2
45,2,exeggutor,95,95,85,125,65,55,grass,psychic,0,12.0,11.0,False,2
46,1,cubone,50,50,95,40,50,35,ground,,0,0.0,13.0,False,2
46,2,marowak,60,80,110,50,80,45,ground,,28,0.0,13.0,False,2
47,1,tyrogue,35,35,35,35,35,35,fighting,,0,0.0,12.0,False,2
47,2,hitmonlee,50,120,53,35,110,87,fighting,,20,0.0,12.0,False,2
48,1,tyrogue,35,35,35,35,35,35,fighting,,0,0.0,12.0,False,2
48,2,hitmonchan,50,105,79,35,110,76,fighting,,20,0.0,12.0,False,2
49,1,lickitung,90,55,75,60,75,30,normal,,0,0.0,36.0,False,2
50,1,koffing,40,65,95,60,45,35,poison,,0,0.0,18.0,False,2
50,2,weezing,65,90,120,85,70,60,poison,,35,0.0,18.0,False,2
51,1,rhyhorn,80,85,95,30,30,25,ground,rock,0,0.0,48.0,False,2
51,2,rhydon,105,130,120,45,45,40,ground,rock,42,0.0,48.0,False,2
52,1,blissey,255,10,10,75,135,55,normal,,0,0.0,71.0,False,2
52,2,chansey,250,5,5,35,105,50,normal,,0,0.0,71.0,False,2
53,1,tangela,65,55,115,100,40,60,grass,,0,0.0,36.0,False,2
54,1,kangaskhan,105,95,80,40,80,90,normal,,0,0.0,57.0,False,2
55,1,horsea,30,40,70,70,25,60,water,,0,0.0,28.0,False,2
55,2,seadra,55,65,95,95,45,85,water,,32,0.0,28.0,False,2
55,3,kingdra,75,95,95,95,95,85,dragon,water,32,28.0,28.0,False,2
56,1,goldeen,45,67,60,35,50,63,water,,0,0.0,7.0,False,2
56,2,seaking,80,92,65,65,80,68,water,,33,0.0,7.0,False,2
57,1,staryu,30,45,55,70,55,85,water,,0,0.0,21.0,False,2
57,2,starmie,60,75,85,100,85,115,psychic,water,0,26.0,21.0,False,2
58,1,mr_mime,40,45,65,100,120,90,psychic,,0,0.0,85.0,False,2
59,1,scyther,70,110,80,55,80,105,bug,flying,0,0.0,15.0,False,2
59,2,scizor,70,130,100,55,80,65,bug,steel,0,19.0,15.0,False,2
60,1,smoochum,45,30,15,85,65,65,ice,psychic,0,0.0,12.0,False,2
60,2,jynx,65,50,35,115,95,95,ice,psychic,30,0.0,12.0,False,2
61,1,elekid,45,63,37,65,55,95,electric,,0,0.0,12.0,False,2
61,2,electabuzz,65,83,57,95,85,105,electric,,30,0.0,12.0,False,2
62,1,magby,45,75,37,70,55,83,fire,,0,0.0,12.0,False,2
62,2,magmar,65,95,57,100,85,93,fire,,30,0.0,12.0,False,2
63,1,pinsir,65,125,100,55,70,85,bug,,0,0.0,15.0,False,2
64,1,tauros,75,100,95,40,70,110,normal,,0,0.0,19.0,False,2
65,1,magikarp,20,10,55,15,20,80,water,,0,0.0,7.0,False,2
65,2,gyarados,95,125,79,60,100,81,flying,water,20,0.0,7.0,False,2
66,1,lapras,130,85,80,85,95,60,ice,water,0,0.0,18.0,False,2
67,1,ditto,48,48,48,48,48,48,normal,,0,0.0,12.0,False,2
68,1,eevee,55,55,50,45,65,55,normal,,0,0.0,13.0,False,2
68,2,vaporeon,130,65,60,110,95,65,water,,0,26.0,13.0,False,2
69,1,eevee,55,55,50,45,65,55,normal,,0,0.0,13.0,False,2
69,2,jolteon,65,65,60,110,95,130,electric,,0,19.0,13.0,False,2
70,1,eevee,55,55,50,45,65,55,normal,,0,0.0,13.0,False,2
70,2,flareon,65,130,60,95,110,65,fire,,0,16.0,13.0,False,2
71,1,porygon,65,60,70,85,75,40,normal,,0,0.0,66.0,False,2
71,2,porygon2,85,80,90,105,95,60,normal,,0,53.0,66.0,False,2
74,1,aerodactyl,80,105,65,60,75,130,flying,rock,0,0.0,72.0,False,2
75,1,snorlax,160,110,65,65,110,30,normal,,0,0.0,51.0,False,2
79,1,dratini,41,64,45,50,50,50,dragon,,0,0.0,40.0,False,2
79,2,dragonair,61,84,65,70,70,70,dragon,,30,0.0,40.0,False,2
79,3,dragonite,91,134,95,100,100,80,dragon,flying,55,0.0,40.0,False,2
82,1,chikorita,45,49,65,49,65,45,grass,,0,0.0,1.0,False,2
82,2,bayleef,60,62,80,63,80,60,grass,,16,0.0,1.0,False,2
82,3,meganium,80,82,100,83,100,80,grass,,32,0.0,1.0,False,2
83,1,cyndaquil,39,52,43,60,50,65,fire,,0,0.0,1.0,False,2
83,2,quilava,58,64,58,80,65,80,fire,,14,0.0,1.0,False,2
83,3,typhlosion,78,84,78,109,85,100,fire,,36,0.0,1.0,False,2
84,1,totodile,50,65,64,44,48,43,water,,0,0.0,1.0,False,2
84,2,croconaw,65,80,80,59,63,58,water,,18,0.0,1.0,False,2
84,3,feraligatr,85,105,100,79,83,78,water,,30,0.0,1.0,False,2
85,1,sentret,35,46,34,35,45,20,normal,,0,0.0,2.0,False,2
85,2,furret,85,76,64,45,55,90,normal,,15,0.0,2.0,False,2
86,1,hoothoot,60,30,30,36,56,50,flying,normal,0,0.0,2.0,False,2
86,2,noctowl,100,50,50,76,96,70,flying,normal,20,0.0,2.0,False,2
87,1,ledyba,40,20,30,40,80,55,bug,flying,0,0.0,4.0,False,2
87,2,ledian,55,35,50,55,110,85,bug,flying,18,0.0,4.0,False,2
88,1,spinarak,40,60,40,40,40,30,bug,poison,0,0.0,4.0,False,2
88,2,ariados,70,90,70,60,60,40,bug,poison,22,0.0,4.0,False,2
89,1,chinchou,75,38,38,56,56,67,electric,water,0,0.0,21.0,False,2
89,2,lanturn,125,58,58,76,76,67,electric,water,27,0.0,21.0,False,2
90,1,togepi,35,20,65,40,65,20,normal,,0,0.0,6.0,False,2
90,2,togetic,55,40,85,80,105,40,flying,,0,0.0,6.0,False,2
91,1,natu,40,50,45,70,45,70,flying,psychic,0,0.0,19.0,False,2
91,2,xatu,65,75,70,95,70,95,flying,psychic,25,0.0,19.0,False,2
93,1,oddish,45,50,55,75,75,30,grass,poison,0,0.0,11.0,False,2
93,2,gloom,60,65,70,85,85,40,grass,poison,21,0.0,11.0,False,2
93,3,bellossom,75,80,85,90,100,50,grass,,21,0.0,11.0,False,2
94,1,marill,70,20,50,20,50,40,water,,0,0.0,4.0,False,2
94,2,azumarill,100,50,80,50,80,50,water,,18,0.0,4.0,False,2
95,1,sudowoodo,70,100,115,30,65,30,rock,,0,0.0,16.0,False,2
96,1,poliwag,40,50,40,40,40,90,water,,0,0.0,4.0,False,2
96,2,poliwhirl,65,65,65,50,50,90,water,,25,0.0,4.0,False,2
96,3,politoed,90,75,75,90,100,70,water,,25,10.0,4.0,False,2
97,1,hoppip,35,35,40,35,55,50,flying,grass,0,0.0,2.0,False,2
97,2,skiploom,55,45,50,45,65,80,flying,grass,18,0.0,2.0,False,2
97,3,jumpluff,75,55,70,55,85,110,flying,grass,27,0.0,2.0,False,2
98,1,aipom,55,70,55,40,55,85,normal,,0,0.0,11.0,False,2
99,1,sunkern,30,30,30,30,30,30,grass,,0,0.0,15.0,False,2
99,2,sunflora,75,75,55,105,85,30,grass,,0,0.0,15.0,False,2
100,1,yanma,65,65,45,75,45,95,bug,flying,0,0.0,14.0,False,2
101,1,wooper,55,45,45,25,25,15,ground,water,0,0.0,7.0,False,2
101,2,quagsire,95,85,85,65,65,35,ground,water,20,0.0,7.0,False,2
102,1,eevee,55,55,50,65,65,55,normal,,0,0.0,13.0,False,2
102,2,espeon,65,65,60,130,95,110,psychic,,0,0.0,13.0,False,2
103,1,eevee,55,55,50,65,65,55,normal,,0,0.0,13.0,False,2
103,2,umbreon,95,65,110,60,130,65,dark,,0,0.0,13.0,False,2
104,1,murkrow,60,85,42,85,42,91,dark,flying,0,0.0,65.0,False,2
105,1,slowpoke,90,65,65,40,40,15,psychic,water,0,0.0,10.0,False,2
105,2,slowbro,95,75,110,80,80,30,psychic,water,37,0.0,10.0,False,2
105,3,slowking,95,75,80,100,110,30,psychic,water,37,10.0,10.0,False,2
106,1,misdreavus,60,60,60,85,85,85,ghost,,0,0.0,93.0,False,2
107,1,unown,48,72,48,72,48,48,psychic,,0,0.0,19.0,False,2
108,1,wobbuffet,190,33,58,33,58,33,psychic,,0,0.0,13.0,False,2
110,1,pineco,50,65,90,35,35,15,bug,,0,0.0,11.0,False,2
110,2,forretress,75,90,140,60,60,40,bug,steel,31,0.0,11.0,False,2
111,1,dunsparce,100,70,70,65,65,45,normal,,0,0.0,5.0,False,2
112,1,gligar,65,75,105,35,65,85,flying,ground,0,0.0,41.0,False,2
113,1,snubbull,60,80,50,40,40,30,normal,,0,0.0,12.0,False,2
113,2,granbull,90,120,75,60,60,45,normal,,23,0.0,12.0,False,2
114,1,qwilfish,65,95,75,55,55,85,poison,water,0,0.0,74.0,False,2
115,1,shuckle,20,10,230,10,230,5,bug,rock,0,0.0,13.0,False,2
116,1,heracross,80,125,75,40,95,85,bug,fighting,0,0.0,11.0,False,2
117,1,sneasel,55,95,55,35,75,115,dark,ice,0,0.0,37.0,False,2
118,1,teddiursa,60,80,50,50,50,40,normal,,0,0.0,5.0,False,2
118,2,ursaring,90,130,75,75,75,55,normal,,30,0.0,5.0,False,2
119,1,slugma,40,40,40,70,40,20,fire,,0,0.0,67.0,False,2
119,2,magcargo,50,50,120,80,80,30,fire,rock,38,0.0,67.0,False,2
120,1,swinub,50,50,40,30,30,50,ground,ice,0,0.0,37.0,False,2
120,2,piloswine,100,100,80,60,60,50,ground,ice,33,0.0,37.0,False,2
121,1,corsola,55,55,85,65,85,35,rock,water,0,0.0,21.0,False,2
123,1,delibird,45,55,45,65,45,75,flying,ice,0,0.0,37.0,False,2
124,1,mantine,65,40,70,80,140,70,flying,water,0,0.0,23.0,False,2
125,1,skarmory,65,80,140,40,70,70,flying,steel,0,0.0,41.0,False,2
126,1,houndour,45,60,30,80,50,65,dark,fire,0,0.0,65.0,False,2
126,2,houndoom,75,90,50,110,80,95,dark,fire,24,0.0,65.0,False,2
127,1,phanpy,90,60,60,40,40,40,ground,,0,0.0,41.0,False,2
127,2,donphan,90,120,120,60,60,50,ground,,25,0.0,41.0,False,2
128,1,stantler,73,95,62,85,65,85,normal,,0,0.0,17.0,False,2
129,1,smeargle,55,20,35,20,45,75,normal,,0,0.0,19.0,False,2
130,1,tyrogue,35,35,35,35,35,35,fighting,,0,0.0,12.0,False,2
130,2,hitmontop,50,95,95,35,110,70,fighting,,20,0.0,12.0,False,2
131,1,miltank,95,80,105,40,70,100,normal,,0,0.0,19.0,False,2
132,1,raikou,90,85,75,115,100,115,electric,,0,0.0,50.0,True,2
133,1,entei,115,115,85,90,75,100,fire,,0,0.0,50.0,True,2
134,1,suicune,100,75,115,90,115,85,water,,0,0.0,36.0,True,2
135,1,larvitar,50,64,50,45,50,41,ground,rock,0,0.0,66.0,False,2
135,2,pupitar,70,84,70,65,70,51,ground,rock,30,0.0,66.0,False,2
135,3,tyranitar,100,134,110,95,100,61,dark,rock,55,0.0,66.0,False,2
136,1,lugia,106,90,130,90,154,110,flying,psychic,0,0.0,78.0,True,2
137,1,ho_oh,106,130,90,110,154,90,fire,flying,0,0.0,50.0,True,2
138,1,celebi,100,100,100,100,100,100,grass,psychic,0,0.0,93.0,True,2
