enc_id,evo_id_enc,evo_index_enc,trainer_name_enc,location_enc,pokemon_enc,level_enc,stage_enc,hp_enc,attack_enc,defense_enc,sp_attack_enc,sp_defense_enc,speed_enc,types_enc,move_name_1_enc,move_name_2_enc,move_name_3_enc,move_name_4_enc,move_type_1_enc,move_type_2_enc,move_type_3_enc,move_type_4_enc,move_category_1_enc,move_category_2_enc,move_category_3_enc,move_category_4_enc,move_power_1_enc,move_power_2_enc,move_power_3_enc,move_power_4_enc,move_accuracy_1_enc,move_accuracy_2_enc,move_accuracy_3_enc,move_accuracy_4_enc,move_crit_1_enc,move_crit_2_enc,move_crit_3_enc,move_crit_4_enc,exp_enc
85,94,2,tuber_hailey,route_109,marill,13,17,41,10,18,10,18,15,water,tackle,defense_curl,tail_whip,water_gun,normal,normal,normal,water,physical,physical,physical,special,35.0,0.0,0.0,40.0,0.95,1.0,1.0,1.0,False,False,False,False,4526
86,30,1,tuber_chandler,route_109,tentacool,12,17,31,15,13,15,29,21,poison/water,poison_sting,supersonic,constrict,,poison,normal,normal,,physical,physical,physical,,15.0,0.0,10.0,,1.0,0.55,1.0,,False,False,False,False,4526
88,149,1,sailor_edmond,route_109,wingull,13,17,33,12,12,19,12,27,flying/water,growl,water_gun,supersonic,wing_attack,normal,water,normal,flying,physical,special,physical,physical,0.0,40.0,0.0,60.0,1.0,1.0,0.55,1.0,False,False,False,False,4526
89,143,1,tuber_ricky,route_109,zigzagoon,13,17,33,13,13,12,15,20,normal,sandattack,headbutt,tail_whip,surf,ground,normal,normal,water,physical,physical,physical,special,0.0,70.0,0.0,95.0,1.0,1.0,1.0,1.0,False,False,False,False,4526
90,56,1,beauty_johanna,route_109,goldeen,13,17,34,22,20,15,16,21,water,peck,tail_whip,water_sport,supersonic,flying,normal,water,normal,physical,physical,special,physical,35.0,0.0,0.0,0.0,1.0,1.0,1.0,0.55,False,False,False,False,4526
91,17,1,team_aqua_grunt,slateport_city,zubat,14,18,35,17,12,13,17,20,flying/poison,leech_life,supersonic,astonish,,bug,normal,ghost,,physical,physical,physical,,20.0,0.0,30.0,,1.0,0.55,1.0,,False,False,False,False,4526
92,170,1,team_aqua_grunt,slateport_city,carvanha,14,18,36,30,10,25,10,20,dark/water,leer,bite,rage,focus_energy,normal,dark,normal,normal,physical,special,physical,physical,0.0,60.0,20.0,0.0,1.0,1.0,1.0,1.0,False,False,False,False,4526
93,170,1,team_aqua_grunt,slateport_city,carvanha,15,18,38,32,12,24,11,21,dark/water,leer,bite,rage,focus_energy,normal,dark,normal,normal,physical,special,physical,physical,0.0,60.0,20.0,0.0,1.0,1.0,1.0,1.0,False,False,False,False,4526
94,44,1,triathlete_jasmine,route_110,voltorb,6,19,20,8,11,11,11,15,electric,charge,tackle,,,electric,normal,,,special,physical,,,0.0,35.0,,,1.0,0.95,,,False,False,False,False,4526
97,171,1,fisherman_dale,route_110,wailmer,14,19,60,24,14,24,14,21,water,splash,growl,water_gun,rollout,normal,normal,water,rock,physical,physical,special,physical,0.0,0.0,40.0,30.0,1.0,1.0,1.0,0.9,False,False,False,False,4526
99,146,2,collector_edwin,route_110,lombre,14,19,40,19,20,21,24,17,grass/water,astonish,growl,absorb,nature_power,ghost,normal,grass,normal,physical,physical,special,physical,30.0,0.0,20.0,0.0,1.0,1.0,1.0,0.95,False,False,False,False,4526
100,147,2,collector_edwin,route_110,nuzleaf,14,19,43,24,16,21,14,23,dark/grass,pound,harden,growth,nature_power,normal,normal,normal,normal,physical,physical,physical,physical,40.0,0.0,0.0,0.0,1.0,1.0,1.0,0.95,False,False,False,False,4526
101,30,1,fisherman_dale,route_110,tentacool,11,19,29,13,12,16,27,20,poison/water,poison_sting,supersonic,,,poison,normal,,,physical,physical,,,15.0,0.0,,,1.0,0.55,,,False,False,False,False,4526
103,27,1,psychic_edward,route_110,abra,15,19,32,11,9,32,21,32,psychic,hidden_power,,,,normal,,,,physical,,,,0.0,,,,1.0,,,,False,False,False,False,4526
104,27,1,psychic_jaclyn,route_110,abra,16,19,34,12,9,38,22,29,psychic,hidden_power,,,,normal,,,,physical,,,,0.0,,,,1.0,,,,False,False,False,False,4526
105,164,1,pokefan_isabel,route_110,plusle,14,19,40,17,16,28,26,34,electric,growl,thunder_wave,quick_attack,helping_hand,normal,electric,normal,normal,physical,special,physical,physical,0.0,0.0,40.0,0.0,1.0,1.0,1.0,1.0,False,False,False,False,4526
106,165,1,pokefan_isabel,route_110,minun,14,19,40,16,19,26,28,31,electric,growl,thunder_wave,quick_attack,helping_hand,normal,electric,normal,normal,physical,special,physical,physical,0.0,0.0,40.0,0.0,1.0,1.0,1.0,1.0,False,False,False,False,4526
109,44,1,guitarist_joseph,route_110,voltorb,14,19,35,13,19,20,20,33,electric,charge,tackle,screech,,electric,normal,normal,,special,physical,physical,,0.0,35.0,0.0,,1.0,0.95,0.85,,False,False,False,False,4526
110,34,1,triathlete_anthony,route_110,magnemite,14,19,31,14,21,31,22,17,electric,metal_sound,tackle,thundershock,supersonic,steel,normal,electric,normal,physical,physical,special,physical,0.0,35.0,40.0,0.0,0.85,0.95,1.0,0.55,False,False,False,False,4526
115,163,1,youngster_timmy,route_110,electrike,13,19,33,14,16,21,15,21,electric,tackle,thunder_wave,leer,howl,normal,electric,normal,normal,physical,special,physical,physical,35.0,0.0,0.0,0.0,0.95,1.0,1.0,1.0,False,False,False,False,4526
116,34,1,triathlete_alyssa,route_110,magnemite,15,19,32,15,26,36,18,18,electric,metal_sound,tackle,thundershock,supersonic,steel,normal,electric,normal,physical,physical,special,physical,0.0,35.0,40.0,0.0,0.85,0.95,1.0,0.55,False,False,False,False,4526
117,163,1,guitarist_joseph,route_110,electrike,14,19,35,17,16,25,16,20,electric,tackle,thunder_wave,leer,howl,normal,electric,normal,normal,physical,special,physical,physical,35.0,0.0,0.0,0.0,0.95,1.0,1.0,1.0,False,False,False,False,4526
118,34,1,triathlete_abigail,route_110,magnemite,16,19,34,16,27,38,19,19,electric,tackle,thundershock,supersonic,sonicboom,normal,electric,normal,normal,physical,special,physical,physical,35.0,40.0,0.0,0.0,0.95,1.0,0.55,0.9,False,False,False,False,4526
120,161,1,youngster_timmy,route_110,aron,15,19,40,26,35,15,18,14,rock/steel,harden,mudslap,headbutt,metal_claw,normal,ground,normal,steel,physical,physical,physical,physical,0.0,20.0,70.0,50.0,1.0,1.0,1.0,0.95,False,False,False,False,4526
121,139,2,slateport_rival,route_110,grovyle,20,19,52,33,22,41,33,49,grass,absorb,quick_attack,fury_cutter,pursuit,grass,normal,bug,dark,special,physical,physical,special,20.0,40.0,10.0,40.0,1.0,1.0,0.95,1.0,False,False,False,False,5460
122,140,2,slateport_rival,route_110,combusken,20,19,54,36,33,40,30,27,fighting/fire,peck,double_kick,ember,scratch,flying,fighting,fire,normal,physical,physical,special,physical,35.0,60.0,40.0,40.0,1.0,1.0,1.0,1.0,False,False,False,False,5460
123,141,2,slateport_rival,route_110,marshtomp,20,19,58,36,37,30,34,25,ground/water,mud_shot,water_gun,tackle,bide,ground,water,normal,normal,physical,special,physical,physical,55.0,40.0,35.0,0.0,0.95,1.0,0.95,1.0,False,False,False,False,5460
124,119,1,slateport_rival,route_110,slugma,18,19,43,18,22,31,20,13,fire,yawn,smog,ember,rock_throw,normal,poison,fire,rock,physical,physical,special,physical,0.0,20.0,40.0,50.0,1.0,1.0,1.0,0.9,False,False,False,False,5832
125,149,1,slateport_rival,route_110,wingull,18,19,43,14,16,27,16,36,flying/water,growl,water_gun,supersonic,wing_attack,normal,water,normal,flying,physical,special,physical,physical,0.0,40.0,0.0,60.0,1.0,1.0,0.55,1.0,False,False,False,False,5832
126,65,1,fisherman_andrew,route_103,magikarp,5,20,17,6,10,6,7,13,water,splash,,,,normal,,,,physical,,,,0.0,,,,1.0,,,,False,False,False,False,5832
127,30,1,fisherman_andrew,route_103,tentacool,10,20,28,13,10,16,25,19,poison/water,poison_sting,supersonic,,,poison,normal,,,physical,physical,,,15.0,0.0,,,1.0,0.55,,,False,False,False,False,5832
128,152,1,aroma_lady_daisy,route_103,shroomish,14,20,40,16,18,16,21,15,grass,absorb,tackle,stun_spore,leech_seed,grass,normal,grass,grass,special,physical,special,special,20.0,35.0,0.0,0.0,1.0,0.95,0.75,0.9,False,False,False,False,5832
129,168,1,aroma_lady_daisy,route_103,roselia,14,20,38,21,17,33,27,23,grass/poison,absorb,growth,poison_sting,stun_spore,grass,normal,poison,grass,special,physical,physical,special,20.0,0.0,15.0,0.0,1.0,1.0,1.0,0.75,False,False,False,False,5832
130,157,1,black_belt_rhett,route_103,makuhita,15,20,48,24,15,12,15,14,fighting,focus_energy,sandattack,arm_thrust,vital_throw,normal,ground,fighting,fighting,physical,physical,physical,physical,0.0,0.0,45.0,70.0,1.0,1.0,1.0,1.0,False,False,False,False,5832
131,159,1,pokefan_miguel,route_103,skitty,15,20,40,19,18,15,13,20,normal,tail_whip,attract,sing,doubleslap,normal,normal,normal,normal,physical,physical,physical,physical,0.0,0.0,0.0,15.0,1.0,1.0,0.55,0.85,False,False,False,False,5832
132,164,1,twins_amy_liv,route_103,plusle,15,20,43,20,17,33,27,29,electric,growl,thunder_wave,quick_attack,helping_hand,normal,electric,normal,normal,physical,special,physical,physical,0.0,0.0,40.0,0.0,1.0,1.0,1.0,1.0,False,False,False,False,5832
133,165,1,twins_amy_liv,route_103,minun,15,20,43,17,20,27,30,33,electric,growl,thunder_wave,quick_attack,helping_hand,normal,electric,normal,normal,physical,special,physical,physical,0.0,0.0,40.0,0.0,1.0,1.0,1.0,1.0,False,False,False,False,5832
134,44,1,guitarist_marcos,route_103,voltorb,15,20,38,15,23,23,23,32,electric,charge,tackle,screech,sonicboom,electric,normal,normal,normal,special,physical,physical,physical,0.0,35.0,0.0,0.0,1.0,0.95,0.85,0.9,False,False,False,False,5832
135,65,1,fisherman_andrew,route_103,magikarp,15,20,31,8,18,9,11,31,water,splash,tackle,,,normal,normal,,,physical,physical,,,0.0,35.0,,,1.0,0.95,,,False,False,False,False,5832
136,152,1,lass_robin,trick_house_1,shroomish,14,21,40,16,23,16,18,14,grass,absorb,tackle,stun_spore,leech_seed,grass,normal,grass,grass,special,physical,special,special,20.0,35.0,0.0,0.0,1.0,0.95,0.75,0.9,False,False,False,False,5832
137,159,1,lass_robin,trick_house_1,skitty,14,21,38,17,17,14,14,19,normal,tackle,tail_whip,attract,sing,normal,normal,normal,normal,physical,physical,physical,physical,35.0,0.0,0.0,0.0,0.95,1.0,1.0,0.55,False,False,False,False,5832
138,94,2,lass_robin,trick_house_1,marill,14,21,43,10,19,9,20,16,water,tackle,defense_curl,tail_whip,water_gun,normal,normal,normal,water,physical,physical,physical,special,35.0,0.0,0.0,40.0,0.95,1.0,1.0,1.0,False,False,False,False,5832
139,93,1,lass_sally,trick_house_1,oddish,16,21,40,21,22,29,22,15,grass/poison,absorb,sweet_scent,poisonpowder,stun_spore,grass,normal,poison,grass,special,physical,physical,special,20.0,0.0,0.0,0.0,1.0,1.0,0.75,0.75,False,False,False,False,5832
141,143,1,youngster_eddie,trick_house_1,zigzagoon,14,21,34,13,16,14,16,18,normal,growl,tail_whip,headbutt,sandattack,normal,normal,normal,ground,physical,physical,physical,physical,0.0,0.0,70.0,0.0,1.0,1.0,1.0,1.0,False,False,False,False,5832
142,143,1,youngster_eddie,trick_house_1,zigzagoon,16,21,38,14,18,12,19,24,normal,growl,tail_whip,headbutt,sandattack,normal,normal,normal,ground,physical,physical,physical,physical,0.0,0.0,70.0,0.0,1.0,1.0,1.0,1.0,False,False,False,False,5832
143,150,1,pkmn_trainer_wally,mauville_city,ralts,16,22,35,14,13,19,14,18,fairy/psychic,growl,confusion,double_team,teleport,normal,psychic,normal,psychic,physical,special,physical,special,0.0,50.0,0.0,0.0,1.0,1.0,1.0,1.0,False,False,False,False,5832
144,169,1,youngster_ben,mauville_gym,gulpin,17,25,53,22,26,22,26,21,poison,amnesia,sludge,yawn,pound,psychic,poison,normal,normal,special,physical,physical,physical,0.0,65.0,0.0,40.0,1.0,1.0,1.0,1.0,False,False,False,False,5832
145,167,1,bug_maniac_angelo,mauville_gym,illumise,17,25,51,23,27,31,28,35,bug,shock_wave,quick_attack,charm,,electric,normal,normal,,special,physical,physical,,60.0,40.0,0.0,,1.0,1.0,1.0,,False,False,False,False,5832
146,143,1,youngster_ben,mauville_gym,zigzagoon,17,25,42,18,22,18,22,28,normal,headbutt,sandattack,growl,thunderbolt,normal,ground,normal,electric,physical,physical,physical,special,70.0,0.0,0.0,95.0,1.0,1.0,1.0,1.0,False,False,False,False,5832
147,162,1,battle_girl_vivian,mauville_gym,meditite,17,25,39,20,22,22,25,27,fighting/psychic,bide,detect,confusion,thunderpunch,normal,fighting,psychic,electric,physical,physical,special,special,0.0,0.0,50.0,75.0,1.0,1.0,1.0,1.0,False,False,False,False,5832
148,162,1,battle_girl_vivian,mauville_gym,meditite,17,25,39,20,25,20,25,27,fighting/psychic,thunderpunch,detect,confusion,meditate,electric,fighting,psychic,psychic,special,physical,special,special,75.0,0.0,50.0,0.0,1.0,1.0,1.0,1.0,False,False,False,False,5832
149,44,1,guitarist_kirk,mauville_gym,voltorb,17,25,42,15,24,25,25,45,electric,charge,shock_wave,screech,,electric,electric,normal,,special,special,physical,,0.0,60.0,0.0,,1.0,1.0,0.85,,False,False,False,False,5832
150,44,1,guitarist_shawn,mauville_gym,voltorb,17,25,42,17,24,27,25,36,electric,charge,tackle,screech,sonicboom,electric,normal,normal,normal,special,physical,physical,physical,0.0,35.0,0.0,0.0,1.0,0.95,0.85,0.9,False,False,False,False,5832
151,34,1,guitarist_shawn,mauville_gym,magnemite,17,25,37,19,30,35,25,22,electric,tackle,thundershock,supersonic,sonicboom,normal,electric,normal,normal,physical,special,physical,physical,35.0,40.0,0.0,0.0,0.95,1.0,0.55,0.9,False,False,False,False,5832
152,163,1,guitarist_kirk,mauville_gym,electrike,17,25,42,22,18,31,20,29,electric,quick_attack,thunder_wave,spark,leer,normal,electric,electric,normal,physical,special,special,physical,40.0,0.0,65.0,0.0,1.0,1.0,1.0,1.0,False,False,False,False,6141
153,44,1,leader_wattson,mauville_gym,voltorb,20,25,50,21,29,31,31,49,electric,rollout,spark,selfdestruct,shock_wave,rock,electric,normal,electric,physical,special,physical,special,30.0,65.0,0.0,60.0,0.9,1.0,1.0,1.0,False,False,False,False,8000
154,166,1,bug_maniac_angelo,mauville_gym,volbeat,17,25,51,34,25,20,32,35,bug,shock_wave,quick_attack,confuse_ray,,electric,normal,ghost,,special,physical,physical,,60.0,40.0,0.0,,1.0,1.0,1.0,,False,False,False,False,8155
155,163,1,leader_wattson,mauville_gym,electrike,20,25,50,27,25,35,25,35,electric,shock_wave,leer,quick_attack,howl,electric,normal,normal,normal,special,physical,physical,physical,60.0,0.0,40.0,0.0,1.0,1.0,1.0,1.0,False,False,False,False,10000
